target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,da_cue,da_target,da_word_combo_related,da_word_combo_unrelated,da_cue_word_related,da_cue_word_unrelated
system,608.171999992051,539.895979166746,-0.418764550667544,-0.672020047069555,66.3393642473205,25.406312432379,0.22300024155807,0.0681133764899378,52,56,0,0,38,48,38,48,0,0,1,1,52,56,0,0,37,47,38,48,0,0,0.973684210526316,0.979166666666667,38,48,-68.2760208253053,-0.253255496402011,da,network,system,netværk,system,netværksystem,månesystem,netværk,måne
sædvanlig,565.259479458865,698.187851339086,-0.553860480266882,-0.149699242964801,19.3212504996465,29.722380284786,0.0628858747493636,0.0818022161108982,80,90,0,1,73,75,73,77,0,1,1,0.974025974025974,80,91,0,0,73,37,73,78,0,0,1,0.474358974358974,73,74,132.928371880221,0.404161237302081,da,ordinary,usual,almindelig,sædvanlig,almindeligsædvanlig,tøjresædvanlig,almindelig,tøjre
sædvanligt,676.887791046918,757.583924527972,-0.253820600735775,-0.0889246325604653,39.9176689523949,73.1615777797948,0.108108169936022,0.209484807744917,78,58,1,0,67,53,67,55,1,0,1,0.963636363636364,79,58,0,0,68,55,68,55,0,0,1,1,67,53,80.6961334810542,0.164895968175309,da,normally,usually,normalt,sædvanligt,normaltsædvanligt,robotsædvanligt,normalt,robot
sælge,567.230321421153,554.713188688174,-0.618824603478572,-0.598948003434769,26.6463585161367,16.8395913423896,0.0717652440170372,0.0512114971984714,63,56,3,1,56,53,57,53,1,0,0.982456140350877,1,61,56,5,1,55,53,56,53,2,0,0.982142857142857,1,56,53,-12.517132732979,0.0198766000438031,da,buy,sell,købe,sælge,købesælge,kaldenavnsælge,købe,kaldenavn
sætning,595.321872721128,704.477014084341,-0.381757945094804,-0.118753337219919,29.0487134855719,35.0020805432988,0.102139818477066,0.105794616311162,57,80,0,1,55,71,55,72,0,0,1,0.986111111111111,57,80,0,1,55,49,55,72,0,0,1,0.680555555555556,55,71,109.155141363213,0.263004607874884,da,word,sentence,ord,sætning,ordsætning,brudgomsætning,ord,brudgom
sø,566.043478259072,650.543815086292,-0.656219216449051,-0.345409655255273,30.2069619823677,46.7847031041036,0.0719560086997982,0.107451648901721,81,58,0,0,69,53,70,53,0,0,0.985714285714286,1,81,57,0,1,60,49,70,52,0,1,0.857142857142857,0.942307692307692,69,53,84.5003368272203,0.310809561193779,da,river,lake,flod,sø,flodsø,seriesø,flod,serie
sølvfarvet,793.211087721302,899.208035288168,0.18505973638453,0.473560541633567,34.2308710287673,44.2869517162349,0.111522465657332,0.128996446278591,66,113,0,1,57,85,57,97,0,0,1,0.876288659793814,66,113,0,1,56,95,57,97,0,0,0.982456140350877,0.979381443298969,57,85,105.996947566866,0.288500805249037,da,golden,silver,gylden,sølvfarvet,gyldensølvfarvet,sværtsølvfarvet,gylden,svært
sømand,635.355129305081,660.55565306494,-0.352033572531707,-0.241772727965712,31.2636155967411,36.5099689455312,0.079757412318823,0.12040590563095,63,51,0,1,58,49,58,51,0,1,1,0.96078431372549,63,52,0,0,56,51,58,52,0,0,0.96551724137931,0.980769230769231,58,49,25.2005237598593,0.110260844565995,da,pirate,sailor,pirat,sømand,piratsømand,showsømand,pirat,show
søn,514.885843138075,564.970400017377,-0.816343717412283,-0.530018414784712,17.6602690679834,27.678089025217,0.0569083851692308,0.082154172717832,54,54,1,0,52,51,52,52,1,0,1,0.980769230769231,55,53,0,1,53,51,53,51,0,1,1,1,51,50,50.0845568793013,0.286325302627571,da,daughter,son,datter,søn,dattersøn,lignendesøn,datter,lignende
søndag,559.53273810197,625.609155546103,-0.686990368737108,-0.379586345460814,48.4738198735298,44.8697623488189,0.135933378096187,0.12673345799487,50,52,0,0,42,45,42,47,0,0,1,0.957446808510638,49,52,1,0,40,47,41,47,1,0,0.975609756097561,1,42,45,66.0764174441333,0.307404023276294,da,saturday,sunday,lørdag,søndag,lørdagsøndag,blødsøndag,lørdag,blød
søvn,571.932682903675,513.089418194646,-0.659000929586311,-0.744667030317972,35.2298339200392,16.0963131674694,0.101380426969304,0.0497326398269986,53,59,1,0,41,55,41,56,0,0,1,0.982142857142857,53,59,1,0,41,46,41,56,0,0,1,0.821428571428571,41,55,-58.8432647090294,-0.0856661007316609,da,rest,sleep,hvile,søvn,hvilesøvn,pestsøvn,hvile,pest
takke,575.546784805563,617.443333337671,-0.525292359122537,-0.4665289195443,22.3894361555746,28.4800407367053,0.0641417943742419,0.0702390111095459,91,50,0,1,79,48,80,48,0,0,0.9875,1,91,50,0,1,79,47,80,48,0,0,0.9875,0.979166666666667,79,48,41.8965485321075,0.0587634395782365,da,grateful,thank,taknemmelig,takke,taknemmeligtakke,solnedgangtakke,taknemmelig,solnedgang
taknemmelighed,700.235297872594,728.83131169141,0.00107077568379115,-0.0208591741611263,37.0139947355037,27.1652050283367,0.119665977269404,0.0715985314324604,52,91,1,1,47,77,47,79,0,0,1,0.974683544303797,52,91,1,1,46,69,47,79,0,0,0.978723404255319,0.873417721518987,47,77,28.5960138188155,-0.0219299498449175,da,hospitality,gratitude,gæstfrihed,taknemmelighed,gæstfrihedtaknemmelighed,mareridttaknemmelighed,gæstfrihed,mareridt
talent,574.128796293795,649.380489381348,-0.515562292522252,-0.249012006975029,21.9117128850965,48.268001842356,0.0566206181942384,0.167701120231036,61,52,1,0,54,47,54,48,1,0,1,0.979166666666667,62,52,0,0,53,36,55,48,0,0,0.963636363636364,0.75,54,47,75.2516930875526,0.266550285547223,da,potential,talent,potentiale,talent,potentialetalent,ængstelsetalent,potentiale,ængstelse
tallerken,602.833063833031,601.034677789131,-0.413658691708094,-0.477603378995496,16.9379453799659,28.144438818169,0.0553080733693009,0.0772643825330058,50,52,0,0,47,45,49,45,0,0,0.959183673469388,1,50,51,0,1,49,44,49,44,0,1,1,1,47,45,-1.79838604390034,-0.0639446872874017,da,bowl,plate,skål,tallerken,skåltallerken,modernetallerken,skål,moderne
tand,602.556671625444,541.151841270135,-0.541886058072153,-0.655618378937055,33.0421023311749,20.549850713427,0.0970955429189547,0.0624126988340299,77,68,0,0,67,63,67,63,0,0,1,1,75,68,2,0,61,63,66,63,1,0,0.924242424242424,1,67,63,-61.4048303553092,-0.113732320864902,da,nail,tooth,negl,tand,negltand,rundttand,negl,rundt
taske,528.196900005369,571.97796552022,-0.605070761513851,-0.4940699312944,15.126716682707,17.3296899370176,0.0514692687474144,0.0585584276596078,54,61,0,0,50,58,51,58,0,0,0.980392156862745,1,54,61,0,0,50,56,51,58,0,0,0.980392156862745,0.96551724137931,50,58,43.7810655148517,0.11100083021945,da,box,bag,kasse,taske,kassetaske,nødvendigtaske,kasse,nødvendig
teater,549.26038298521,691.892545466643,-0.569298286562542,-0.120217215573651,22.185195193524,43.724956079147,0.0845817144143929,0.140046344604305,54,52,1,1,47,44,48,45,1,1,0.979166666666667,0.977777777777778,54,53,1,0,48,45,48,46,1,0,1,0.978260869565217,47,44,142.632162481433,0.449081070988892,da,cinema,theater,biograf,teater,biografteater,nationalteater,biograf,national
teenager,614.685839993312,602.126277785683,-0.422863600694937,-0.369939071847918,21.1974247009281,19.9141497537691,0.0528333371907162,0.0649020986433044,53,61,0,0,50,54,50,55,0,0,1,0.981818181818182,50,60,3,1,44,54,48,55,2,0,0.916666666666667,0.981818181818182,50,54,-12.5595622076295,0.0529245288470193,da,teenage,teenager,teenageagtig,teenager,teenageagtigteenager,blodteenager,teenageagtig,blod
tegne,569.420531918409,619.072061907067,-0.523610235172659,-0.452973895123372,32.6070070887538,27.6025503837124,0.143424981870463,0.0841763594320521,50,54,1,1,47,42,47,42,1,0,1,1,50,54,1,1,43,41,47,42,1,0,0.914893617021277,0.976190476190476,47,42,49.6515299886578,0.0706363400492867,da,paint,draw,male,tegne,maletegne,medfølendetegne,male,medfølende
tegnebog,624.170042547392,632.636139997402,-0.364012041455524,-0.302271774616037,42.59672425105,27.0714434644418,0.121325275070801,0.0781865955228287,52,53,0,0,47,50,47,50,0,0,1,1,52,53,0,0,45,48,47,50,0,0,0.957446808510638,0.96,47,50,8.46609745000933,0.0617402668394865,da,pocket,wallet,lomme,tegnebog,lommetegnebog,magitegnebog,lomme,magi
teknik,591.95685966064,580.459470597991,-0.537206379497098,-0.496727766522676,34.2495903615488,14.7608957611731,0.0753470233475011,0.0578586548401415,67,54,1,0,57,51,57,51,0,0,1,1,67,54,1,0,55,35,57,51,0,0,0.964912280701754,0.686274509803922,57,51,-11.4973890626492,0.0404786129744213,da,method,technique,metode,teknik,metodeteknik,kanslerteknik,metode,kansler
telefon,507.964078428092,592.828400008563,-0.758427096633142,-0.582135554712196,15.2897390585542,50.9423377261776,0.0547903990123412,0.127636356875845,57,56,0,0,51,50,51,50,0,0,1,1,57,54,0,2,50,45,51,49,0,1,0.980392156862745,0.918367346938776,51,50,84.8643215804701,0.176291541920946,da,call,telephone,opkald,telefon,opkaldtelefon,beundretelefon,opkald,beundre
temperatur,606.114333346498,722.51563157525,-0.373972941857895,-0.104701795398702,28.085119137088,53.049598544669,0.0905129684320056,0.137693424825171,54,61,0,0,48,58,49,58,0,0,0.979591836734694,1,53,60,1,1,48,40,49,57,0,1,0.979591836734694,0.701754385964912,48,57,116.401298228753,0.269271146459193,da,heat,temperature,varme,temperatur,varmetemperatur,føderaltemperatur,varme,føderal
tennis,595.83667368565,568.049872336411,-0.515047473876234,-0.550368438246135,28.9517790217372,25.8205242468534,0.0803169628781468,0.076196843722465,108,52,1,0,95,47,96,47,0,0,0.989583333333333,1,108,52,1,0,92,38,96,47,0,0,0.958333333333333,0.808510638297872,95,47,-27.7868013492385,-0.0353209643699011,da,golf,tennis,golf,tennis,golftennis,flænsetennis,golf,flænse
teori,574.658021279419,583.461276580401,-0.428888632989052,-0.441620665351697,30.2803378308399,37.1313949187487,0.106023303330875,0.126830783624095,51,52,0,0,47,47,48,48,0,0,0.979166666666667,0.979166666666667,51,52,0,0,48,45,48,48,0,0,1,0.9375,47,47,8.80325530098264,-0.0127320323626449,da,idea,theory,ide,teori,ideteori,auktionteori,ide,auktion
tidligt,610.524133333781,614.291124998271,-0.494150711082107,-0.513201855800076,36.8361466441868,29.5504451288005,0.112828232052524,0.0796769254676086,52,62,0,0,45,56,45,57,0,0,1,0.982456140350877,52,62,0,0,44,56,45,57,0,0,0.977777777777778,0.982456140350877,45,56,3.76699166449021,-0.0190511447179693,da,late,early,sent,tidligt,senttidligt,skærmtidligt,sent,skærm
tidsplan,602.123838708653,632.506499990348,-0.454062497330446,-0.369884023869213,24.3048449979986,33.6390106561381,0.0745593929266371,0.100743991869461,66,61,0,0,62,54,62,54,0,0,1,1,66,61,0,0,62,50,62,54,0,0,1,0.925925925925926,62,54,30.3826612816947,0.0841784734612324,da,calendar,schedule,kalender,tidsplan,kalendertidsplan,tempeltidsplan,kalender,tempel
tidtager,940.670074077499,895.131345773219,0.689498360205376,0.341287738776809,53.4842003719683,42.0817336728478,0.18393010607889,0.0961117450082285,65,133,1,2,54,107,61,119,1,1,0.885245901639344,0.899159663865546,65,133,1,2,42,117,62,119,0,1,0.67741935483871,0.983193277310924,54,107,-45.5387283042802,-0.348210621428566,da,detonator,timer,detonator,tidtager,detonatortidtager,ironitidtager,detonator,ironi
tilbagemelding,881.091685192064,964.088008843758,0.478421350743584,0.640441688274141,52.7330443060315,39.4500005615031,0.1597014495292,0.114887603330422,55,130,0,1,54,113,54,117,0,0,1,0.965811965811966,55,130,0,1,54,115,54,117,0,0,1,0.982905982905983,54,113,82.996323651694,0.162020337530557,da,answer,reply,svar,tilbagemelding,svartilbagemelding,mandtilbagemelding,svar,mand
tilskikkelse,1203.69373171556,1134.35478947083,1.33548252208831,1.28747325786625,67.4949178742231,103.318674637776,0.181078952588871,0.291751348130449,81,53,3,2,42,19,75,49,3,1,0.56,0.387755102040816,84,54,0,1,77,50,78,50,0,0,0.987179487179487,1,41,19,-69.3389422447212,-0.0480092642220604,da,fate,destiny,skæbne,tilskikkelse,skæbnetilskikkelse,kontantertilskikkelse,skæbne,kontanter
tilstrækkelig,692.407403826125,826.704675935729,-0.194221598954261,0.18771063451186,34.2685671724961,35.3649955430767,0.0831640924471396,0.0932207936990691,56,127,0,3,52,109,52,110,0,0,1,0.990909090909091,56,127,0,3,50,109,52,110,0,0,0.961538461538462,0.990909090909091,52,108,134.297272109604,0.381932233466121,da,enough,sufficient,nok,tilstrækkelig,noktilstrækkelig,trænertilstrækkelig,nok,træner
tilstå,576.173295075355,621.973981810337,-0.580426744047087,-0.379600727422852,18.9522725518627,18.1599969532354,0.0593736823437357,0.056497113309507,66,58,2,0,61,56,61,56,1,0,1,1,66,58,2,0,60,55,61,56,1,0,0.983606557377049,0.982142857142857,61,55,45.8006867349818,0.200826016624235,da,admit,confess,indrømme,tilstå,indrømmetilstå,lavtilstå,indrømme,lav
tiltro,664.542769229529,708.130812490587,-0.16536966762996,-0.147490213635377,48.9258569832506,32.444065492576,0.191924674849273,0.0785307951464613,54,52,0,0,52,48,52,50,0,0,1,0.96,54,52,0,0,52,50,52,50,0,0,1,1,52,48,43.5880432610583,0.0178794539945829,da,trust,believe,tillid,tiltro,tillidtiltro,kombinationtiltro,tillid,kombination
tiltrække,700.602523825657,621.126800017635,-0.0817820024035516,-0.300051909342038,55.1787819290257,25.3611334902612,0.234455047377701,0.0964955766652943,50,51,0,0,42,45,43,46,0,0,0.976744186046512,0.978260869565217,50,51,0,0,43,45,43,46,0,0,1,0.978260869565217,42,45,-79.4757238080215,-0.218269906938486,da,attention,attract,opmærksomhed,tiltrække,opmærksomhedtiltrække,kamptiltrække,opmærksomhed,kamp
tirsdag,508.847807692259,571.481149432109,-0.809423194506042,-0.586149507888659,27.4163507019038,18.1387373210186,0.061422930797586,0.0484653469179269,58,97,0,1,52,87,52,87,0,0,1,1,58,97,0,1,51,83,52,87,0,0,0.980769230769231,0.954022988505747,52,87,62.6333417398503,0.223273686617383,da,monday,tuesday,mandag,tirsdag,mandagtirsdag,klædetirsdag,mandag,klæde
titel,551.949499988874,595.332861394,-0.619460477518331,-0.48939154900157,19.697432930307,21.9718255887377,0.060287378539614,0.0670729513016653,62,121,0,1,58,101,59,106,0,0,0.983050847457627,0.952830188679245,62,121,0,1,57,102,59,106,0,0,0.966101694915254,0.962264150943396,58,101,43.3833614051264,0.130068928516761,da,name,title,navn,titel,navntitel,hjælpetitel,navn,hjælpe
tjener,520.027913081077,545.202040811447,-0.690047445640771,-0.654700375446916,15.3314950864147,16.3218481230454,0.0612353561351582,0.0503471698548396,50,54,0,0,47,51,48,51,0,0,0.979166666666667,1,50,54,0,0,46,50,48,51,0,0,0.958333333333333,0.980392156862745,46,49,25.1741277303702,0.0353470701938552,da,slave,servant,slave,tjener,slavetjener,lavetjener,slave,lave
tomat,525.331409636403,576.487659565672,-0.738810011362054,-0.578080370957978,23.6993131865882,18.2304164475258,0.058642884486257,0.0479549160319456,98,52,1,0,83,47,84,47,0,0,0.988095238095238,1,98,52,1,0,83,47,84,47,0,0,0.988095238095238,1,83,47,51.1562499292687,0.160729640404076,da,potato,tomato,kartoffel,tomat,kartoffeltomat,alleredetomat,kartoffel,allerede
tommelfinger,624.521500006308,740.054596645637,-0.290724112978771,-0.0164037539281235,23.9793741302382,53.0532334584667,0.0649147791393227,0.142357979095018,53,63,0,1,48,61,48,61,0,0,1,1,53,63,0,1,48,56,48,61,0,0,1,0.918032786885246,48,60,115.533096639329,0.274320359050648,da,finger,thumb,finger,tommelfinger,fingertommelfinger,majestættommelfinger,finger,majestæt
torden,597.170424233004,657.860980765053,-0.48027190659403,-0.224581359727066,25.3448245945003,35.778115741692,0.0658442092811853,0.0933365272108534,77,57,3,0,66,52,68,54,3,0,0.970588235294118,0.962962962962963,79,57,1,0,68,34,70,54,1,0,0.971428571428571,0.62962962962963,66,52,60.6905565320492,0.255690546866964,da,lightning,thunder,lyn,torden,lyntorden,ækeltorden,lyn,ækel
tornado,628.649344836677,713.837795942338,-0.378914061204084,0.0702190188177834,20.4369796341826,32.4254389087855,0.067655133321948,0.125729532723561,61,51,0,1,58,49,58,50,0,1,1,0.98,61,52,0,0,54,49,58,51,0,0,0.931034482758621,0.96078431372549,58,49,85.1884511056611,0.449133080021868,da,hurricane,tornado,orkan,tornado,orkantornado,sigetornado,orkan,sige
torturere,736.160624993864,766.764881581641,-0.0404374309791761,0.0667568812325604,31.2938840238507,38.631842506022,0.0943537517834128,0.100816771323157,59,85,0,0,56,77,57,77,0,0,0.982456140350877,1,59,85,0,0,50,64,57,77,0,0,0.87719298245614,0.831168831168831,56,76,30.6042565877772,0.107194312211737,da,torment,torture,pine,torturere,pinetorturere,entorturere,pine,en
traditionel,646.296673079204,751.693076914943,-0.295023056042112,-0.0432556889935655,34.7268158229159,51.8984777365166,0.0856368716422494,0.126618604689061,57,59,0,0,52,52,52,54,0,0,1,0.962962962962963,57,59,0,0,51,54,52,54,0,0,0.980769230769231,1,52,52,105.396403835739,0.251767367048547,da,modern,traditional,moderne,traditionel,modernetraditionel,sekundtraditionel,moderne,sekund
tragisk,598.49609754973,644.492272730955,-0.486836287088854,-0.422344545648502,18.1154410013079,26.9756982399396,0.0499726902007029,0.061201345619489,96,51,2,0,82,44,84,44,1,0,0.976190476190476,1,96,51,2,0,80,36,84,44,1,0,0.952380952380952,0.818181818181818,82,44,45.9961751812252,0.064491741440352,da,sad,tragic,trist,tragisk,tristtragisk,sårtragisk,trist,sår
transmitter,817.493736842094,794.453368416155,0.47036559552196,0.313390959880895,64.5757060850165,45.3843384541345,0.308662275079276,0.16578801739725,51,63,0,0,38,57,39,60,0,0,0.974358974358974,0.95,51,63,0,0,37,58,39,60,0,0,0.948717948717949,0.966666666666667,38,57,-23.040368425939,-0.156974635641065,da,sensor,transmitter,sensor,transmitter,sensortransmitter,tristtransmitter,sensor,trist
tre,536.778241371191,594.480574084589,-0.671444984914416,-0.4283403114587,15.8069431256965,33.9012111811489,0.046982066632945,0.100263784644426,132,61,1,0,116,54,117,57,0,0,0.991452991452991,0.947368421052632,132,61,1,0,106,56,117,57,0,0,0.905982905982906,0.982456140350877,116,54,57.7023327133979,0.243104673455716,da,one,three,en,tre,entre,typisktre,en,typisk
tredobbelt,668.95870588496,703.727791681448,-0.208416776456121,-0.0270622591499943,26.3442160495763,40.8168137617671,0.0750601302458896,0.125920010947805,56,51,0,2,51,48,51,49,0,2,1,0.979591836734694,56,51,0,2,50,47,51,49,0,2,0.980392156862745,0.959183673469388,51,48,34.7690857964882,0.181354517306127,da,double,triple,dobbelt,tredobbelt,dobbelttredobbelt,indflydelsetredobbelt,dobbelt,indflydelse
trekant,581.084500017742,650.073058819044,-0.59435598867562,-0.253125103575913,30.677018683785,43.7303006057596,0.0762730767132255,0.136385946274027,67,51,1,2,58,51,59,51,0,1,0.983050847457627,1,67,51,1,2,59,50,59,51,0,1,1,0.980392156862745,58,51,68.9885588013028,0.341230885099708,da,circle,triangle,cirkel,trekant,cirkeltrekant,sandsynlighedtrekant,cirkel,sandsynlighed
tro,558.498896552705,540.604229159297,-0.57780483779051,-0.58573867325612,24.1301320790697,22.2080607079581,0.0832242889654337,0.0725164075490908,63,54,0,2,58,49,59,49,0,2,0.983050847457627,1,63,55,0,1,53,50,59,50,0,1,0.898305084745763,1,58,48,-17.8946673934082,-0.00793383546560933,da,hope,faith,håb,tro,håbtro,køretøjtro,håb,køretøj
trofast,589.895259257402,565.579857146948,-0.463920170971719,-0.519395661768956,20.9629235198803,15.6951082593189,0.058152984264044,0.0543150204548318,57,53,0,0,54,49,54,49,0,0,1,1,57,53,0,0,54,48,54,49,0,0,1,0.979591836734694,54,49,-24.3154021104539,-0.055475490797237,da,loyal,faithful,loyal,trofast,loyaltrofast,offertrofast,loyal,offer
troldmand,648.644924520267,698.309199992886,-0.273333351635497,-0.151278586791044,27.3150142347297,28.2862998211228,0.0719638710126855,0.0808221759402458,55,61,0,0,53,50,53,53,0,0,1,0.943396226415094,55,61,0,0,50,48,53,53,0,0,0.943396226415094,0.905660377358491,53,50,49.6642754726197,0.122054764844453,da,magic,wizard,magi,troldmand,magitroldmand,druknetroldmand,magi,drukne
trone,604.932669999518,652.431412498494,-0.492264961648522,-0.322809760717884,30.035481927803,41.4566106238985,0.0826921945556726,0.117266477713061,116,51,2,0,101,48,105,48,1,0,0.961904761904762,1,116,51,2,0,103,47,105,48,1,0,0.980952380952381,0.979166666666667,100,48,47.498742498976,0.169455200930638,da,crown,throne,krone,trone,kronetrone,observationtrone,krone,observation
tryghed,571.533020839127,607.196200001747,-0.542167545178132,-0.483514184790666,18.6083296462232,37.6996861851887,0.0616228454650279,0.0904341996395384,52,56,0,0,48,45,48,47,0,0,1,0.957446808510638,52,55,0,1,48,43,48,46,0,1,1,0.934782608695652,48,45,35.6631791626196,0.0586533603874661,da,security,safety,sikkerhed,tryghed,sikkerhedtryghed,bravotryghed,sikkerhed,bravo
tryk,520.849529410481,591.890250001008,-0.716839221297742,-0.641072967332673,19.4119524196032,28.6063723800764,0.0622312745830303,0.0751897188748284,73,51,0,0,69,48,69,48,0,0,1,1,73,51,0,0,66,47,69,48,0,0,0.956521739130435,0.979166666666667,68,48,71.0407205905268,0.0757662539650684,da,pulse,pressure,puls,tryk,pulstryk,ulækkertryk,puls,ulækker
trykke,583.496000000594,652.517283326727,-0.60159840818236,-0.243694972840526,25.2758771178785,39.9687744511467,0.0753385820387132,0.14570850411029,50,68,1,0,38,60,39,60,1,0,0.974358974358974,1,49,68,2,0,36,59,38,60,2,0,0.947368421052632,0.983333333333333,38,60,69.0212833261323,0.357903435341834,da,button,press,knap,trykke,knaptrykke,resultattrykke,knap,resultat
træ,508.581169733741,536.701790136689,-0.773953391944401,-0.67730137832391,16.1101845326481,14.9519915637369,0.0529363517872921,0.0488360120562517,89,98,1,0,76,81,77,82,0,0,0.987012987012987,0.98780487804878,87,98,3,0,67,77,75,82,2,0,0.893333333333333,0.939024390243902,76,81,28.1206204029481,0.0966520136204906,da,bush,tree,busk,træ,busktræ,virkelighedtræ,busk,virkelighed
trække,592.799591108378,735.42795453471,-0.465820569808148,-0.0318866253890413,27.2039858068587,53.3341023605655,0.0746938708460141,0.156336449561315,50,70,0,0,45,66,45,67,0,0,1,0.985074626865672,50,70,0,0,45,66,45,67,0,0,1,0.985074626865672,45,66,142.628363426332,0.433933944419107,da,push,pull,skubbe,trække,skubbetrække,turneringtrække,skubbe,turnering
tungt,581.022237616424,568.358852624271,-0.524003945220235,-0.605775466920751,17.3502517746154,21.3476170821304,0.0589701964538098,0.0583624069758735,117,108,2,2,101,95,101,96,0,1,1,0.989583333333333,117,108,2,2,101,92,101,96,0,1,1,0.958333333333333,101,95,-12.6633849921527,-0.0817715217005162,da,heavy,heavily,tung,tungt,tungtungt,gåstungt,tung,gås
tunnel,689.971379312141,638.218434777608,-0.144413716333594,-0.352632337902077,35.0735347732667,37.2029458282505,0.133049635250008,0.112054945538586,98,51,2,0,87,46,87,47,1,0,1,0.978723404255319,99,51,1,0,85,44,88,47,0,0,0.965909090909091,0.936170212765957,87,46,-51.7529445345333,-0.208218621568483,da,bridge,tunnel,bro,tunnel,brotunnel,yogatunnel,bro,yoga
tygge,596.067552622501,597.972039214452,-0.474100131967468,-0.409191971074883,22.1657841033964,26.5593233313701,0.0735139723071089,0.0837035678749628,84,57,0,0,76,51,77,52,0,0,0.987012987012987,0.980769230769231,84,57,0,0,64,52,77,52,0,0,0.831168831168831,1,76,51,1.90448659195067,0.0649081608925846,da,swallow,chew,sluge,tygge,slugetygge,fremtidtygge,sluge,fremtid
tyk,497.439583319923,570.515774176753,-0.815034842583616,-0.492817447969736,14.2183812986602,19.6247331990066,0.0468042342433734,0.074474419921889,51,68,0,0,48,62,49,62,0,0,0.979591836734694,1,51,68,0,0,48,58,49,62,0,0,0.979591836734694,0.935483870967742,48,62,73.0761908568296,0.322217394613881,da,thin,thick,tynd,tyk,tyndtyk,dramatyk,tynd,drama
tåge,661.364305557538,660.732935485783,-0.240109141216683,-0.320690829630847,36.1044983220512,25.0758324477388,0.104602923913953,0.0738012695311059,78,116,1,1,72,93,73,97,1,0,0.986301369863014,0.958762886597938,78,116,1,1,69,97,73,97,1,0,0.945205479452055,1,72,93,-0.631370071754873,-0.0805816884141645,da,cloud,fog,sky,tåge,skytåge,persontåge,sky,person
tænke,553.092562516019,540.036080723855,-0.523486747619724,-0.657970275704338,21.6791261279202,20.210940757028,0.0817456245408192,0.0675608345661893,50,95,0,2,48,84,48,84,0,0,1,1,50,95,0,2,47,83,48,83,0,1,0.979166666666667,1,48,83,-13.0564817921634,-0.134483528084614,da,consider,think,overveje,tænke,overvejetænke,kildetænke,overveje,kilde
tæppe,562.708033917159,680.085039219524,-0.620330532056761,-0.234785326396127,35.4335634318719,57.8544569734131,0.0927692395254194,0.172816399200374,64,58,0,1,59,51,59,52,0,0,1,0.980769230769231,64,58,0,1,59,43,59,52,0,0,1,0.826923076923077,59,51,117.377005302365,0.385545205660634,da,floor,carpet,gulv,tæppe,gulvtæppe,høringtæppe,gulv,høring
tørst,606.131981833328,573.802938785798,-0.52604381047956,-0.560139466476761,26.8458819919351,19.1764115192898,0.0713511780023538,0.0546725920181732,51,55,0,0,44,49,46,51,0,0,0.956521739130435,0.96078431372549,51,55,0,0,44,48,46,51,0,0,0.956521739130435,0.941176470588235,44,49,-32.3290430475296,-0.0340956559972008,da,hunger,thirst,sult,tørst,sulttørst,ubådtørst,sult,ubåd
uansvarlig,700.001533330797,733.949962946336,-0.159791607287073,0.0135314053051354,47.0832210905782,32.5330871470982,0.129305257964693,0.102930654984412,51,55,0,0,46,54,46,54,0,0,1,1,50,55,1,0,43,28,45,54,1,0,0.955555555555556,0.518518518518518,45,54,33.9484296155391,0.173323012592208,da,unreasonable,irresponsible,urimelig,uansvarlig,urimeliguansvarlig,perronuansvarlig,urimelig,perron
ubehagelig,666.953351930043,701.121403815672,-0.293512334402643,-0.179379185176539,31.1923035999976,42.6725290491013,0.0874752140079684,0.120305170111186,56,55,0,1,52,52,52,52,0,0,1,1,56,55,0,1,37,51,52,52,0,0,0.711538461538462,0.980769230769231,52,52,34.1680518856281,0.114133149226105,da,uncomfortable,unpleasant,ubekvem,ubehagelig,ubekvemubehagelig,ankommeubehagelig,ubekvem,ankomme
uddannelse,633.087045452248,609.407063833053,-0.408113231830338,-0.496630314703872,34.6583838908736,32.0047803858164,0.0684212478220404,0.0721992503260138,74,50,0,0,66,47,67,47,0,0,0.985074626865672,1,74,50,0,0,66,47,67,47,0,0,0.985074626865672,1,66,47,-23.6799816191956,-0.0885170828735339,da,health,education,helbred,uddannelse,helbreduddannelse,nummeruddannelse,helbred,nummer
