target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ar_cue,ar_target,ar_word_combo_related,ar_word_combo_unrelated,ar_cue_word_related,ar_cue_word_unrelated
موضوع,652.9953335181,514.540000084543,-0.375133521237581,-0.729242197242535,80.5633203648742,41.8665343768846,0.343180205539883,0.14590001135025,7,6,1,0,6,5,6,5,1,0,1,1,7,6,1,0,5,5,6,5,1,0,0.833333333333333,1,6,5,-138.455333433557,-0.354108676004954,ar,object,subject,شيء,موضوع,شيءموضوع,القمرموضوع,شيء,القمر
موقد,760.579333364828,782.732250014931,0.0592636493043423,-0.0289975211377803,34.9485677617243,52.1156547685284,0.125365964127925,0.231518950059142,26,5,2,0,21,4,23,4,0,0,0.91304347826087,1,26,5,2,0,22,4,23,4,0,0,0.956521739130435,1,21,4,22.1529166501036,-0.0882611704421226,ar,oven,stove,فرن,موقد,فرنموقد,نتيجةموقد,فرن,نتيجة
موقعك,579.628777755612,,-0.3243736709636,,29.1367019646554,,0.129198501814364,,10,,2,,9,,9,,0,,1,,10,,2,,9,,9,,0,,1,,9,,,,ar,place,location,مكان,موقعك,مكانموقعك,"",مكان,""
موقف سلوك,765.126500058007,745.479500001471,0.123841086865101,-0.142917100311129,100.096308515462,76.409499998495,0.338538519141814,0.10952652755869,9,3,0,0,6,2,7,2,0,0,0.857142857142857,1,9,3,0,0,6,2,7,2,0,0,0.857142857142857,1,6,2,-19.6470000565363,-0.26675818717623,ar,opinion,attitude,رأي,موقف سلوك,رأيموقف سلوك,حديقة حيوانموقف سلوك,رأي,حديقة حيوان
موهبة,994.523999996876,609.474166640655,0.352291946382402,-0.471327779745338,269.909094498683,53.8007233232406,0.540122022596771,0.151178298748161,4,24,0,0,4,18,4,18,0,0,1,1,4,24,0,0,4,18,4,18,0,0,1,1,4,18,-385.049833356221,-0.82361972612774,ar,potential,talent,القدره,موهبة,القدرهموهبة,أخيرموهبة,القدره,أخير
ميدالية,607.378624991812,757.431749996278,-0.607529809604639,0.215378858227134,33.2352457812176,84.0227432958482,0.141729435431057,0.311856924085303,9,6,3,0,8,4,8,4,1,0,1,1,10,6,2,0,9,4,9,4,0,0,1,1,8,4,150.053125004466,0.822908667831774,ar,trophy,medal,غنيمة,ميدالية,غنيمةميدالية,طريقميدالية,غنيمة,طريق
ميكانيكي,,637.341749993298,,-0.587466329786645,,53.1444367681439,,0.190967032631611,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,ar,technical,mechanical,تقني,ميكانيكي,تقنيميكانيكي,شاطئ بحرميكانيكي,تقني,شاطئ بحر
ميكروفون,841.320000000065,,-0.513076448428364,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,ar,camera,microphone,الة تصوير,ميكروفون,الة تصويرميكروفون,يقلل من شأنميكروفون,الة تصوير,يقلل من شأن
نادرا,802.366057153638,748.765999998188,0.323506372567911,0.102704637256836,67.6920106563721,78.8867232215296,0.238850998948734,0.360215930514214,43,6,1,0,35,5,38,5,0,0,0.921052631578947,1,43,6,1,0,36,5,38,5,0,0,0.947368421052632,1,35,5,-53.6000571554508,-0.220801735311075,ar,occasionally,rarely,من حين اخر,نادرا,من حين اخرنادرا,الوريدنادرا,من حين اخر,الوريد
نادلة,683.71800004848,592.621000000043,-0.196283393480817,-0.825634510486993,78.458321421148,,0.280935259348642,,8,2,0,0,6,1,6,1,0,0,1,1,8,2,0,0,6,1,6,1,0,0,1,1,6,1,-91.0970000484375,-0.629351117006176,ar,waiter,waitress,النادل,نادلة,النادلنادلة,المجموعنادلة,النادل,المجموع
ناقص,438.949000000372,,-0.954197090721986,,25.6300404672178,,0.141822412180015,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,ar,plus,minus,زائد,ناقص,زائدناقص,رمادناقص,زائد,رماد
نجم,742.549999998533,473.482000005897,0.116578213012736,-1.03462330196638,158.438000001479,8.08800001791698,0.863984849470682,0.00594434130335519,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-269.067999992636,-1.15120151497912,ar,celebrity,star,مشهور,نجم,مشهورنجم,تجارينجم,مشهور,تجاري
ندب,812.208399992965,,0.190098802425522,,80.2328390849541,,0.229432245322834,,17,,1,,15,,16,,0,,0.9375,,17,,1,,16,,16,,0,,1,,15,,,,ar,tattoo,scar,وشم,ندب,وشمندب,منتجندب,وشم,منتج
نسخة,690.204666603511,,-0.207030066339111,,301.887501276363,,0.803979200313982,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,ar,original,copy,أصلي,نسخة,أصلينسخة,وطنينسخة,أصلي,وطني
نشاط,563.768181818617,740.356666654756,-0.562872426728521,0.338105639759851,50.5136966015036,122.666057162076,0.114765838099352,0.714043912715778,13,5,1,2,11,3,11,3,0,0,1,1,13,5,1,2,11,3,11,3,0,0,1,1,11,3,176.588484836139,0.900978066488372,ar,active,activity,نشيط,نشاط,نشيطنشاط,جندينشاط,نشيط,جندي
نظرية,622.161350018304,375.110999713885,-0.333603846957586,-0.937585633460682,38.8453301412097,,0.136883437553554,,21,1,1,0,20,1,20,1,0,0,1,1,21,1,1,0,20,1,20,1,0,0,1,1,20,1,-247.050350304419,-0.603981786503096,ar,idea,theory,فكرة,نظرية,فكرةنظرية,مزاد علنينظرية,فكرة,مزاد علني
نعم,616.882666666682,387.883000023838,-0.322115714840638,-1.17161145044546,192.674677712026,,0.593724911288517,,4,2,0,0,3,1,3,1,0,0,1,1,4,2,0,0,3,1,3,1,0,0,1,1,3,1,-228.999666642844,-0.84949573560482,ar,okay,yeah,حسنا,نعم,حسنانعم,يختبرنعم,حسنا,يختبر
نفسيّ,731.368999999948,720.623333329849,-0.272215048732623,0.0642300077176959,,128.538032602955,,0.312401855819672,2,6,2,0,1,6,1,6,0,0,1,1,2,6,2,0,1,6,1,6,0,0,1,1,1,6,-10.7456666700991,0.336445056450319,ar,medical,psychological,طبي,نفسيّ,طبينفسيّ,انتظرنفسيّ,طبي,انتظر
نفط,531.740250059535,570.583999988041,-0.758735015439804,-0.741510226811588,82.7526281606385,34.28255780064,0.250075581246265,0.0431127797457743,4,4,0,0,4,3,4,3,0,0,1,1,4,4,0,0,4,3,4,3,0,0,1,1,4,3,38.8437499285062,0.0172247886282164,ar,coal,oil,فحم,نفط,فحمنفط,علاقةنفط,فحم,علاقة
نفق,639.324000000051,661.799909116883,-0.362791548417287,-0.281406018260993,178.323999999935,52.3364370380079,0.83482509143706,0.196114993651987,3,11,0,0,2,11,2,11,0,0,1,1,3,11,0,0,1,10,2,11,0,0,0.5,0.909090909090909,2,11,22.4759091168319,0.0813855301562944,ar,bridge,tunnel,كوبري,نفق,كوبرينفق,اليوغانفق,كوبري,اليوغا
نفي,629.633624997012,533.000000000116,-0.38061290478219,-0.856871036232623,26.9564429096716,,0.122230092137566,,8,1,0,0,8,1,8,1,0,0,1,1,8,1,0,0,8,1,8,1,0,0,1,1,8,1,-96.6336249968956,-0.476258131450432,ar,positive,negative,إيجابي,نفي,إيجابينفي,يزيدنفي,إيجابي,يزيد
نقاش,741.593900035085,807.09879999375,-0.0305943451646378,0.362030015714055,71.1816849039471,69.3220072659738,0.186996570338727,0.516217190646731,27,8,2,0,20,5,21,7,0,0,0.952380952380952,0.714285714285714,27,8,2,0,20,6,21,7,0,0,0.952380952380952,0.857142857142857,20,5,65.5048999586652,0.392624360878693,ar,conversation,discussion,محادثة,نقاش,محادثةنقاش,بائسنقاش,محادثة,بائس
نكتة,530.109545411742,604.054428575896,-0.519272100828462,-0.333377889236748,22.5029414591665,27.3368914725532,0.112194233016435,0.205637783158106,12,22,1,1,11,21,11,21,0,0,1,1,12,22,1,1,11,20,11,21,0,0,1,0.952380952380952,11,21,73.9448831641546,0.185894211591715,ar,trick,joke,خدعة,نكتة,خدعةنكتة,يدنكتة,خدعة,يد
نمط,659.821599960571,827.225499997021,-0.403427570365519,0.420307278327504,49.3457386942106,68.3260848432633,0.156790262460997,0.448335432093031,11,5,0,0,10,4,10,4,0,0,1,1,11,5,0,0,9,4,10,4,0,0,0.9,1,10,4,167.403900036449,0.823734848693024,ar,rhythm,style,منوال,نمط,منوالنمط,غالبيةنمط,منوال,غالبية
نملة,660.653874978772,538.770764710354,-0.319370360844131,-0.683067299008763,36.3313150376312,42.5623749098824,0.174321313703805,0.131527978751938,8,18,0,1,8,17,8,17,0,0,1,1,8,18,0,1,8,17,8,17,0,0,1,1,8,17,-121.883110268418,-0.363696938164632,ar,bee,ant,نحلة,نملة,نحلةنملة,نافذةنملة,نحلة,نافذة
نوم,632.057500095339,594.985999963566,-0.441697928455015,-0.419988778749846,87.6707371990526,54.3245746084862,0.350256152589604,0.245004680526623,7,8,2,0,4,8,4,8,0,0,1,1,6,8,3,0,4,8,4,8,0,0,1,1,4,8,-37.071500131773,0.0217091497051689,ar,rest,sleep,راحة,نوم,راحةنوم,طاعوننوم,راحة,طاعون
نووي,563.211333286657,676.458249879477,-0.371906851345645,-0.327657217004052,88.7630320423124,45.1080214404507,0.314788817597031,0.0451434328888585,4,6,0,0,3,4,3,5,0,0,1,0.8,4,6,0,0,3,5,3,5,0,0,1,1,3,4,113.24691659282,0.0442496343415931,ar,atomic,nuclear,ذري,نووي,ذرينووي,مخلصنووي,ذري,مخلص
نية,782.645000000019,,-0.168999646379911,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,ar,purpose,intention,هدف,نية,هدفنية,مرتزقنية,هدف,مرتزق
هاتف,562.252083286066,559.90207999651,-0.798756150569855,-0.65467262520587,39.8237421154661,29.188157501463,0.10285047115708,0.0911583442309618,12,29,1,1,12,25,12,25,0,0,1,1,12,29,1,1,12,25,12,25,0,0,1,1,12,25,-2.35000328955584,0.144083525363984,ar,call,telephone,اتصال,هاتف,اتصالهاتف,يعجب بـهاتف,اتصال,يعجب بـ
هارب,603.626999979125,623.010500003773,-0.418110565743942,-0.476277247084834,96.6661219451981,53.1377008121588,0.430346162086467,0.205306452758075,5,6,0,0,4,4,4,5,0,0,1,0.8,5,6,0,0,4,5,4,5,0,0,1,1,4,4,19.3835000246476,-0.0581666813408919,ar,refugee,fugitive,لاجئ,هارب,لاجئهارب,البارودهارب,لاجئ,البارود
هبة,732.165500104427,750.212000000058,-0.305235618773882,-0.139298759854344,149.377499908209,,0.479995895440774,,2,2,0,0,2,1,2,2,0,0,1,0.5,2,2,0,0,2,1,2,2,0,0,1,0.5,2,1,18.046499895631,0.165936858919539,ar,charity,donation,صدقة,هبة,صدقةهبة,يوميهبة,صدقة,يومي
هجوم,,706.17422223883,,-0.255788393904923,,60.3148136468754,,0.191322381325833,,13,,0,,10,,11,,0,,0.909090909090909,,13,,0,,8,,11,,0,,0.727272727272727,,9,,,ar,invasion,attack,غزو,هجوم,غزوهجوم,كاتشبهجوم,غزو,كاتشب
هدية,535.24366674614,548.47833328859,-0.81281425804544,-0.709696056302389,30.1152655666651,30.2195368177939,0.16788838512963,0.070214105072781,7,23,0,0,6,18,6,18,0,0,1,1,7,23,0,0,6,18,6,18,0,0,1,1,6,18,13.2346665424507,0.103118201743051,ar,compliment,gift,إطراء,هدية,إطراءهدية,خارجهدية,إطراء,خارج
هرب,586.026999928523,567.467000095377,-0.634242669232099,-0.683619347922502,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-18.559999833146,-0.049376678690403,ar,flee,escape,فرار,هرب,فرارهرب,مؤدبهرب,فرار,مؤدب
هزيمة,526.93849999184,583.021000067063,-0.724191813409505,-0.645508550158667,31.7860760571068,124.231999923999,0.114983988927464,0.144708746950355,5,3,0,0,4,2,4,3,0,0,1,0.666666666666667,5,3,0,0,3,3,4,3,0,0,0.75,1,4,2,56.0825000752228,0.0786832632508373,ar,victory,defeat,فوز,هزيمة,فوزهزيمة,عارهزيمة,فوز,عار
هلوسة,586.482562514837,397.084000008996,-0.50489797967505,-0.937668305766451,36.8864374229131,,0.118227996125419,,20,2,0,2,16,1,16,1,0,0,1,1,20,2,0,2,16,1,16,1,0,0,1,1,16,1,-189.398562505841,-0.432770326091401,ar,illusion,hallucination,وهم,هلوسة,وهمهلوسة,تيار كهربائيهلوسة,وهم,تيار كهربائي
هليكوبتر,978.157444465305,783.835999999894,0.753485868043308,-0.0220026464931681,220.533050626706,,0.60340487577054,,17,3,3,0,9,1,14,2,1,0,0.642857142857143,0.5,18,3,2,0,15,2,15,2,0,0,1,1,9,1,-194.321444465411,-0.775488514536476,ar,ambulance,helicopter,سياره اسعاف,هليكوبتر,سياره اسعافهليكوبتر,وزنهليكوبتر,سياره اسعاف,وزن
همبرغر,497.75200000446,632.183499926992,-0.681756030547575,-0.491581862197261,21.3520000044375,67.6407736589465,0.226852555376036,0.156850341520246,3,7,1,2,2,4,3,5,0,0,0.666666666666667,0.8,3,7,1,2,3,4,3,5,0,0,1,0.8,2,4,134.431499922532,0.190174168350315,ar,sandwich,hamburger,ساندويتش,همبرغر,ساندويتشهمبرغر,سياساتهمبرغر,ساندويتش,سياسات
هناك,584.555500000163,642.255600138896,-0.746291635303572,-0.42895575000649,43.7864999997835,61.252873742496,0.243018419415751,0.199073608017258,2,12,0,0,2,10,2,10,0,0,1,1,2,12,0,0,2,10,2,10,0,0,1,1,2,10,57.7001001387337,0.317335885297081,ar,here,there,هنا,هناك,هناهناك,بحريةهناك,هنا,بحرية
هيدروجين,786.754250007275,840.138000047962,-0.0129068073406639,0.0175229582654689,102.873513087769,142.203997731765,0.262785956134736,0.351441495685171,10,6,1,0,8,4,8,5,0,0,1,0.8,10,6,1,0,8,5,8,5,0,0,1,1,8,4,53.3837500406876,0.0304297656061328,ar,carbon,hydrogen,كربون,هيدروجين,كربونهيدروجين,رسمةهيدروجين,كربون,رسمة
هيكل,577.178285711736,715.661720074997,-0.32251016874463,-0.0784447335070483,29.6075012706331,40.3913207528587,0.0716903039088204,0.108718031086701,10,26,1,1,7,25,7,25,0,0,1,1,10,26,1,1,7,24,7,25,0,0,1,0.96,7,25,138.483434363261,0.244065435237582,ar,pyramid,structure,هرم,هيكل,هرمهيكل,مصرفيهيكل,هرم,مصرفي
واتسون,750.711000011943,,-0.0922303650957337,,96.3610000118495,,0.265949905553521,,8,,0,,2,,7,,0,,0.285714285714286,,8,,0,,3,,7,,0,,0.428571428571429,,2,,,,ar,sherlock,watson,شيرلوك,واتسون,شيرلوكواتسون,شعرواتسون,شيرلوك,شعر
واجب,764.166999991791,622.013999994029,-0.214355141275937,-0.67228654740662,112.381072018507,47.4140705783547,0.258777931355474,0.0778413336647438,12,3,0,0,10,3,10,3,0,0,1,1,12,3,0,0,7,3,10,3,0,0,0.7,1,10,3,-142.152999997762,-0.457931406130683,ar,responsibility,duty,المسئولية,واجب,المسئوليةواجب,راميواجب,المسئولية,رامي
واسع,640.573411778865,792.142666650786,-0.43449065874305,-0.0196774700401675,48.9403280702291,98.2981086361625,0.139215906007748,0.192149438262972,19,3,0,0,17,3,17,3,0,0,1,1,19,3,0,0,16,3,17,3,0,0,0.941176470588235,1,17,3,151.569254871921,0.414813188702883,ar,narrow,wide,ضيق,واسع,ضيقواسع,حقيبةواسع,ضيق,حقيبة
واقعي,769.825749978802,783.282000000064,-0.133957591952842,-0.265044653364117,126.398806812063,16.5040000000155,0.342099252264584,0.348147512357577,10,3,1,0,8,2,8,2,0,0,1,1,10,3,1,0,8,2,8,2,0,0,1,1,8,2,13.4562500212628,-0.131087061411275,ar,optimistic,realistic,متفائل,واقعي,متفائلواقعي,كبسولةواقعي,متفائل,كبسولة
وباء,722.434222223405,727.856249985896,-0.208402537980491,-0.205675297029536,57.0161535255829,84.8505680915409,0.211748268172826,0.24570295482368,10,4,1,0,9,4,9,4,0,0,1,1,11,4,0,0,7,4,9,4,0,0,0.777777777777778,1,9,4,5.42202776249144,0.002727240950955,ar,plague,epidemic,طاعون,وباء,طاعونوباء,يرىوباء,طاعون,يرى
وثيقة,631.392250023753,627.783749985101,-0.391830753982922,-0.467531618685674,16.5815178128218,36.4586896441867,0.141139910176975,0.131180645895974,7,9,0,0,4,8,4,8,0,0,1,1,6,9,1,0,4,8,4,8,0,0,1,1,4,8,-3.60850003865175,-0.075700864702752,ar,file,document,ملف,وثيقة,ملفوثيقة,جرعةوثيقة,ملف,جرعة
وجبة,516.827416683312,586.753499986848,-0.774091259130074,-0.506424189750952,26.3786521149323,52.5216254846839,0.0661678020659263,0.172666611334562,28,11,1,2,24,10,24,10,0,0,1,1,28,11,1,2,24,9,24,10,0,0,1,0.9,24,10,69.9260833035364,0.267667069379122,ar,food,meal,غذاء,وجبة,غذاءوجبة,غربوجبة,غذاء,غرب
وجبة افطار,571.718866649091,755.402799872401,-0.52326950133161,-0.0872454770538807,54.8351619818255,89.4449387622098,0.221710406497734,0.348889508204912,19,6,2,0,15,5,15,5,0,0,1,1,19,6,2,0,15,5,15,5,0,0,1,1,15,5,183.68393322331,0.436024024277729,ar,dinner,breakfast,وجبة عشاء,وجبة افطار,وجبة عشاءوجبة افطار,شريروجبة افطار,وجبة عشاء,شرير
وجة نظر,524.811933332294,538.89366666767,-0.730057989314371,-0.624859312665692,32.2440974089933,15.1349062307816,0.0608508402182939,0.271525143112349,20,3,1,0,15,3,18,3,0,0,0.833333333333333,1,19,3,2,0,17,3,17,3,1,0,1,1,15,3,14.081733335376,0.105198676648679,ar,view,perspective,رأي,وجة نظر,رأيوجة نظر,سبتمبروجة نظر,رأي,سبتمبر
وحي - الهام,904.232857135623,779.116714300197,0.570293959673683,0.144492886207147,54.5035589280221,88.9642061610023,0.182040238393037,0.257873590446903,17,8,1,0,14,7,14,7,0,0,1,1,17,8,1,0,14,7,14,7,0,0,1,1,14,7,-125.116142835426,-0.425801073466536,ar,inspire,inspiration,يلهم,وحي - الهام,يلهموحي - الهام,رضيعوحي - الهام,يلهم,رضيع
وحيدا,834.495400061971,868.788153844978,0.0570559885723554,0.303861483185086,219.867420407866,55.8666927457266,0.669459011736079,0.119564419433984,5,14,1,0,5,13,5,13,0,0,1,1,5,14,1,0,5,13,5,13,0,0,1,1,5,13,34.2927537830078,0.246805494612731,ar,alone,lonely,وحده,وحيدا,وحدهوحيدا,دوليوحيدا,وحده,دولي
وداعا,587.998210504219,512.264000000025,-0.446163694209746,-0.510317750970111,47.5114957197289,,0.170291807427513,,20,2,1,0,19,1,19,1,0,0,1,1,20,2,1,0,18,1,19,1,0,0,0.947368421052632,1,19,1,-75.7342105041939,-0.0641540567603656,ar,hello,bye,أهلا,وداعا,أهلاوداعا,الكلىوداعا,أهلا,الكلى
ودود,678.719599957089,1817.49733333429,-0.139090239450159,3.07778749457793,65.5597909211334,771.570527017153,0.282655094900133,2.2381609641459,6,4,0,0,5,3,5,3,0,0,1,1,6,4,0,0,5,3,5,3,0,0,1,1,5,3,1138.7777333772,3.21687773402809,ar,polite,friendly,مؤدب,ودود,مؤدبودود,خطةودود,مؤدب,خطة
وزيرة,,637.064000001526,,-0.362357870913935,,,,,,2,,0,,1,,1,,0,,1,,2,,0,,1,,1,,0,,1,,1,,,ar,ambassador,minister,سفير,وزيرة,سفيروزيرة,الى الخلفوزيرة,سفير,الى الخلف
وصف,776.410363664757,617.622749929418,-0.0607684708061332,-0.539198835125856,65.2576799116411,84.3533896491358,0.217384458314208,0.358997692017041,13,4,0,0,11,4,11,4,0,0,1,1,13,4,0,0,11,4,11,4,0,0,1,1,11,4,-158.787613735339,-0.478430364319723,ar,profile,description,الملف الشخصي,وصف,الملف الشخصيوصف,بلدوصف,الملف الشخصي,بلد
وضع,692.804529421531,668.757444478138,-0.348698843946566,-0.290064098140039,38.6310062688475,55.1879793053058,0.10064672187785,0.211436305858416,18,10,1,0,17,9,17,9,1,0,1,1,19,10,0,0,18,9,18,9,0,0,1,1,17,9,-24.0470849433933,0.0586347458065275,ar,insert,put,إدراج,وضع,إدراجوضع,غير مرتبطةوضع,إدراج,غير مرتبطة
وضع.1,533.548999978113,764.968499950833,-0.825890136281402,0.124521487074073,35.4100935160932,246.746500046227,0.0155635694422217,0.875935490798211,3,3,0,0,3,2,3,2,0,0,1,1,3,2,0,1,3,1,3,1,0,1,1,1,3,2,231.41949997272,0.950411623355475,ar,status,position,الحالة,وضع,الحالةوضع,فنوضع,الحالة,فن
وظيفي,673.56299999985,835.418750113546,-0.517133569425281,0.222142522333464,136.858999999938,121.824721711038,0.0704210278199115,0.450396303275438,3,5,0,0,2,4,2,4,0,0,1,1,3,5,0,0,2,3,2,4,0,0,1,0.75,2,4,161.855750113697,0.739276091758745,ar,operational,functional,التشغيل,وظيفي,التشغيلوظيفي,اسموظيفي,التشغيل,اسم
وقت الظهيرة,583.09600000002,650.141166660586,-0.706122090355413,-0.313611236158748,,59.8832056522353,,0.263622514142726,1,7,0,0,1,6,1,6,0,0,1,1,1,7,0,0,1,5,1,6,0,0,1,0.833333333333333,1,6,67.0451666605655,0.392510854196665,ar,midnight,noon,منتصف الليل,وقت الظهيرة,منتصف الليلوقت الظهيرة,الجاسوسوقت الظهيرة,منتصف الليل,الجاسوس
وكالة,636.013500095054,559.834428572204,-0.511292836529016,-0.459442919339961,57.0164999042755,20.8866664302846,0.0788546377041097,0.10970628985812,4,10,1,1,2,7,2,7,1,0,1,1,5,10,0,1,2,3,3,7,0,0,0.666666666666667,0.428571428571429,2,7,-76.1790715228504,0.0518499171890548,ar,firm,agency,مؤسسة,وكالة,مؤسسةوكالة,البارونوكالة,مؤسسة,البارون
ولد عم,770.08440016571,1064.49450004765,0.122627330648062,0.894115280793201,75.6301293566902,378.155500047725,0.254907388478101,1.34726581262377,5,4,1,0,5,2,5,3,1,0,1,0.666666666666667,6,3,0,1,4,2,6,2,0,1,0.666666666666667,1,5,2,294.410099881936,0.771487950145139,ar,relative,cousin,نسبيا,ولد عم,نسبياولد عم,تطورولد عم,نسبيا,تطور
ويب,660.375666634878,,-0.392062854305452,,29.3487571272284,,0.131700760461879,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,ar,internet,web,إنترنت,ويب,إنترنتويب,قبيلةويب,إنترنت,قبيلة
يأتي,551.875227263816,693.277000071132,-0.682030920075185,-0.303416686578581,28.9944324398157,154.601999928127,0.0979080751673073,0.195745867586407,23,2,1,0,22,2,22,2,0,0,1,1,23,2,1,0,19,2,22,2,0,0,0.863636363636364,1,22,2,141.401772807316,0.378614233496604,ar,arrive,come,يصل,يأتي,يصليأتي,رائد فضاءيأتي,يصل,رائد فضاء
يؤكد,579.450499988059,716.118499952252,-0.510972302366927,-0.404599187303208,62.2979647980259,116.94050004764,0.209676940161786,0.184566413193125,7,4,0,0,4,2,4,2,0,0,1,1,7,4,0,0,4,2,4,2,0,0,1,1,4,2,136.667999964193,0.10637311506372,ar,confirmation,confirm,التأكيد,يؤكد,التأكيديؤكد,راتب تقاعديؤكد,التأكيد,راتب تقاعد
يبني,951.00399998871,1154.37949993707,0.358799721562023,1.06144983752704,109.750887257544,355.070575020638,0.293841140245893,1.07279962189352,6,8,0,0,5,4,5,6,0,0,1,0.666666666666667,6,8,0,0,5,6,5,6,0,0,1,1,5,4,203.375499948355,0.702650115965021,ar,construction,build,اعمال بناء,يبني,اعمال بناءيبني,الة تصويريبني,اعمال بناء,الة تصوير
يبهر,812.108999994001,869.974333269735,-0.266787851458134,0.686796181941541,,96.7249999128937,,0.493352466620566,1,5,0,1,1,3,1,3,0,0,1,1,1,5,0,1,1,3,1,3,0,0,1,1,1,3,57.865333275734,0.953584033399676,ar,flatter,impress,يجامل,يبهر,يجامليبهر,العمود الفقرييبهر,يجامل,العمود الفقري
يبيع,598.91029029174,,-0.32155971635964,,34.439820161231,,0.150359615460936,,36,,1,,31,,31,,0,,1,,36,,1,,28,,31,,0,,0.903225806451613,,31,,,,ar,buy,sell,يشترى,يبيع,يشترىيبيع,اسم الشهرةيبيع,يشترى,اسم الشهرة
يتحقق,,675.17033333731,,-0.14654580701365,,55.9641672550252,,0.0619352253952794,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,ar,check,verify,يتأكد,يتحقق,يتأكديتحقق,الخدماتيتحقق,يتأكد,الخدمات
يتخلى,899.485142757068,824.597600000247,0.37476463006638,0.065495348086209,183.331884725994,126.2296061033,0.542506684310543,0.391900954259571,9,11,0,0,7,10,7,10,0,0,1,1,9,11,0,0,6,10,7,10,0,0,0.857142857142857,1,7,10,-74.887542756821,-0.309269281980171,ar,leave,abandon,يغادر,يتخلى,يغادريتخلى,تجسسيتخلى,يغادر,تجسس
يتذكر,988.22925002991,582.875428611462,0.752960577403164,-0.736946844072079,380.917104628665,36.3800786535172,1.30848501517762,0.187145057447704,4,7,0,0,4,7,4,7,0,0,1,1,4,7,0,0,4,7,4,7,0,0,1,1,4,7,-405.353821418447,-1.48990742147524,ar,forget,remember,ننسى,يتذكر,ننسىيتذكر,عاجليتذكر,ننسى,عاجل
يترك,788.107250096873,656.196071420064,0.165988349647786,-0.31925251225342,86.0532602447164,87.7827530248351,0.246325832497393,0.25762585781436,5,19,0,0,4,14,4,14,0,0,1,1,5,19,0,0,4,14,4,14,0,0,1,1,4,14,-131.911178676809,-0.485240861901206,ar,allow,let,سماح,يترك,سماحيترك,طبقةيترك,سماح,طبقة
يتمنى,714.149999999208,698.014142790298,-0.491574740567606,-0.160215251363944,,62.7620406810644,,0.1636090284456,1,9,0,0,1,7,1,7,0,0,1,1,1,9,0,0,1,7,1,7,0,0,1,1,1,7,-16.1358572089102,0.331359489203661,ar,desire,wish,يرغب,يتمنى,يرغبيتمنى,ممارسةيتمنى,يرغب,ممارسة
يتنزه,861.994800008939,1306.69549998816,0.443679451683255,0.961928810943831,77.8354892969484,467.235500011943,0.454380421238063,0.917825676151648,7,3,0,1,5,2,7,3,0,0,0.714285714285714,0.666666666666667,7,3,0,1,7,3,7,3,0,0,1,1,5,2,444.700699979218,0.518249359260576,ar,nap,stroll,قيلولة,يتنزه,قيلولةيتنزه,دليليتنزه,قيلولة,دليل
يتوقع,630.990800000372,653.224777763774,-0.499671433495686,-0.392551825682282,32.5051712122252,44.8847422423218,0.100484064304278,0.188115599903002,11,10,1,0,10,9,10,9,0,0,1,1,11,10,1,0,10,7,10,9,0,0,1,0.777777777777778,10,9,22.233977763402,0.107119607813404,ar,wait,expect,انتظر,يتوقع,انتظريتوقع,نصف القطريتوقع,انتظر,نصف القطر
يجتمع,1118.19200000004,691.976999948227,0.9904952529306,-0.253534714703537,,45.3343449823386,,0.196520936415994,2,16,0,1,1,13,1,14,0,0,1,0.928571428571429,2,16,0,1,1,13,1,14,0,0,1,0.928571428571429,1,13,-426.215000051813,-1.24402996763414,ar,collect,gather,يجمع,يجتمع,يجمعيجتمع,أميرةيجتمع,يجمع,أميرة
