target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,el_cue,el_target,el_word_combo
απρόσμενα,783.658000014333,803.704466678765,0.205236819117168,0.302167581209598,50.529540634775,38.354069592554,0.151968193553702,0.125734550451525,53,52,1,1,50,45,51,51,0,0,0.980392156862745,0.88235294117647,53,52,1,1,50,49,51,51,0,0,0.980392156862745,0.96078431372549,50,45,20.0464666644318,0.09693076209243,el,suddenly,unexpectedly,ξαφνικά,απρόσμενα,ξαφνικάαπρόσμενα
απόγευμα,599.16676918681,569.217360009475,-0.466403112609559,-0.625643439509336,22.9934092509429,23.0176353992169,0.0922982984620939,0.0701265269423162,53,54,0,1,52,50,52,50,0,0,1,1,53,53,0,2,52,47,52,49,0,1,1,0.959183673469388,52,50,-29.9494091773345,-0.159240326899778,el,night,evening,νύχτα,απόγευμα,νύχτααπόγευμα
απόδειξη,597.421702171527,576.081039985603,-0.45913582358205,-0.531739116594095,28.033478284138,21.1723740337946,0.0867785580597861,0.0807188262632495,51,54,1,0,47,50,47,51,0,0,1,0.980392156862745,51,53,1,1,43,49,47,51,0,0,0.914893617021277,0.96078431372549,47,50,-21.3406621859237,-0.072603293012045,el,evidence,proof,αποδεικνύω,απόδειξη,αποδεικνύωαπόδειξη
απόδραση,669.654708327237,560.59389582564,-0.136260336296924,-0.533794046949251,44.9832802530884,21.1574443038193,0.109317901070219,0.0840166811983419,51,50,0,1,48,48,48,48,0,1,1,1,51,50,0,1,48,47,48,48,0,1,1,0.979166666666667,48,48,-109.060812501597,-0.397533710652327,el,flee,escape,φυγή,απόδραση,φυγήαπόδραση
απόλυση,586.894000010621,720.06842221905,-0.450378005371129,-0.0406132550945911,33.9293155037259,46.1886986825556,0.109970613248636,0.178788920372326,50,50,0,2,46,45,48,45,0,0,0.958333333333333,1,50,50,0,2,47,44,48,45,0,0,0.979166666666667,0.977777777777778,46,45,133.17442220843,0.409764750276538,el,resignation,dismissal,παραίτηση,απόλυση,παραίτησηαπόλυση
απόπειρα,648.278229156561,766.898291688979,-0.255887343746646,0.116953161373053,34.023985174064,65.20947950867,0.0899846932274197,0.2306511190147,50,52,0,0,48,48,49,49,0,0,0.979591836734694,0.979591836734694,50,52,0,0,48,46,49,49,0,0,0.979591836734694,0.938775510204082,48,48,118.620062532418,0.372840505119699,el,try,attempt,προσπαθήστε,απόπειρα,προσπαθήστεαπόπειρα
αργία,670.52797959269,645.196734675025,-0.195412937611857,-0.348195836360131,34.0459001053784,45.4278749253277,0.137348828609863,0.120808139256409,51,50,0,1,49,49,49,49,0,1,1,1,50,51,1,0,48,47,48,50,1,0,1,0.94,49,49,-25.3312449176652,-0.152782898748274,el,christmas,holiday,χριστούγεννα,αργία,χριστούγεννααργία
αριστερά,555.604900000535,618.439369563748,-0.588861982384792,-0.369788739750696,24.3323058013059,28.3620650411293,0.118193872646916,0.097324756450641,54,50,0,0,50,46,52,46,0,0,0.961538461538462,1,54,50,0,0,52,43,52,46,0,0,1,0.934782608695652,50,46,62.8344695632121,0.219073242634096,el,right,left,δεξιά,αριστερά,δεξιάαριστερά
αρμονία,620.095458350181,619.728528307467,-0.326328915240851,-0.422403672216902,22.3756489450051,31.1918599411413,0.0880394231476973,0.0843602516079349,54,53,0,0,48,53,49,53,0,0,0.979591836734694,1,54,53,0,0,48,51,49,53,0,0,0.979591836734694,0.962264150943396,48,53,-0.36693004271342,-0.096074756976051,el,balance,harmony,ισορροπία,αρμονία,ισορροπίααρμονία
αρνητικός,556.51260791466,697.518458333111,-0.557597069441454,-0.0929454612206262,16.9722773914706,52.7288490677106,0.0534811345071751,0.20674276281626,53,52,0,0,51,48,51,48,0,0,1,1,53,52,0,0,51,45,51,48,0,0,1,0.9375,51,48,141.005850418451,0.464651608220828,el,positive,negative,θετικός,αρνητικός,θετικόςαρνητικός
αρουραίος,762.859276596894,707.669702204585,0.0526322954396523,0.0619407101354497,51.5695878239772,35.0468475327512,0.142758602300211,0.108025901181828,51,53,0,0,47,47,48,51,0,0,0.979166666666667,0.92156862745098,51,53,0,0,47,49,48,51,0,0,0.979166666666667,0.96078431372549,47,47,-55.1895743923087,0.00930841469579736,el,mouse,rat,ποντίκι,αρουραίος,ποντίκιαρουραίος
αρπακτικός,782.266937489118,793.542653045964,0.272127467648237,0.302209262986206,38.6230105347408,55.3989263902239,0.109790726141386,0.200007926004666,52,53,2,0,48,49,49,51,1,0,0.979591836734694,0.96078431372549,52,53,2,0,37,50,49,51,1,0,0.755102040816326,0.980392156862745,48,49,11.2757155568455,0.0300817953379685,el,prey,predator,λεία,αρπακτικός,λείααρπακτικός
αρτηρία,633.891320764472,738.513767841453,-0.291601571253546,0.187588553637066,25.5330105391047,34.2599540901666,0.103741801947176,0.12019372362557,55,56,0,0,53,56,55,56,0,0,0.963636363636364,1,55,56,0,0,51,56,55,56,0,0,0.927272727272727,1,53,56,104.622447076981,0.479190124890612,el,vein,artery,φλέβα,αρτηρία,φλέβααρτηρία
αρχιτέκτονας,682.214100001244,644.649759994595,-0.216282739752575,-0.244044785274181,26.4792547576308,30.5534125436037,0.0842272784255638,0.0889201468038234,53,50,0,0,50,50,50,50,0,0,1,1,53,50,0,0,50,48,50,50,0,0,1,0.96,50,50,-37.5643400066493,-0.0277620455216059,el,engineer,architect,μηχανικός,αρχιτέκτονας,μηχανικόςαρχιτέκτονας
ασήμι,590.530587004408,645.919558145236,-0.538395963001823,-0.290756849579843,30.0953412960434,22.5390523207512,0.0758208956854319,0.0765809685784795,50,50,2,0,46,43,46,44,0,0,1,0.977272727272727,50,49,2,1,38,44,46,44,0,0,0.826086956521739,1,46,43,55.388971140828,0.24763911342198,el,golden,silver,χρυσαφένιος,ασήμι,χρυσαφένιοςασήμι
αστέρι,626.003170139843,564.96988463175,-0.311203463910602,-0.594629534529202,39.2639572289037,23.6571923254127,0.161122844678336,0.0720578780749249,51,55,0,0,47,52,48,53,0,0,0.979166666666667,0.981132075471698,50,55,1,0,46,51,47,53,1,0,0.978723404255319,0.962264150943396,47,52,-61.0332855080933,-0.2834260706186,el,celebrity,star,διασημότητα,αστέρι,διασημότητααστέρι
αστακός,689.413761894981,726.890760857538,-0.139564872732344,0.0384835103604433,33.005358082413,27.4959475646556,0.119037226335898,0.101406665066907,52,52,0,1,42,46,44,49,0,0,0.954545454545455,0.938775510204082,52,52,0,1,44,47,44,49,0,0,1,0.959183673469388,42,46,37.4769989625569,0.178048383092788,el,tuna,lobster,τόνος,αστακός,τόνοςαστακός
