target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sl_cue,sl_target,sl_word_combo,unrelated_sl_cue
strah,613.075500023857,520.799999976181,-0.259803382377013,-0.766998102746281,228.975500023851,,0.861610512227939,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-92.275500047676,-0.507194720369268,sl,horror,fear,groza,strah,grozastrah,ogljik
stranka,526.233249856945,469.899999952293,-0.833363989062164,-0.726393890115253,66.772192779208,,0.149937424675205,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,-56.3332499046518,0.106970098946911,sl,patient,client,pacient,stranka,pacientstranka,virus
strast,,473.100000143051,,-0.704573053878401,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,enthusiasm,passion,navdušenje,strast,navdušenjestrast,natakar
strategija,675.299999809358,,-0.605689223935249,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,plan,strategy,načrt,strategija,načrtstrategija,vstopiti
streljati,586.374999988126,568,-0.381896508806397,-0.68329272383477,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-18.374999988126,-0.301396215028372,sl,shot,shoot,strel,streljati,strelstreljati,koda
stroj,566.269666626894,456.158500059566,-0.644754225800697,-0.648012114665291,68.9307671107344,77.541500083462,0.166490016216936,0.432742102752463,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-110.111166567328,-0.00325788886459433,sl,robot,machine,robot,stroj,robotstroj,financirati
strokovnjak,590.469000007977,934,-0.333763918874692,0.461459138264466,38.3347543856707,,0.248348440966414,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,343.530999992023,0.795223057139159,sl,amateur,professional,amater,strokovnjak,amaterstrokovnjak,potrditev
sumiti,709.000000000466,516,0.0349359747840277,-0.767561378649727,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-193.000000000466,-0.802497353433755,sl,doubt,suspect,dvomiti,sumiti,dvomitisumiti,mednaroden
super,427.727999928422,464.443999996991,-1.22155607672274,-0.852090458482195,22.37199988075,72.643999996944,0.158083408342889,0.163097532682363,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,1,2,2,0,0,1,0.5,2,2,36.716000068569,0.36946561824054,sl,excellent,great,odlično,super,odličnosuper,mars
svet,680.700000000012,700.39200001792,-0.429322593289814,0.0262274315881921,,138.659000029788,,0.561662802740482,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,19.6920000179085,0.455550024878006,sl,international,world,mednaroden,svet,mednarodensvet,cement
svetloba,552.20000000007,557.723500071559,-0.872755739934127,-0.914213832939488,,135.176499928464,,0.100680536355828,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,5.52350007148902,-0.0414580930053609,sl,darkness,light,tema,svetloba,temasvetloba,upoštevati
svetovati,841.000000023633,567.040999976161,0.246062323115793,-0.42108087799777,118.837129432069,16.4409999761845,0.285395368940807,0.335511684648037,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-273.959000047472,-0.667143201113563,sl,advice,advise,nasvet,svetovati,nasvetsvetovati,piščanec
svetoven,919.688000047696,,0.389925830023888,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,national,global,državen,svetoven,državensvetoven,pištola
sveča,545.078499998519,,-0.678085009322788,,13.3638603034547,,0.0781584163528448,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,lamp,candle,svetilka,sveča,svetilkasveča,kirurg
sčasoma,722.445499982117,800,0.212714702361864,0.174083643088127,142.931884722559,,0.523269442798975,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,77.5545000178827,-0.0386310592737362,sl,finally,eventually,končno,sčasoma,končnosčasoma,član
talent,,560.405999976133,,-0.766871884347443,,35.0428942226333,,0.222283214209595,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,sl,potential,talent,potencial,talent,potencialtalent,bela
tam,481.578999992072,542.57549997617,-0.772702346905513,-0.985065339262681,47.6105563259049,100.524499928463,0.306971911607982,0.268713600519975,3,3,0,0,3,2,3,2,0,0,1,1,3,3,0,0,3,2,3,2,0,0,1,1,3,2,60.9964999840985,-0.212362992357169,sl,here,there,tukaj,tam,tukajtam,snov
teden,,887.299999928568,,0.596971486899035,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,month,week,mesec,teden,mesecteden,naiven
tedensko,497.051000047708,654.099999976112,-0.998635855208039,-0.525385343145026,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,157.048999928404,0.473250512063013,sl,daily,weekly,dnevno,tedensko,dnevnotedensko,krona
tehnika,1557.79499990458,496.698999952292,3.64875513015926,-0.57464373110866,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-1061.09599995229,-4.22339886126792,sl,method,technique,metoda,tehnika,metodatehnika,kancler
tekma,507.844799983327,,-0.836293322404763,,29.5100336618133,,0.123154777448472,,5,,0,,5,,5,,0,,1,,5,,0,,4,,5,,0,,0.8,,5,,,,sl,tournament,match,turnir,tekma,turnirtekma,nebogljen
tekoče,385.900000023888,494.097000019345,-1.05840431186774,-0.634820006189124,,38.0296355215562,,0.25846543590994,1,5,0,0,1,5,1,5,0,0,1,1,1,5,0,0,1,4,1,5,0,0,1,0.8,1,5,108.196999995457,0.423584305678611,sl,liquid,fluid,tekočina,tekoče,tekočinatekoče,sam
telefon,418.800000000047,392.699999809265,-0.714055382120144,-1.06531058288175,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,-26.100000190782,-0.351255200761605,sl,call,telephone,klic,telefon,klictelefon,občudovati
televizija,546.373666762035,560.282200011349,-0.0984221264810514,-0.685063044689283,94.0806293782873,27.8299806051124,0.711325518868692,0.13657226091503,4,5,1,0,3,5,3,5,0,0,1,1,4,5,1,0,3,4,3,5,0,0,1,0.8,3,5,13.9085332493144,-0.586640918208231,sl,radio,television,radio,televizija,radiotelevizija,zatočišče
telovaditi,593.766499964288,578.500000015891,-0.484384400687373,-0.484058716308222,101.53350003576,8.45951143320821,0.108035007094874,0.120735700015089,2,3,0,0,2,3,2,3,0,0,1,1,2,3,0,0,2,3,2,3,0,0,1,1,2,3,-15.2664999483965,0.000325684379151148,sl,practice,exercise,vaditi,telovaditi,vadititelovaditi,pajek
temen,553.960000000021,747.799999999348,-0.223178328110883,-0.302357247991837,62.940000000002,,0.595728335895875,,2,2,0,0,2,1,2,2,0,0,1,0.5,2,2,0,0,2,2,2,2,0,0,1,1,2,1,193.839999999327,-0.0791789198809542,sl,shadow,dark,senca,temen,sencatemen,vino
temperatura,,1216.5,,2.0600832622996,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,heat,temperature,vročina,temperatura,vročinatemperatura,priznati
tenis,565.836333285668,468.199999976205,-0.601340762419089,-0.979648608904977,38.0014199520608,,0.319144798195297,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,-97.636333309463,-0.378307846485888,sl,golf,tennis,golf,tenis,golftenis,prazen
teorija,,604.099999999977,,-0.209449505556711,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,idea,theory,ideja,teorija,idejateorija,prispeti
test,513.637749979156,561.399999904621,-0.833910906499293,-0.99713209546699,69.5240261412611,,0.290697833689092,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,47.7622499254651,-0.163221188967697,sl,experiment,test,poskus,test,poskustest,grm
težko,548.452999904519,,-0.368651262496844,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,heavy,heavily,težek,težko,težektežko,gos
timer,379.273000286194,,-0.997583451920052,,,,,,2,,0,,1,,2,,0,,0.5,,2,,0,,1,,2,,0,,0.5,,1,,,,sl,detonator,timer,detonator,timer,detonatortimer,klan
tisto,491.136333301547,778.69999995231,-0.936560194264767,-0.563859635698725,64.3075577464886,,0.0626530042961681,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,287.563666650763,0.372700558566042,sl,what,that,kaj,tisto,kajtisto,dvd
tišina,405.299999976181,449.042200009525,-0.992541705659486,-0.947445143851735,,20.5654045677578,,0.0978201591680601,1,5,0,0,1,5,1,5,0,0,1,1,1,5,0,0,1,5,1,5,0,0,1,1,1,5,43.7422000333437,0.0450965618077503,sl,silent,silence,tih,tišina,tihtišina,zbrati
tkivo,557.238000011945,,-0.336462070034809,,40.1763922095978,,0.279165728344563,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,skin,tissue,koža,tkivo,kožatkivo,nobelova
topništvo,496.466499952308,647.211666642843,-0.72919549099179,-0.23525859912743,5.53350004769149,90.2762324150444,0.0444640256989292,0.247321981393071,2,4,0,0,2,3,2,4,0,0,1,0.75,2,4,0,0,2,4,2,4,0,0,1,1,2,3,150.745166690535,0.49393689186436,sl,cavalry,artillery,konjenica,topništvo,konjenicatopništvo,zaklenjen
torba,469.569499988094,555.279999999999,-0.870328195898136,0.0557082430076248,31.8403630902959,,0.0965845453098197,,4,2,0,0,4,1,4,2,0,0,1,0.5,4,2,0,0,4,2,4,2,0,0,1,1,4,1,85.7105000119047,0.926036438905761,sl,box,bag,škatla,torba,škatlatorba,potrebno
torek,434.76800000004,472.968999999983,-0.877781518305705,-0.827177910132326,36.707999999984,80.031000000017,0.0963995580929527,0.213463174368491,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,38.200999999943,0.0506036081733796,sl,monday,tuesday,ponedeljek,torek,ponedeljektorek,krpa
tornado,466.286833357236,635.500000011991,-0.946974132313623,-0.181943521627465,37.0895029422849,213.400000059628,0.178649502500383,0.741383272322153,6,2,0,0,6,2,6,2,0,0,1,1,6,2,0,0,6,2,6,2,0,0,1,1,6,2,169.213166654755,0.765030610686158,sl,hurricane,tornado,orkan,tornado,orkantornado,suženj
torta,584.549999928451,426.999999904656,-0.901620648198866,-0.841549694493613,66.549999928451,,0.0335485349410579,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-157.550000023795,0.0600709537052525,sl,dessert,cake,sladica,torta,sladicatorta,servis
tovor,598.500000035797,583.499999904656,-0.785789746386999,-0.472295405151178,26.8999999642255,65.700000190758,0.224165136666415,0.223092316093543,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-15.0000001311414,0.313494341235822,sl,load,cargo,breme,tovor,bremetovor,prekletstvo
tovornjak,620.051000047708,443.948000059637,-0.428043138795712,-0.71033017666908,,44.2520000357765,,0.268027315235338,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,2,1,2,0,0,1,1,1,2,-176.102999988071,-0.282287037873368,sl,jeep,truck,džip,tovornjak,džiptovornjak,trgati
tožilec,1072.92399995233,,1.71886035235193,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,lawyer,prosecutor,odvetnik,tožilec,odvetniktožilec,nadzirati
tradicionalen,780.211666659093,737.82549997617,0.131459341056062,0.00444194405894317,76.4006468236442,74.7744999284625,0.200712322391853,0.233009580369045,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-42.3861666829229,-0.127017396997119,sl,modern,traditional,moderen,tradicionalen,moderentradicionalen,sekunda
tragičen,,529.849500000593,,-0.680679301082,,13.1675000005635,,0.135458906111199,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,sl,sad,tragic,žalosten,tragičen,žalostentragičen,plen
trebušen,612.080499991076,,-0.567280018925597,,90.119499985129,,0.215965904555537,,2,,0,,2,,2,,0,,1,,2,,0,,1,,2,,0,,0.5,,2,,,,sl,spinal,abdominal,hrbteničen,trebušen,hrbteničentrebušen,kemijski
trgovec,506.06749999401,498.525500023854,-0.646458330197137,-0.916122282031843,69.2675000059535,0.474499976146006,0.207921787354299,0.0778746080021114,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-7.54199997015553,-0.269663951834706,sl,commercial,merchant,komercialen,trgovec,komercialentrgovec,ravnovesje
trikotnik,,533.451499999879,,-0.70153926707729,,3.05150000014697,,0.2853243383419,,2,,0,,2,,2,,0,,1,,2,,0,,1,,2,,0,,0.5,,2,,,sl,circle,triangle,krog,trikotnik,krogtrikotnik,vlak
trojen,559.633333301598,592,-0.74983618148885,-0.506336293231795,18.9745736379959,,0.249321408539276,,3,2,0,0,3,1,3,2,0,0,1,0.5,3,2,0,0,3,2,3,2,0,0,1,1,3,1,32.3666666984017,0.243499888257054,sl,double,triple,dvojen,trojen,dvojentrojen,vpliv
truplo,574.058000000019,637.549999904629,-0.44739597669608,-0.436945082567263,,119.350000095364,,0.190351450548862,1,2,1,0,1,2,1,2,1,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,1,2,63.4919999046105,0.0104508941288171,sl,body,corpse,telo,truplo,telotruplo,kariera
trženje,387.800000000047,840.200000047684,-1.04139049261238,-0.384897745526526,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,452.400000047637,0.656492747085854,sl,advertising,marketing,oglaševanje,trženje,oglaševanjetrženje,stik
tunel,517.606666607064,,-0.621381952361776,,72.8461441700913,,0.283377200716681,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,bridge,tunnel,most,tunel,mosttunel,joga
ubežnik,723.393000015896,726.780000031789,0.144293346881913,0.759880803190105,192.834004469461,196.238553101678,0.606065343810615,1.43082116010101,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,3.38700001589336,0.615587456308192,sl,refugee,fugitive,begunec,ubežnik,begunecubežnik,hiša
ubiti,599.323333428707,687.400000047637,-0.10846996471559,1.02575106900239,47.1646357858839,,0.351490838398379,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,2,0,3,1,0,0,0.666666666666667,0,3,1,88.0766666189301,1.13422103371798,sl,poison,kill,zastrupiti,ubiti,zastrupitiubiti,nenavaden
udariti,461.766666658659,,-0.911891103731081,,42.0739164364577,,0.116684406913688,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,hit,strike,zadeti,udariti,zadetiudariti,umetnik
ugled,518.140000000014,,-0.187581982935307,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,career,reputation,kariera,ugled,karieraugled,driska
uho,486.849999862898,683.45599995229,-1.18887106300829,0.08791556037454,43.1500001489765,68.3922334038629,0.212763456448762,0.0545518501011557,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,4,2,4,0,0,1,1,2,4,196.606000089393,1.27678662338283,sl,eye,ear,oko,uho,okouho,nesmiseln
uiti,,720.400000095367,,0.515341219948739,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,sl,flee,escape,bežati,uiti,bežatiuiti,poseben
ujetništvo,636.299999976182,756.249999916545,-0.463599455454693,-0.229093584410231,11.4999999761345,70.4499999880935,0.232986554711705,0.143724385380773,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,1,2,2,0,0,1,0.5,2,2,119.949999940363,0.234505871044461,sl,penalty,imprisonment,kazen,ujetništvo,kazenujetništvo,zbiralnik
ukrasti,859.80000004769,756.189000095474,-0.32786273671455,0.0584699220265085,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-103.610999952216,0.386332658741059,sl,kidnap,abduct,ugrabiti,ukrasti,ugrabitiukrasti,trofeja
ulica,382.099999999627,634.749999988068,-0.841685930260267,-0.344799629586326,,85.8499999880445,,0.060246260039782,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,1,1,2,0,0,1,0.5,1,2,252.649999988441,0.49688630067394,sl,avenue,street,avenija,ulica,avenijaulica,povečati
ulica,382.099999999627,634.749999988068,-0.841685930260267,-0.344799629586326,,85.8499999880445,,0.060246260039782,1,2,0,0,1,2,1,2,0,0,1,1,1,2,0,0,1,1,1,2,0,0,1,0.5,1,2,252.649999988441,0.49688630067394,sl,avenue,street,avenija,ulica,avenijaulica,operirati
ulica.1,565.099999988103,509.090000000025,-0.716964141766594,-0.693283873734612,41.0999999881025,29.0900000000255,0.0173330978807779,0.0440826148678847,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-56.0099999880771,0.0236802680319828,sl,corner,alley,kot,ulica,kotulica,povečati
ulica.1,565.099999988103,509.090000000025,-0.716964141766594,-0.693283873734612,41.0999999881025,29.0900000000255,0.0173330978807779,0.0440826148678847,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-56.0099999880771,0.0236802680319828,sl,corner,alley,kot,ulica,kotulica,operirati
uloviti,635.550000011921,,-0.0188861805298029,,43.6288226687518,,0.391590950120139,,4,,0,,4,,4,,0,,1,,4,,0,,3,,4,,0,,0.75,,4,,,,sl,grab,catch,zgrabiti,uloviti,zgrabitiuloviti,preprosto
umazan,504.312999851041,,-1.09717264316682,,38.5869998629495,,0.0364611517032105,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,nasty,filthy,ogaben,umazan,ogabenumazan,status
umeten,613.890800019086,518.400000079477,-0.341761227695493,-0.827690531447507,82.3786095909462,45.1467606426491,0.497756479487061,0.078546112824751,5,3,0,0,5,3,5,3,0,0,1,1,5,3,0,0,5,3,5,3,0,0,1,1,5,3,-95.490799939609,-0.485929303752014,sl,natural,artificial,naraven,umeten,naravenumeten,tajnik
umor,539.951499999966,597,-0.754864065038263,-0.576120677969408,116.951499999966,,0.572767284637443,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,57.0485000000335,0.178743387068855,sl,suicide,murder,samomor,umor,samomorumor,impresivno
umreti,516.599999964237,497.075666682542,-0.825377663748198,-0.494851940687159,,46.5033499320191,,0.357419728877936,1,3,0,0,1,3,1,3,0,0,1,1,1,3,0,0,1,2,1,3,0,0,1,0.666666666666667,1,3,-19.5243332816947,0.330525723061038,sl,suffer,die,trpeti,umreti,trpetiumreti,pojav
uniforma,600.839499928479,592,-0.48592575148635,-0.73593606110058,47.3717169307167,,0.11448872936836,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,3,1,4,1,0,0,0.75,1,4,1,-8.8394999284792,-0.25001030961423,sl,badge,uniform,značka,uniforma,značkauniforma,kandidat
univerza,600.602666655129,,-0.300178556426206,,32.8963727432566,,0.157164697399961,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,,sl,college,university,fakulteta,univerza,fakultetauniverza,nemogoče
uničenje,747.29700000006,935.99999995227,-0.276943401028249,0.831357325925156,157.464094136812,,0.25846996661208,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,188.70299995221,1.1083007269534,sl,creation,destruction,ustvarjanje,uničenje,ustvarjanjeuničenje,mož
upirati se,568.44999997018,720.733333297579,-0.439138016930018,-0.24822672470636,78.4499999940455,158.105200531104,0.204445175031012,0.23621992758196,2,3,0,0,2,3,2,3,0,0,1,1,2,3,0,0,2,3,2,3,0,0,1,1,2,3,152.283333327398,0.190911292223658,sl,resistance,resist,odpor,upirati se,odporupirati se,polovica
uporabiti,867.49999996818,681.160749994087,0.211844614590474,-0.340280634196029,152.389577483296,50.1446704420742,0.428961241595445,0.0854841974971102,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,2,4,3,4,0,0,0.666666666666667,1,3,4,-186.339249974092,-0.552125248786503,sl,apply,use,nanesti,uporabiti,nanestiuporabiti,sendvič
upraven,631.099999928381,1914,-0.636080914113498,3.42034483357596,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1282.90000007162,4.05642574768945,sl,management,administrative,vodenje,upraven,vodenjeupraven,kaj
uradnik,548.548750092392,890.19999996827,-0.652418447540034,0.609751931284218,38.9613577774007,293.66541052953,0.0874203207572557,1.03775755676196,4,3,0,0,4,3,4,3,0,0,1,1,4,3,0,0,4,3,4,3,0,0,1,1,4,3,341.651249875878,1.26217037882425,sl,officially,official,uraden,uradnik,uradenuradnik,rit
urin,613.900000000023,,-0.133123217278645,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,blood,urine,kri,urin,kriurin,pripravljen
urnik,556.935666683052,1776.64300000074,-0.370838195330736,3.52706049400833,138.608293250365,,0.466276954614298,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,1219.70733331769,3.89789868933907,sl,calendar,schedule,koledar,urnik,koledarurnik,jug
usoden,605.712750014914,758.432249976192,-0.439930609695607,-0.199154716943869,47.9687620368216,205.019283842871,0.165444999837765,0.461410709007368,4,4,1,0,4,4,4,4,0,0,1,1,5,4,0,0,4,4,4,4,0,0,1,1,4,4,152.719499961278,0.240775892751738,sl,deadly,fatal,smrtonosen,usoden,smrtonosenusoden,zdaj
uspeti,515.647999992283,576.427666666646,-0.666926100103992,-0.501458564037887,89.462248477049,70.3875625763946,0.149305674408884,0.210224792313222,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,60.7796666743627,0.165467536066104,sl,manage,succeed,upravljati,uspeti,upravljatiuspeti,sovraštvo
ustava,594.299999952316,674.132200023812,-0.27052387476283,0.100720031368731,,123.864432646284,,0.439626355345499,1,5,0,0,1,5,1,5,0,0,1,1,1,5,0,0,1,4,1,5,0,0,1,0.8,1,5,79.8322000714963,0.371243906131562,sl,law,constitution,zakon,ustava,zakonustava,pacifik
ustaviti,752.39999990465,,0.0502403719243145,,119.599999904603,,0.020074029203216,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,prevent,stop,preprečiti,ustaviti,preprečitiustaviti,celica
ustvarjalnost,580.800000011979,562.700000000012,-0.473364422159402,-0.344063900884011,97.199999988137,,0.196586355055744,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-18.1000000119669,0.129300521275391,sl,imagination,creativity,domišljija,ustvarjalnost,domišljijaustvarjalnost,nindža
učinek,,734.974999999007,,-0.135860641137843,,175.007596859294,,0.559619573792918,,3,,0,,3,,3,,0,,1,,3,,0,,3,,3,,0,,1,,3,,,sl,influence,effect,vpliv,učinek,vplivučinek,skleda
učinkovit,504.051000047708,,-0.966163098989451,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,useful,effective,koristen,učinkovit,koristenučinkovit,dedek
učitelj,727.107999999949,1588.26000000001,0.0427246339987491,2.38978880277687,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,861.152000000061,2.34706416877812,sl,student,teacher,študent,učitelj,študentučitelj,kaplja
vaba,383.647499999948,,-1.44288149385429,,30.7475000004195,,0.473071383276276,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,sl,trap,bait,past,vaba,pastvaba,zvezen
vampir,449.051000047679,,-1.2213061835642,,,,,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,0,,1,,1,,,,sl,zombie,vampire,zombi,vampir,zombivampir,pogovoriti se
vanilja,529.722000000766,2132.29999995232,-0.564102159818315,3.37504791164145,45.6779999992575,,0.175792002456691,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,1602.57799995155,3.93915007145977,sl,cinnamon,vanilla,cimet,vanilja,cimetvanilja,že
varnost,645.564500010398,635.025500023854,-0.271823527473031,-0.332441159044709,78.4354999865755,69.974499976146,0.106815383451685,0.350745064325621,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-10.5389999865436,-0.0606176315716779,sl,security,safety,varovanje,varnost,varovanjevarnost,bravo
vas,685.699999999255,497.77899999998,-0.501394696213105,-0.691668502427717,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-187.920999999275,-0.190273806214611,sl,camp,village,kamp,vas,kampvas,simptom
veličastnost,1202.60000000001,765.199999997742,3.52044945282025,-0.246588301152461,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,-437.400000002268,-3.76703775397271,sl,glorious,glory,veličasten,veličastnost,veličastenveličastnost,pojasnilo
venera,569.900000039692,723.049999976123,-0.682244735195431,0.304172886532199,50.0596710780645,81.3500000237835,0.0828019083253576,0.322761904705969,6,2,0,0,6,2,6,2,0,0,1,1,6,2,0,0,6,2,6,2,0,0,1,1,6,2,153.149999936431,0.98641762172763,sl,mars,venus,mars,venera,marsvenera,velik
vera,562.600750023863,,-0.622066277607983,,70.2855009758329,,0.253207899849205,,4,,0,,4,,4,,0,,1,,4,,0,,4,,4,,0,,1,,4,,,,sl,hope,faith,upanje,vera,upanjevera,vozilo
verjeti,512.838666642803,378.700000011944,-0.523581218831941,-1.08726431584707,53.7043030087902,,0.311964779937016,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,-134.138666630859,-0.563683097015133,sl,trust,believe,zaupati,verjeti,zaupativerjeti,fantje
verjetno,648.338999994041,460,-0.28461545679974,-1.00041035166621,20.960999994015,,0.151467818457902,,2,1,0,0,2,1,2,1,0,0,1,1,2,1,0,0,2,1,2,1,0,0,1,1,2,1,-188.338999994041,-0.715794894866474,sl,maybe,probably,morda,verjetno,mordaverjetno,pogledati
