target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,zh_cue,zh_target,zh_word_combo,unrelated_zh_cue
红衣主教,806.533441861369,964.688483873637,0.437105672202914,1.09548745395676,59.1809240288341,70.5765344640267,0.210945253984689,0.312831412319891,59,58,0,1,43,32,48,45,0,1,0.895833333333333,0.711111111111111,58,59,1,0,37,40,48,46,0,0,0.770833333333333,0.869565217391304,43,31,158.155042012268,0.658381781753845,zh,bishop,cardinal,主教,红衣主教,主教红衣主教,纸盒
线人,710.297300011384,731.646659083772,-0.0189794316250425,0.150758726895814,55.0584528330669,31.5636483417576,0.14028558690574,0.103796658231962,63,74,1,0,50,44,54,57,1,0,0.925925925925926,0.771929824561403,64,72,0,2,53,56,55,57,0,0,0.963636363636364,0.982456140350877,50,44,21.3493590723883,0.169738158520856,zh,source,informant,来源,线人,来源线人,拒绝
组织,532.517521765962,567.392259989176,-0.673189021398893,-0.472801283095635,20.5914752756407,24.07271328146,0.0555948639175145,0.0800888630138435,55,55,0,2,46,50,46,50,0,1,1,1,55,56,0,1,46,51,46,51,0,0,1,1,46,50,34.8747382232134,0.200387738303259,zh,arrange,organize,安排,组织,安排组织,诺奖
组织,532.517521765962,567.392259989176,-0.673189021398893,-0.472801283095635,20.5914752756407,24.07271328146,0.0555948639175145,0.0800888630138435,55,55,0,2,46,50,46,50,0,1,1,1,55,56,0,1,46,51,46,51,0,0,1,1,46,50,34.8747382232134,0.200387738303259,zh,arrange,organize,安排,组织,安排组织,爸爸
组织.1,583.770159080358,669.225829789678,-0.393483284123447,-0.00986678389623996,37.9947934871986,35.76209429547,0.144607738342986,0.137951219847837,52,66,1,5,44,47,45,48,1,1,0.977777777777778,0.979166666666667,52,66,1,5,45,20,45,48,1,1,1,0.416666666666667,44,47,85.4556707093201,0.383616500227207,zh,skin,tissue,皮肤,组织,皮肤组织,诺奖
组织.1,583.770159080358,669.225829789678,-0.393483284123447,-0.00986678389623996,37.9947934871986,35.76209429547,0.144607738342986,0.137951219847837,52,66,1,5,44,47,45,48,1,1,0.977777777777778,0.979166666666667,52,66,1,5,45,20,45,48,1,1,1,0.416666666666667,44,47,85.4556707093201,0.383616500227207,zh,skin,tissue,皮肤,组织,皮肤组织,爸爸
终于,551.680890908611,558.144355566033,-0.550974559504299,-0.498893842211376,42.2148690576828,35.9060628416634,0.126136191910226,0.12762078609052,67,56,1,1,55,45,55,45,0,0,1,1,66,56,2,1,51,39,54,45,1,0,0.944444444444444,0.866666666666667,55,45,6.4634646574217,0.0520807172929234,zh,finally,eventually,最后,终于,最后终于,步枪
经典,588.564000002435,535.681777771157,-0.349313886205989,-0.673267164334453,48.0757806641155,29.8821291909485,0.20384725757369,0.0612329285708688,61,58,1,1,51,45,51,46,0,0,1,0.978260869565217,59,57,3,2,49,45,49,45,2,1,1,1,51,45,-52.8822222312784,-0.323953278128464,zh,typical,classic,代表,经典,代表经典,女孩
经常,545.217744688213,577.843979171132,-0.547455282803743,-0.418520580062855,29.6220200068125,31.8830277362673,0.0961464404237058,0.0999578863418465,59,57,1,1,47,48,50,48,1,0,0.94,1,59,57,1,1,45,47,50,48,1,0,0.9,0.979166666666667,47,48,32.6262344829194,0.128934702740888,zh,sometimes,often,有时,经常,有时经常,水泥
经费,584.982913040638,682.979212777981,-0.329311777810739,0.00693173164957696,37.1160565085073,44.1167263109034,0.129684317382567,0.170079387937685,52,60,1,0,46,47,47,47,0,0,0.978723404255319,1,53,59,0,1,46,43,47,47,0,0,0.978723404255319,0.914893617021277,46,47,97.996299737343,0.336243509460315,zh,budget,funding,预算,经费,预算经费,攀登
结尾,510.010693875311,578.23512498963,-0.663584123272075,-0.489471556980531,14.8421851425698,31.9083906121441,0.0533020523327163,0.0816642156646498,52,57,0,2,49,48,50,48,0,0,0.98,1,52,57,0,2,45,48,50,48,0,0,0.9,1,49,48,68.224431114319,0.174112566291544,zh,opening,closure,开端,结尾,开端结尾,律师
结构,609.340701778028,567.494391317101,-0.198983876572262,-0.421592823652675,19.8783813272709,22.769723861228,0.0909155556834435,0.082492576002604,60,55,0,1,57,46,58,48,0,0,0.982758620689655,0.958333333333333,59,55,1,1,32,46,58,48,0,0,0.551724137931034,0.958333333333333,57,46,-41.8463104609274,-0.222608947080413,zh,pyramid,structure,棱锥,结构,棱锥结构,贿赂
给予,648.668466656894,678.561639984692,-0.129192358160539,0.0375027796169463,55.1836510364456,27.4057353392947,0.157191319932648,0.14315295663532,54,88,0,1,45,75,45,82,0,0,1,0.914634146341463,54,88,0,1,44,57,45,82,0,0,0.977777777777778,0.695121951219512,45,75,29.8931733277979,0.166695137777485,zh,offer,give,提供,给予,提供给予,航站
继承,560.204074080189,576.75413955115,-0.514568228513702,-0.503281077287402,29.5174483533152,42.6773892308512,0.0827161184608134,0.125104766670002,65,62,1,1,54,43,54,45,0,0,1,0.955555555555556,66,62,0,1,52,39,54,45,0,0,0.962962962962963,0.866666666666667,54,43,16.5500654709612,0.0112871512263001,zh,heritage,inherit,遗产,继承,遗产继承,文凭
绳索,601.349578132209,703.716294138062,-0.260463485737924,0.0172121620062117,20.9031394583345,43.7043822614423,0.0819759743689375,0.143841401549112,68,60,0,0,64,51,64,51,0,0,1,1,68,60,0,0,62,51,64,51,0,0,0.96875,1,64,51,102.366716005853,0.277675647744136,zh,chain,rope,链条,绳索,链条绳索,火箭
维他命,613.757200019777,692.985099995977,-0.156580710105266,-0.0106832214635935,25.0103264884573,43.7963242034451,0.112244767905564,0.112040522071217,55,54,0,1,45,40,45,42,0,0,1,0.952380952380952,55,54,0,1,44,42,45,42,0,0,0.977777777777778,1,45,40,79.2278999762004,0.145897488641673,zh,protein,vitamin,蛋白质,维他命,蛋白质维他命,信用
维修,645.843313721916,552.05711110384,-0.231593569085474,-0.495295572502573,42.8964730047735,19.2392110623833,0.117391988424349,0.0871871098984629,61,56,2,1,51,45,51,45,0,1,1,1,62,56,1,1,40,43,51,45,0,1,0.784313725490196,0.955555555555556,51,45,-93.7862026180753,-0.263702003417099,zh,fix,repair,校准,维修,校准维修,竞赛
维护,519.066166668151,570.97444000557,-0.620687376101584,-0.387633312380203,23.1850250919773,28.9132339260167,0.0806831792226393,0.102413648168847,57,54,6,0,42,50,42,50,1,0,1,1,58,54,5,0,41,47,43,50,0,0,0.953488372093023,0.94,42,50,51.908273337419,0.233054063721381,zh,service,maintenance,保养,维护,保养维护,沉默
维持,631.658770828554,602.246113634866,-0.329092460836732,-0.295925223008226,45.0726415125234,30.9624451118328,0.115736124108307,0.0985260584549982,59,56,2,1,48,44,48,46,0,0,1,0.956521739130435,60,56,1,1,48,45,48,46,0,0,1,0.978260869565217,48,44,-29.4126571936885,0.0331672378285054,zh,preserve,maintain,保存,维持,保存维持,轰动的
维持,631.658770828554,602.246113634866,-0.329092460836732,-0.295925223008226,45.0726415125234,30.9624451118328,0.115736124108307,0.0985260584549982,59,56,2,1,48,44,48,46,0,0,1,0.956521739130435,60,56,1,1,48,45,48,46,0,0,1,0.978260869565217,48,44,-29.4126571936885,0.0331672378285054,zh,preserve,maintain,保存,维持,保存维持,现象
维持.1,663.442500002759,606.498090904824,-0.243054585205448,-0.335054660814245,55.2739152721632,41.9406853013719,0.130372827697641,0.145860414036043,57,55,1,3,42,45,42,46,0,1,1,0.978260869565217,58,55,0,3,42,41,42,46,0,1,1,0.891304347826087,42,44,-56.9444090979351,-0.0920000756087968,zh,proceed,continue,继续,维持,继续维持,轰动的
维持.1,663.442500002759,606.498090904824,-0.243054585205448,-0.335054660814245,55.2739152721632,41.9406853013719,0.130372827697641,0.145860414036043,57,55,1,3,42,45,42,46,0,1,1,0.978260869565217,58,55,0,3,42,41,42,46,0,1,1,0.891304347826087,42,44,-56.9444090979351,-0.0920000756087968,zh,proceed,continue,继续,维持,继续维持,现象
缺席,576.978080650845,620.681074084169,-0.344580462284048,-0.277322043176758,18.3638419743111,27.4780209284626,0.0960707013336294,0.075586610623097,63,61,0,0,62,54,62,54,0,0,1,1,63,61,0,0,59,53,62,54,0,0,0.951612903225806,0.981481481481482,62,54,43.7029934333241,0.0672584191072901,zh,presence,absence,在场,缺席,在场缺席,感人
网球,587.600023253825,617.86491491194,-0.451987588161146,-0.30492290029089,55.8933175359911,56.1002178042511,0.128465280179239,0.163153529913464,53,53,2,2,43,48,43,48,0,0,1,1,53,53,2,2,43,45,43,48,0,0,1,0.9375,43,47,30.2648916581148,0.147064687870257,zh,golf,tennis,高尔夫,网球,高尔夫网球,爱好
罗马,655.303090913948,677.518054552455,-0.159804276294331,-0.0568433360040632,46.3496783335328,53.0483951501768,0.173766039687971,0.174381996901848,56,65,0,2,44,55,45,55,0,0,0.977777777777778,1,51,63,5,4,30,52,43,54,2,1,0.697674418604651,0.962962962962963,44,55,22.2149636385069,0.102960940290268,zh,caesar,rome,凯撒,罗马,凯撒罗马,价值
罪犯,547.574595750365,636.537021263003,-0.546509921550907,-0.276962132870014,33.3647578251938,46.6654135578884,0.109986542408461,0.152062193299563,58,60,0,0,47,47,47,48,0,0,1,0.979166666666667,57,60,1,0,46,45,46,48,1,0,1,0.9375,47,47,88.9624255126386,0.269547788680893,zh,thief,criminal,小偷,罪犯,小偷罪犯,站立
美丽,477.086090899967,519.704214297509,-0.749360871281327,-0.616068272553144,17.4316418356475,18.5428104557561,0.0673978145356115,0.0765523449378317,57,59,1,0,44,42,44,42,0,0,1,1,57,59,1,0,42,37,44,42,0,0,0.954545454545455,0.880952380952381,44,42,42.6181233975426,0.133292598728184,zh,pretty,beautiful,漂亮,美丽,漂亮美丽,气流
美丽,477.086090899967,519.704214297509,-0.749360871281327,-0.616068272553144,17.4316418356475,18.5428104557561,0.0673978145356115,0.0765523449378317,57,59,1,0,44,42,44,42,0,0,1,1,57,59,1,0,42,37,44,42,0,0,0.954545454545455,0.880952380952381,44,42,42.6181233975426,0.133292598728184,zh,pretty,beautiful,漂亮,美丽,漂亮美丽,酒吧
美丽.1,511.47687500131,586.640095251589,-0.680088144693562,-0.512615344002207,22.4236805384907,35.3660036195407,0.0749779353970221,0.0952291655561166,67,58,2,1,56,42,56,43,0,0,1,0.976744186046512,67,58,2,1,51,40,56,43,0,0,0.910714285714286,0.930232558139535,56,42,75.1632202502797,0.167472800691355,zh,charm,beauty,魅力,美丽,魅力美丽,气流
美丽.1,511.47687500131,586.640095251589,-0.680088144693562,-0.512615344002207,22.4236805384907,35.3660036195407,0.0749779353970221,0.0952291655561166,67,58,2,1,56,42,56,43,0,0,1,0.976744186046512,67,58,2,1,51,40,56,43,0,0,0.910714285714286,0.930232558139535,56,42,75.1632202502797,0.167472800691355,zh,charm,beauty,魅力,美丽,魅力美丽,酒吧
美元,508.387041674914,632.762132066104,-0.695651232330802,-0.2005792084031,14.1744170509432,30.4289342257226,0.0485884237999353,0.0998895775416853,58,67,0,1,48,53,49,53,0,0,0.979591836734694,1,58,67,0,1,42,52,49,53,0,0,0.857142857142857,0.981132075471698,48,53,124.37509039119,0.495072023927701,zh,pound,dollar,英镑,美元,英镑美元,自杀
美味,510.764781822325,472.662760018277,-0.672221521800386,-0.774157264752125,20.7945644441233,12.7012951496515,0.060408723162944,0.0447539738725265,61,53,0,0,55,50,55,50,0,0,1,1,61,53,0,0,51,47,55,50,0,0,0.927272727272727,0.94,55,50,-38.1020218040479,-0.101935742951739,zh,tasty,delicious,可口,美味,可口美味,对立
美国,553.377255812335,528.818772733354,-0.528041272481833,-0.617266857605314,62.2818558196828,20.0676715822285,0.206891993163059,0.0669790630273867,52,54,0,1,43,44,43,44,0,0,1,1,52,54,0,1,39,42,43,44,0,0,0.906976744186046,0.954545454545455,43,44,-24.5584830789817,-0.0892255851234813,zh,africa,america,非洲,美国,非洲美国,偏执
老师,464.541228069126,549.174688897956,-0.790643990752924,-0.505153344801985,14.6083152139674,32.4343841390429,0.061133473930928,0.147594303659903,66,56,1,1,57,45,57,45,0,0,1,1,64,56,3,1,56,42,56,45,1,0,1,0.933333333333333,57,45,84.63346082883,0.285490645950939,zh,student,teacher,学生,老师,学生老师,贸易
老板,560.524166679922,584.583962264483,-0.530574379414736,-0.444244993624933,28.4929011451327,50.6896510502343,0.0935713951538839,0.14959865202711,58,65,0,0,48,53,48,53,0,0,1,1,58,65,0,0,47,48,48,53,0,0,0.979166666666667,0.905660377358491,48,53,24.0597955845609,0.0863293857898021,zh,manager,boss,经理,老板,经理老板,开端
耗子,558.45644775756,639.436456530044,-0.448431908223403,-0.162090440258571,14.4676200859321,29.8949000158013,0.0544697251196182,0.0976329875087356,78,57,1,3,67,46,68,49,0,0,0.985294117647059,0.938775510204082,78,56,1,4,68,48,68,49,0,0,1,0.979591836734694,67,46,80.9800087724844,0.286341467964832,zh,mouse,rat,老鼠,耗子,老鼠耗子,精彩
耳朵,522.866916656554,508.160319142842,-0.669585961678828,-0.594063564349982,22.1661178629226,17.8455294211835,0.0758867917978845,0.0678088059857262,52,58,0,2,48,47,48,47,0,0,1,1,52,58,0,2,48,45,48,47,0,0,1,0.957446808510638,48,47,-14.7065975137119,0.0755223973288462,zh,eye,ear,眼睛,耳朵,眼睛耳朵,化学
聋子,567.890744184354,671.069333340226,-0.360021100776136,-0.111398714862466,22.3344589884472,36.7957125839721,0.0857311409603988,0.115043995605351,54,53,2,0,43,45,43,46,0,0,1,0.978260869565217,54,53,2,0,41,45,43,46,0,0,0.953488372093023,0.978260869565217,43,45,103.178589155872,0.24862238591367,zh,blind,deaf,盲人,聋子,盲人聋子,服务员
职务,565.417804350923,576.448078436463,-0.461849169004725,-0.393507314779771,23.9601747447524,28.1002322381736,0.0727520932083432,0.0888299665505468,58,54,0,0,46,51,46,52,0,0,1,0.980769230769231,58,54,0,0,44,50,46,52,0,0,0.956521739130435,0.961538461538462,46,51,11.0302740855394,0.0683418542249541,zh,status,position,地位,职务,地位职务,物理
联系,557.855641516238,532.591461558584,-0.483025301225111,-0.577781553480981,33.2434635182628,32.1225140675856,0.102629345626352,0.107956364480101,71,50,1,1,53,39,55,39,0,0,0.963636363636364,1,72,50,0,1,53,38,55,39,0,0,0.963636363636364,0.974358974358974,53,39,-25.2641799576536,-0.0947562522558705,zh,contact,connection,接触,联系,接触联系,救援
联邦体,783.100918368297,1029.42593751571,0.29915889525876,1.23788358327478,52.4210046204645,75.3345857516798,0.183464581342545,0.284932642000084,59,54,0,3,49,32,53,45,0,0,0.924528301886792,0.711111111111111,59,56,0,1,51,42,53,45,0,0,0.962264150943396,0.933333333333333,49,32,246.325019147416,0.938724688016018,zh,colony,federation,殖民地,联邦体,殖民地联邦体,小雨
聚会,678.046066674595,550.115479164243,-0.142238908033502,-0.435608466729744,46.6568936616094,19.8871599480232,0.143904015455426,0.13642277211158,55,54,3,0,45,49,45,50,2,0,1,0.98,56,54,2,0,44,50,45,50,2,0,0.977777777777778,1,45,48,-127.930587510353,-0.293369558696241,zh,reception,party,接待,聚会,接待聚会,歌手
肉类,583.936840910922,630.244980765249,-0.339119141442784,-0.176898632190584,26.6451822310319,21.9435800951668,0.100202772698721,0.07768174891203,51,66,0,1,44,52,44,53,0,0,1,0.981132075471698,51,65,0,2,40,53,44,53,0,0,0.909090909090909,1,44,52,46.3081398543262,0.1622205092522,zh,pork,meat,猪肉,肉类,猪肉肉类,程序
肌肉,649.03629787132,582.251355560988,-0.296189530268925,-0.403107041750321,43.2773900919015,30.2954716314111,0.129494036784845,0.103867982799141,57,55,0,0,48,45,49,45,0,0,0.979591836734694,1,57,55,0,0,46,45,49,45,0,0,0.938775510204082,1,47,45,-66.7849423103312,-0.106917511481396,zh,nerve,muscle,神经,肌肉,神经肌肉,任务
肝脏,576.763219522418,578.542043505706,-0.409300993204521,-0.33229075311404,15.066299861757,19.7938830702053,0.0469701309324979,0.0752042757579506,58,55,0,0,41,46,43,46,0,0,0.953488372093023,1,58,55,0,0,38,43,43,46,0,0,0.883720930232558,0.934782608695652,41,46,1.77882398328802,0.0770102400904809,zh,kidney,liver,腰子,肝脏,腰子肝脏,混乱
肥猪,603.869489788815,827.340382976247,-0.307858390330952,0.500672782323093,23.3152584598804,54.6438151051652,0.0855527553615615,0.180793685124824,57,54,1,1,50,47,50,49,0,0,1,0.959183673469388,57,55,1,0,46,35,50,49,0,0,0.92,0.714285714285714,49,47,223.470893187432,0.808531172654045,zh,cow,pig,奶牛,肥猪,奶牛肥猪,才干
肾上腺,736.63474000201,757.396333340445,0.288731328001989,0.284710771374933,50.593156928847,40.8945821574223,0.215502358070859,0.146554458461332,57,55,0,1,50,45,51,48,0,0,0.980392156862745,0.9375,57,55,0,1,50,46,51,47,0,1,0.980392156862745,0.978723404255319,50,45,20.7615933384342,-0.00402055662705642,zh,hormone,adrenaline,荷尔蒙,肾上腺,荷尔蒙肾上腺,绘画
胜者,566.66393750857,642.344750032448,-0.40007351373965,-0.177062305684127,30.9023611680996,39.6427790434727,0.157506704203725,0.145765470411873,56,69,0,0,48,52,50,53,0,0,0.96,0.981132075471698,56,69,0,0,31,53,50,53,0,0,0.62,1,48,52,75.6808125238783,0.223011208055524,zh,loser,winner,输家,胜者,输家胜者,眼泪
胡同,610.084750002031,610.385285726139,-0.277052660752104,-0.283820175880995,26.4699264660873,27.8038125889693,0.083081362393929,0.0883555013310106,61,57,0,0,52,49,54,53,0,0,0.962962962962963,0.924528301886792,61,57,0,0,52,51,54,53,0,0,0.962962962962963,0.962264150943396,52,49,0.300535724108158,-0.00676751512889123,zh,corner,alley,角落,胡同,角落胡同,粉碎
胡须,649.190524999839,700.1458333505,-0.135821216467642,0.177843882819022,34.810846468904,47.4582141024961,0.111639952176508,0.217733630850282,55,59,1,0,40,42,42,47,0,0,0.952380952380952,0.893617021276596,55,59,1,0,41,47,42,47,0,0,0.976190476190476,1,40,42,50.955308350661,0.313665099286664,zh,hair,beard,头发,胡须,头发胡须,购买
胳膊,564.784843129712,608.204981817019,-0.414070882568425,-0.304729074274005,24.5676041448351,29.8410661751409,0.08590853793581,0.108547209556736,51,64,0,2,51,55,51,56,0,0,1,0.982142857142857,51,65,0,1,47,55,51,56,0,0,0.92156862745098,0.982142857142857,51,55,43.4201386873069,0.10934180829442,zh,hand,arm,手掌,胳膊,手掌胳膊,替换
胸膛,631.966763647563,599.683765972391,-0.201674061990315,-0.409919047894313,38.7768064921905,16.1717426996346,0.121261526938641,0.0595026900693806,63,60,0,0,55,47,55,47,0,0,1,1,62,60,1,0,53,45,55,47,0,0,0.963636363636364,0.957446808510638,55,47,-32.2829976751724,-0.208244985903998,zh,stomach,chest,胃部,胸膛,胃部胸膛,医院
能力,510.939020439305,594.043702114058,-0.665154328412837,-0.3519157351447,16.0672604520911,46.6234227342913,0.0646633872941885,0.15365718877461,62,58,0,2,49,47,49,47,0,0,1,1,62,58,0,2,33,46,49,47,0,0,0.673469387755102,0.978723404255319,49,47,83.104681674753,0.313238593268137,zh,capacity,ability,才干,能力,才干能力,房子
脖子,600.964722238396,668.142173914976,-0.375976928095799,-0.0730685392218283,27.0350385165132,37.9609334893896,0.0922060782244169,0.125158453897704,58,57,2,2,54,47,54,48,1,0,1,0.979166666666667,59,57,1,2,54,43,55,48,0,0,0.981818181818182,0.895833333333333,54,46,67.1774516765796,0.302908388873971,zh,throat,neck,喉咙,脖子,喉咙脖子,罗密欧
脸颊,609.478454551368,735.682652174321,-0.25870936655158,0.105612395829301,19.6335634049607,50.3791352823445,0.0782015380634919,0.161931920864443,53,53,0,0,44,46,46,47,0,0,0.956521739130435,0.978723404255319,53,53,0,0,41,43,46,47,0,0,0.891304347826087,0.914893617021277,44,46,126.204197622953,0.36432176238088,zh,lip,cheek,唇部,脸颊,唇部脸颊,工场
腹部,632.88575510633,566.271387096458,-0.188934890863539,-0.406919646816337,51.1403706761542,25.224397402776,0.161228138753467,0.0829495497846284,60,69,4,0,49,62,49,64,0,0,1,0.96875,60,69,4,0,43,63,49,64,0,0,0.877551020408163,0.984375,49,62,-66.6143680098717,-0.217984755952798,zh,spinal,abdominal,脊柱,腹部,脊柱腹部,化学的
膝盖,557.231925922848,570.660462961728,-0.492164953546565,-0.467105225067293,23.3087628782346,31.1646283699918,0.0784064985482974,0.100176179065874,65,56,1,0,54,54,54,54,1,0,1,1,64,56,2,0,53,51,54,54,1,0,0.981481481481482,0.944444444444444,54,54,13.4285370388798,0.0250597284792713,zh,shoulder,knee,肩膀,膝盖,肩膀膝盖,电缆
自愿,567.616437493395,582.566045459079,-0.521076511170876,-0.400398900605847,27.4805188553774,29.3177563056508,0.0775413533046202,0.133072372842631,57,55,1,0,48,44,48,44,0,0,1,1,57,55,1,0,46,43,48,44,0,0,0.958333333333333,0.977272727272727,48,44,14.9496079656841,0.12067761056503,zh,volunteer,voluntarily,无偿,自愿,无偿自愿,精神
自由,492.335785039159,494.065732375949,-0.787618554026689,-0.801864203585024,13.8276923365617,11.7930824063902,0.054522114821572,0.0411120960255559,113,78,1,0,107,72,107,72,0,0,1,1,113,78,1,0,105,70,107,72,0,0,0.981308411214953,0.972222222222222,107,71,1.7299473367903,-0.0142456495583356,zh,conservative,liberal,保守,自由,保守自由,制片
自由,492.335785039159,494.065732375949,-0.787618554026689,-0.801864203585024,13.8276923365617,11.7930824063902,0.054522114821572,0.0411120960255559,113,78,1,0,107,72,107,72,0,0,1,1,113,78,1,0,105,70,107,72,0,0,0.981308411214953,0.972222222222222,107,71,1.7299473367903,-0.0142456495583356,zh,conservative,liberal,保守,自由,保守自由,显示
自由.1,478.902717398941,523.663301891941,-0.6741750902298,-0.644382727724301,15.7456999176008,23.1946302126131,0.0681683250394731,0.0736152608282899,57,56,0,1,46,53,46,53,0,0,1,1,57,56,0,1,41,53,46,53,0,0,0.891304347826087,1,46,53,44.7605844930006,0.0297923625054982,zh,freely,free,洒脱,自由,洒脱自由,制片
自由.1,478.902717398941,523.663301891941,-0.6741750902298,-0.644382727724301,15.7456999176008,23.1946302126131,0.0681683250394731,0.0736152608282899,57,56,0,1,46,53,46,53,0,0,1,1,57,56,0,1,41,53,46,53,0,0,0.891304347826087,1,46,53,44.7605844930006,0.0297923625054982,zh,freely,free,洒脱,自由,洒脱自由,显示
自私,622.766519996785,554.259543464099,-0.264635177913629,-0.499584360759571,57.1507705993679,29.6500624310264,0.208291501122546,0.102941561448744,60,55,0,0,50,46,50,47,0,0,1,0.978723404255319,60,55,0,0,49,40,50,47,0,0,0.98,0.851063829787234,50,46,-68.5069765326858,-0.234949182845942,zh,stubborn,selfish,固执,自私,固执自私,铁器
致命,548.913442301783,574.397666670238,-0.479435432503192,-0.49883083229438,24.3259313287538,43.3431359128117,0.0765844675547181,0.12520360772231,58,55,2,1,52,45,52,45,2,0,1,1,59,55,1,1,51,43,53,45,1,0,0.962264150943396,0.955555555555556,52,45,25.4842243684548,-0.0193953997911877,zh,deadly,fatal,极端,致命,极端致命,婴儿
舔舐,802.397481479031,888.389714328537,0.489535120839895,0.77911150034049,52.7723897190547,44.5157213802028,0.185947288041513,0.150112390856666,63,73,0,1,54,35,56,60,0,0,0.964285714285714,0.583333333333333,62,73,1,1,47,55,55,60,1,0,0.854545454545454,0.916666666666667,54,35,85.9922328495061,0.289576379500595,zh,suck,lick,吸吮,舔舐,吸吮舔舐,描述
航班,573.553829817728,667.214807689812,-0.482316034069841,-0.0362069032153882,15.9536821813984,41.6365118223781,0.0524303410478171,0.147498400205866,53,67,1,1,47,52,47,53,0,1,1,0.981132075471698,53,68,1,0,43,53,47,54,0,0,0.914893617021277,0.981481481481482,47,52,93.6609778720845,0.446109130854453,zh,landing,flight,降落,航班,降落航班,实际
航行,647.141261894982,768.150530597831,-0.170336761304485,0.297996847249585,48.7276557936615,63.4042791233973,0.163318105902182,0.223894811062277,53,65,2,0,42,51,43,56,2,0,0.976744186046512,0.910714285714286,55,64,0,1,36,54,45,55,0,1,0.8,0.981818181818182,42,49,121.009268702849,0.46833360855407,zh,anchor,sail,抛锚,航行,抛锚航行,重量
舰队,601.28545454953,780.406236829078,-0.42780668104561,0.231865216346878,25.7101977304283,78.9174749189983,0.0742883139248687,0.182925189824872,65,57,0,0,55,38,56,43,0,0,0.982142857142857,0.883720930232558,65,56,0,1,56,38,56,43,0,0,1,0.883720930232558,55,38,179.120782279548,0.659671897392488,zh,naval,fleet,海军,舰队,海军舰队,钦佩
节日,534.310733337589,709.881209307513,-0.652460480697777,-0.0506843083578083,22.1159220706381,48.8752579451929,0.0811568726103738,0.17120859245885,53,57,0,1,45,43,46,43,0,0,0.978260869565217,1,53,57,0,1,46,42,46,43,0,0,1,0.976744186046512,45,43,175.570475969923,0.601776172339968,zh,carnival,festival,狂欢,节日,狂欢节日,损害
花卉,625.492729731627,730.777621617928,-0.171663983893518,0.248312635801563,20.0630351107327,32.3986670408821,0.0813875511231911,0.127296136966643,52,57,1,2,37,37,45,44,0,1,0.822222222222222,0.840909090909091,52,57,1,2,44,43,45,44,0,1,0.977777777777778,0.977272727272727,37,37,105.284891886301,0.419976619695081,zh,plant,flower,植物,花卉,植物花卉,原因
苏打,658.238341470896,726.858585374513,-0.132289283100899,0.175340683306854,37.3385560799981,45.5272814341118,0.129206714352267,0.23243979963368,55,56,1,1,41,41,42,44,0,0,0.976190476190476,0.931818181818182,55,56,1,1,41,38,42,44,0,0,0.976190476190476,0.863636363636364,41,41,68.6202439036172,0.307629966407753,zh,lemonade,soda,柠檬,苏打,柠檬苏打,脊柱
苦难,564.645434794621,634.933980406923,-0.528404563823147,-0.241767525543078,32.2978572286392,29.2251259521686,0.100226890366929,0.111209388334905,50,58,1,1,46,51,46,51,1,0,1,1,50,58,1,1,45,51,46,51,1,0,0.978260869565217,1,46,51,70.288545612302,0.286637038280069,zh,poverty,misery,贫困,苦难,贫困苦难,戏剧
草莓,527.270078430209,572.373583337869,-0.65763942773915,-0.47100617782414,24.0429851973473,36.9697599089467,0.0713407697164399,0.144606393259754,64,67,1,2,51,60,55,60,0,0,0.927272727272727,1,63,66,2,3,52,54,54,59,1,1,0.962962962962963,0.915254237288136,51,60,45.1035049076602,0.18663324991501,zh,banana,strawberry,香蕉,草莓,香蕉草莓,雷达
荒诞,652.098253519603,634.325133345083,-0.148684515752317,-0.243541181203297,30.8282457462614,30.6663036203913,0.114165733884222,0.0969463862474532,80,58,0,2,71,45,72,47,0,1,0.986111111111111,0.957446808510638,80,59,0,1,68,48,72,48,0,0,0.944444444444444,1,71,45,-17.77312017452,-0.0948566654509799,zh,ridiculous,absurd,可笑,荒诞,可笑荒诞,数据
荣耀,539.139764709887,580.804855073284,-0.553497064578361,-0.44285086646053,15.3409374308959,30.4570367892107,0.0647293958239312,0.0980091745669468,62,75,0,3,52,69,52,69,0,1,1,1,61,75,1,3,46,66,52,69,0,1,0.884615384615385,0.956521739130435,51,69,41.6650903633977,0.110646198117831,zh,glorious,glory,辉煌,荣耀,辉煌荣耀,启发
