target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,he_cue,he_target,he_word_combo
אנרגיה,526.097199983013,519.63490908102,-0.28861232445098,-0.370197509148682,64.6453179823777,31.9554237139715,0.336895776452212,0.113163690173022,25,30,2,1,20,22,21,23,0,0,0.952380952380952,0.956521739130435,24,30,3,1,20,22,21,23,0,0,0.952380952380952,0.956521739130435,20,22,-6.46229090199347,-0.0815851846977016,he,power,energy,כוח,אנרגיה,כוחאנרגיה
אנשים,510.622818166655,417.963461556785,-0.346351874366521,-0.806891420608482,26.4398363459452,29.6212197822429,0.145663327597945,0.11355304101287,26,13,0,1,22,13,23,13,0,0,0.956521739130435,1,26,13,0,1,21,11,23,13,0,0,0.91304347826087,0.846153846153846,22,13,-92.6593566098692,-0.460539546241961,he,population,people,אוכלוסיה,אנשים,אוכלוסיהאנשים
אסטרטגיה,530.699857122408,472.626499976155,-0.193926212974685,-0.248874555366175,72.1872810450595,33.7315115143263,0.31141605478062,0.197726321772605,10,4,1,1,7,4,8,4,0,0,0.875,1,10,4,1,1,6,4,8,4,0,0,0.75,1,7,4,-58.0733571462528,-0.0549483423914902,he,plan,strategy,לתכנן,אסטרטגיה,לתכנןאסטרטגיה
אסיר,523.524833396912,569.909666630895,-0.382801572787818,-0.0493117567402238,78.263392032365,80.1427589859696,0.232439481044333,0.374019997461447,10,7,2,3,6,6,6,6,0,1,1,1,10,8,2,2,6,6,6,7,0,0,1,0.857142857142857,6,6,46.3848332339836,0.333489816047595,he,hostage,prisoner,בן ערובה,אסיר,בן ערובהאסיר
אף,448.682599973783,552.250333330468,-0.61620592696078,-0.331488871658431,16.6526669966053,27.6321919437404,0.163123651259683,0.122811622420686,6,15,1,3,5,12,5,13,0,1,1,0.923076923076923,6,15,1,3,5,12,5,13,0,1,1,0.923076923076923,5,12,103.567733356684,0.284717055302349,he,mouth,nose,פה,אף,פהאף
אפל,564.231470606476,524.369200004771,-0.246602818171522,-0.35567023356606,38.374237476359,61.3507569624256,0.130404604138512,0.251682878938086,40,11,5,0,34,10,35,10,0,0,0.971428571428571,1,40,11,5,0,32,10,35,10,0,0,0.914285714285714,1,34,10,-39.8622706017053,-0.109067415394537,he,shadow,dark,צל,אפל,צלאפל
אפשרות,490.420333373011,458.047666642821,-0.339247316630156,-0.62632379712414,46.8331187686181,44.893050868429,0.396051680594908,0.196945793203228,11,12,1,2,9,9,9,9,0,0,1,1,11,12,1,2,9,9,9,9,0,0,1,1,9,9,-32.3726667301898,-0.287076480493984,he,choice,option,בחירה,אפשרות,בחירהאפשרות
אפשרות.1,,473.891500089405,,-0.462441265320501,,82.072499946371,,0.243511216440446,,3,,0,,2,,2,,0,,1,,3,,0,,2,,2,,0,,1,,2,,,he,chance,possibility,הזדמנות,אפשרות,הזדמנותאפשרות
אקדח,652.086499982135,557.752411724652,-0.0210165048816635,-0.362655736835029,75.5845334662234,60.383148730214,0.300593279073207,0.206373729050186,4,19,0,1,4,17,4,17,0,0,1,1,4,19,0,1,4,15,4,17,0,0,1,0.88235294117647,4,17,-94.3340882574827,-0.341639231953366,he,rifle,gun,רובה,אקדח,רובהאקדח
ארבעה,391.26685712045,499.017857186671,-0.949173584824047,-0.457796896732767,16.8371253063853,27.2510992490981,0.107388836577822,0.124641904182369,9,16,0,0,7,14,7,15,0,0,1,0.933333333333333,9,16,0,0,7,15,7,15,0,0,1,1,7,14,107.751000066221,0.491376688091279,he,two,four,שתיים,ארבעה,שתייםארבעה
ארוחה,474.939785750249,459.997749963232,-0.70957119107568,-0.567827539841706,31.9053821458905,25.1485777658038,0.100232082203767,0.119677455340277,14,13,2,0,14,12,14,12,0,0,1,1,14,13,2,0,13,11,14,12,0,0,0.928571428571429,0.916666666666667,14,12,-14.9420357870172,0.141743651233975,he,food,meal,מזון,ארוחה,מזוןארוחה
ארוחת בוקר,448.363928543323,593.421708313097,-0.594272571965657,-0.225602575219175,31.617692133237,98.6856244808544,0.160299836044532,0.287493244325128,17,30,0,0,14,24,14,25,0,0,1,0.96,17,30,0,0,14,24,14,25,0,0,1,0.96,14,24,145.057779769774,0.368669996746481,he,dinner,breakfast,ארוחת ערב,ארוחת בוקר,ארוחת ערבארוחת בוקר
ארוחת צהריים,479.361428594928,516.9304286093,-0.536865087875903,-0.364072243795384,21.8148077788924,35.5178230289092,0.0993907913625022,0.142815200608355,30,16,0,2,28,14,28,14,0,1,1,1,30,17,0,1,28,14,28,15,0,0,1,0.933333333333333,28,14,37.5690000143723,0.172792844080518,he,snack,lunch,חטיף,ארוחת צהריים,חטיףארוחת צהריים
ארוך,514.564526262923,543.25574998435,-0.466477605187872,-0.251397042714535,37.7435560444411,33.260154052383,0.165720145602,0.179495777534509,22,21,1,0,19,16,19,17,0,0,1,0.941176470588235,22,21,1,0,16,11,19,17,0,0,0.842105263157895,0.647058823529412,19,16,28.6912237214268,0.215080562473337,he,short,long,קצר,ארוך,קצרארוך
ארון,462.000333375735,594.339833369583,-0.6027773411226,-0.0194010194688922,21.8564640204156,53.8984794963833,0.104617664871197,0.250942548966543,18,17,0,1,15,12,16,13,0,0,0.9375,0.923076923076923,18,16,0,2,13,10,16,12,0,1,0.8125,0.833333333333333,15,12,132.339499993848,0.583376321653708,he,cabinet,closet,שידה,ארון,שידהארון
ארטילריה,808.926444396978,937.371666641512,0.704546282944211,1.3365811286412,68.1297383643063,114.75553555867,0.21314023423846,0.416960635430214,26,10,0,3,18,9,25,10,0,0,0.72,0.9,26,10,0,3,23,9,25,10,0,0,0.92,0.9,18,9,128.445222244534,0.632034845696989,he,cavalry,artillery,חיל פרשים,ארטילריה,חיל פרשיםארטילריה
אריה,430.780500017893,520.725999996244,-0.784746061277918,-0.487654458176715,38.1288107134474,27.223388712947,0.0611383668615615,0.103886391503474,5,22,0,5,4,20,4,20,0,0,1,1,5,21,0,6,3,16,4,20,0,0,0.75,0.8,4,20,89.945499978351,0.297091603101203,he,dragon,lion,דרקון,אריה,דרקוןאריה
ארנב,432.695499965801,463.126750101321,-0.733305518649637,-0.693024770261226,21.642236324163,33.7304733982879,0.135025744653305,0.110703668403276,22,4,0,0,18,4,19,4,0,0,0.947368421052632,1,22,4,0,0,19,4,19,4,0,0,1,1,18,4,30.4312501355193,0.0402807483884106,he,fox,rabbit,שועל,ארנב,שועלארנב
ארנק,554.714461529744,420.163800001226,-0.354005114857724,-0.791368983107989,112.684760447457,31.9748118086224,0.346337177232107,0.171076393288772,15,5,1,0,13,5,13,5,0,0,1,1,15,5,1,0,12,4,13,5,0,0,0.923076923076923,0.8,13,5,-134.550661528518,-0.437363868250266,he,pocket,wallet,כיס,ארנק,כיסארנק
אשה,611.574769248219,563.121999977637,-0.0586669883552581,-0.17540674818536,50.9498548212274,106.123560885709,0.213484850717213,0.380383003598394,15,6,1,1,13,4,13,5,0,0,1,0.8,15,6,1,1,11,5,13,5,0,0,0.846153846153846,1,13,4,-48.452769270582,-0.116739759830102,he,widow,woman,אלמנה,אשה,אלמנהאשה
אשם,440.30171430444,532.91612500631,-0.63393224378039,-0.37173337284402,24.4248075491274,48.5055335113176,0.0778452529147173,0.232502772729478,7,17,1,2,7,16,7,16,0,0,1,1,7,17,1,2,7,16,7,16,0,0,1,1,7,16,92.6144107018702,0.262198870936369,he,innocent,guilty,חף מפשע,אשם,חף מפשעאשם
אשף,555.620125034216,594.497600011783,0.0228108261566228,0.0980407146512605,82.7221980464975,49.4563542646101,0.398872088651594,0.233750174956901,14,18,0,2,8,10,9,15,0,0,0.888888888888889,0.666666666666667,14,18,0,2,8,14,9,15,0,0,0.888888888888889,0.933333333333333,8,10,38.877474977567,0.0752298884946377,he,magic,wizard,קסם,אשף,קסםאשף
אתגר,496.069699969563,520.529071468481,-0.482536090350027,-0.39747548030996,23.1936054056757,27.1412320982021,0.114126537806382,0.120360577673735,22,16,0,1,20,14,20,14,0,0,1,1,22,16,0,1,20,13,20,14,0,0,1,0.928571428571429,20,14,24.4593714989181,0.0850606100400672,he,obstacle,challenge,מכשול,אתגר,מכשולאתגר
אתמול,448.285439983073,499.966466675706,-0.713934017433735,-0.410349648013881,21.2770102688842,68.5679521853071,0.1068923166127,0.356727639450547,30,22,2,2,25,15,25,15,1,0,1,1,30,22,2,2,25,14,25,15,1,0,1,0.933333333333333,25,15,51.6810266926337,0.303584369419854,he,today,yesterday,היום,אתמול,היוםאתמול
באופן ישיר,578.26763636268,592.777931005659,-0.218395259742145,-0.177582230256291,39.7733894190952,58.585677869936,0.12472214141419,0.168931376194931,11,29,0,1,11,29,11,29,0,0,1,1,11,29,0,1,10,27,11,29,0,0,0.909090909090909,0.931034482758621,11,29,14.5102946429782,0.0408130294858546,he,direct,directly,ישר,באופן ישיר,ישרבאופן ישיר
באופן כללי,566.330608698555,547.179399927892,-0.152656199871088,-0.0784354900958632,58.9793487901131,41.1687171261451,0.296632475014399,0.23614007466627,30,16,2,0,24,15,26,16,0,0,0.923076923076923,0.9375,30,16,2,0,26,9,26,16,0,0,1,0.5625,23,15,-19.1512087706629,0.0742207097752248,he,naturally,generally,מטבע הדברים,באופן כללי,מטבע הדבריםבאופן כללי
באטמן,741.437285687163,663.424142864302,0.442083867660106,0.516014440758995,74.312241459429,48.3334489121248,0.319383417006,0.289672026998243,7,17,2,1,7,14,7,14,0,0,1,1,7,17,2,1,7,13,7,14,0,0,1,0.928571428571429,7,14,-78.0131428228607,0.0739305730988888,he,superman,batman,סופרמן,באטמן,סופרמןבאטמן
באמת,529.198099942674,483.553374976138,-0.310626821008915,-0.491525649311922,35.0761663984574,64.6934105256758,0.197918371822547,0.307284159021334,24,8,1,1,20,8,20,8,1,0,1,1,25,8,0,1,21,8,21,8,0,0,1,1,20,8,-45.6447249665362,-0.180898828303006,he,actually,really,למעשה,באמת,למעשהבאמת
בדיחה,463.36075000299,426.905000011902,-0.787658621433085,-0.770502119847562,19.1787678359882,,0.0647557976042306,,6,1,0,0,4,1,4,1,0,0,1,1,6,1,0,0,3,1,4,1,0,0,0.75,1,4,1,-36.4557499910885,0.0171565015855237,he,trick,joke,טריק,בדיחה,טריקבדיחה
בדיקה,474.181199992838,546.927214284209,-0.600113133768507,-0.165504914867681,48.8840647995027,70.7155576823719,0.155327369196651,0.478870677566495,5,15,0,0,5,14,5,14,0,0,1,1,5,15,0,0,5,13,5,14,0,0,1,0.928571428571429,5,14,72.7460142913713,0.434608218900826,he,examination,inspection,בחינה,בדיקה,בחינהבדיקה
בדיקה.1,586.088999970208,596.113157811253,-0.0874181218682677,-0.0813846601493392,49.5837507228777,52.7251457955546,0.214750913123715,0.210339789065738,10,19,1,1,9,19,9,19,0,0,1,1,10,19,1,1,3,15,9,19,0,0,0.333333333333333,0.789473684210526,9,19,10.0241578410452,0.00603346171892845,he,capsule,probe,כמוסה,בדיקה,כמוסהבדיקה
בדרך כלל,676.256642840329,527.545153846552,0.124690755898248,-0.314305918582986,129.629688142778,23.5941539515074,0.354287505919923,0.105356741478695,18,15,0,2,14,13,14,13,0,0,1,1,18,15,0,2,14,11,14,13,0,0,1,0.846153846153846,14,13,-148.711488993777,-0.438996674481234,he,normally,usually,באופן נורמלי,בדרך כלל,באופן נורמליבדרך כלל
בדרך כלל.1,606.610333337294,530.539549931241,0.18532575335401,-0.264950729263637,152.268774257389,26.6106676442934,0.720850692528848,0.109454710083928,8,21,1,0,6,20,8,20,0,0,0.75,1,8,21,1,0,5,19,8,20,0,0,0.625,0.95,6,20,-76.0707834060524,-0.450276482617647,he,ordinary,usual,רגיל,בדרך כלל,רגילבדרך כלל
בהיר,491.408000017887,542.94633329724,-0.575930646875586,-0.298184381674845,43.667348755311,50.799044667212,0.213724848397531,0.243748241100925,11,10,0,0,11,9,11,9,0,0,1,1,11,10,0,0,11,9,11,9,0,0,1,1,11,9,51.5383332793537,0.277746265200741,he,shine,bright,זוהר,בהיר,זוהרבהיר
בהתנדבות,579.612555565646,584.022647048608,-0.0187316060531935,-0.143009211009474,56.5465522663578,54.4746645801246,0.235019553252896,0.152955113739691,20,37,0,2,18,34,18,35,0,1,1,0.971428571428571,20,37,0,2,18,34,18,35,0,1,1,0.971428571428571,18,34,4.4100914829628,-0.124277604956281,he,volunteer,voluntarily,מתנדב,בהתנדבות,מתנדבבהתנדבות
בוגד,498.709437499243,547.191388868606,-0.410067952407159,-0.329671017569111,22.9015100953515,51.6515857698434,0.132671765935,0.196782917805279,20,20,0,3,16,18,17,18,0,0,0.941176470588235,1,20,20,0,3,16,18,17,18,0,0,0.941176470588235,1,16,18,48.4819513693625,0.0803969348380483,he,spy,traitor,מרגל,בוגד,מרגלבוגד
בוגר,484.677000027878,539.421523780005,-0.447886681506897,-0.379148204767561,46.1346427433802,28.4271140624446,0.259332190794715,0.1294355785299,20,24,1,2,17,22,17,22,0,0,1,1,20,24,1,2,16,22,17,22,0,0,0.941176470588235,1,17,21,54.7445237521271,0.0687384767393356,he,diploma,graduate,תעודה,בוגר,תעודהבוגר
בודד,586.33290476104,726.945000000007,-0.198538323973132,0.0946457060707072,48.8430230450646,97.055000047723,0.179872525641416,0.287814260972628,25,4,1,1,21,2,22,2,0,0,0.954545454545455,1,25,4,1,1,22,2,22,2,0,0,1,1,21,2,140.612095238967,0.293184030043839,he,alone,lonely,לבד,בודד,לבדבודד
בוחר,507.83671058208,498.966400005671,-0.442554765906257,-0.52113300190715,27.2958272433833,38.1528480366236,0.125096554285939,0.153190183065359,42,23,2,1,38,20,38,21,0,0,1,0.952380952380952,42,23,2,1,37,21,38,21,0,0,0.973684210526316,1,38,20,-8.87031057640849,-0.0785782360008925,he,candidate,voter,מועמד,בוחר,מועמדבוחר
בוס,487.364000166931,554.08949994859,-0.646292407139047,-0.217909744124651,47.0052406028703,65.4189144805012,0.250292537382711,0.346423073796991,3,6,0,2,3,6,3,6,0,0,1,1,3,6,0,2,3,6,3,6,0,0,1,1,3,6,66.7254997816586,0.428382663014397,he,manager,boss,מנהל,בוס,מנהלבוס
בוסטון,543.774741956453,617.490437479888,-0.317300660702386,0.256191336102811,41.868051485855,33.457909703893,0.231487254901671,0.207140920397126,35,19,3,1,31,16,31,17,0,0,1,0.941176470588235,35,19,3,1,26,17,31,17,0,0,0.838709677419355,1,31,16,73.7156955234348,0.573491996805197,he,washington,boston,וושינגטון,בוסטון,וושינגטוןבוסטון
בוקר,425.346769239382,484.175214313307,-0.816662198741304,-0.446273801623036,20.1880178787082,27.3860827157195,0.0853790073475426,0.160143355983628,16,16,1,0,13,14,13,14,0,0,1,1,16,16,1,0,13,12,13,14,0,0,1,0.857142857142857,13,14,58.8284450739256,0.370388397118268,he,tomorrow,morning,מחר,בוקר,מחרבוקר
בוקר.1,574.191470577193,537.045000005989,-0.217147309261508,-0.358827725882999,44.6232447306106,43.8877144176677,0.165072071694945,0.31919675658227,18,7,0,0,17,6,17,6,0,0,1,1,18,7,0,0,6,4,17,6,0,0,0.352941176470588,0.666666666666667,17,6,-37.1464705712044,-0.141680416621491,he,rodeo,cowboy,רודאו,בוקר,רודאובוקר
בושם,425.581333329338,618.99892860548,-1.0727878576457,-0.143636415575678,35.3473695683826,46.3708567018179,0.0921943629807352,0.187674619823437,4,14,3,2,3,14,3,14,0,0,1,1,4,14,3,2,3,13,3,14,0,0,1,0.928571428571429,3,14,193.417595276142,0.929151442070025,he,lipstick,perfume,שפתון,בושם,שפתוןבושם
בחוזקה,562.396999999751,601.049750005953,-0.16505634905847,-0.157287120462783,20.4031361456427,86.9916768081548,0.117640218027263,0.376452249127904,22,8,0,1,17,4,19,6,0,0,0.894736842105263,0.666666666666667,22,8,0,1,19,5,19,6,0,0,1,0.833333333333333,17,4,38.6527500062028,0.00776922859568663,he,firmly,strongly,בתוקף,בחוזקה,בתוקףבחוזקה
בחילה,535.783142856239,555.280916621512,-0.332468180279494,-0.427875303961272,34.8169985448462,41.3542231109225,0.14706354270442,0.13291629718407,31,14,0,1,28,12,28,12,0,1,1,1,31,14,0,1,27,12,28,12,0,1,0.964285714285714,1,28,12,19.497773765273,-0.0954071236817773,he,diarrhea,nausea,שלשול,בחילה,שלשולבחילה
בחירות,498.395000003768,473.821333353136,-0.520758156781529,-0.738685873443212,24.2566334285578,59.5746967193256,0.105891376346603,0.166999390461055,19,3,0,0,19,3,19,3,0,0,1,1,19,3,0,0,16,3,19,3,0,0,0.842105263157895,1,19,3,-24.573666650632,-0.217927716661684,he,campaign,election,קמפיין,בחירות,קמפייןבחירות
בחר,581.496699986061,508.018000035776,-0.16637447178456,-0.268483678607615,56.3527354119571,56.2632001889381,0.219906562285023,0.309030242441987,30,10,0,0,30,9,30,10,0,0,1,0.9,30,10,0,0,29,6,30,10,0,0,0.966666666666667,0.6,30,9,-73.4786999502842,-0.102109206823055,he,choose,select,העדיף,בחר,העדיףבחר
בטיחות,458.103599985404,569.446935502823,-0.675632059177039,-0.28573104982801,35.4759906609363,61.1120099096676,0.116275246715812,0.199090313087394,11,35,1,1,10,31,11,32,0,0,0.909090909090909,0.96875,11,34,1,2,10,24,11,31,0,1,0.909090909090909,0.774193548387097,10,31,111.34333551742,0.389901009349029,he,security,safety,בטחון,בטיחות,בטחוןבטיחות
בטני,949.969999968219,747.203814767568,1.00402474168735,0.728868861544439,70.32668765433,67.0206453926883,0.129206520221498,0.342596313111587,7,47,1,2,3,27,7,43,0,1,0.428571428571429,0.627906976744186,7,48,1,1,7,39,7,44,0,0,1,0.886363636363636,3,27,-202.766185200651,-0.275155880142914,he,spinal,abdominal,עמוד שדרה,בטני,עמוד שדרהבטני
ביולוגי,459.666307727627,554.855941198201,-0.579356658086754,-0.067481741909593,34.8748408606283,38.3198425182876,0.183549667923884,0.202622267524077,15,18,0,0,13,17,13,18,0,0,1,0.944444444444444,15,18,0,0,13,15,13,18,0,0,1,0.833333333333333,13,17,95.1896334705743,0.511874916177161,he,chemical,biological,כימי,ביולוגי,כימיביולוגי
ביולוגיה,555.95620588322,521.263323565183,-0.333742651759198,-0.375045731905865,53.8928681637781,21.5048847561654,0.167194617419401,0.125312339993292,39,38,4,4,34,34,34,34,1,0,1,1,39,38,4,4,32,33,34,34,1,0,0.941176470588235,0.970588235294118,34,34,-34.6928823180366,-0.0413030801466674,he,chemistry,biology,כימיה,ביולוגיה,כימיהביולוגיה
ביזבז,622.485777762699,682.281090863039,-0.0139958804758228,0.641559351779326,94.0092067013033,43.032397638806,0.359891020421923,0.358744206918865,9,14,1,1,9,11,9,14,0,0,1,0.785714285714286,9,14,1,1,9,13,9,14,0,0,1,0.928571428571429,9,11,59.7953131003394,0.655555232255149,he,waste,spend,בזבוז,ביזבז,בזבוזביזבז
ביטוי,582.722631658858,700.561499940406,-0.147254465057945,0.783767475052973,34.674334393955,284.978500011901,0.148409101280789,1.26453972659323,42,4,2,0,38,2,38,3,0,0,1,0.666666666666667,42,4,2,0,36,3,38,3,0,0,0.947368421052632,1,38,2,117.838868281548,0.931021940110918,he,dictionary,phrase,מילון,ביטוי,מילוןביטוי
בייסבול,555.580500035959,597.7094000143,-0.31275554849209,0.101178328660765,34.6286339276544,115.783395362035,0.179691856156335,0.365437926973675,8,5,0,0,6,5,6,5,0,0,1,1,8,5,0,0,5,4,6,5,0,0,0.833333333333333,0.8,6,5,42.1288999783408,0.413933877152855,he,stadium,baseball,אצטדיון,בייסבול,אצטדיוןבייסבול
בייקון,582.930031218975,549.7359285348,0.0244372902332572,-0.22900891807901,32.2765160424292,37.969198437335,0.155385642784314,0.152063331520586,38,17,1,0,32,14,33,16,0,0,0.96969696969697,0.875,38,17,1,0,32,14,33,16,0,0,0.96969696969697,0.875,32,14,-33.1941026841749,-0.253446208312267,he,toast,bacon,טוסט,בייקון,טוסטבייקון
ביצה,480.804200058128,469.237400042894,-0.61167504617421,-0.74969872561522,39.3331600388647,81.5075363529239,0.229249224011477,0.232452735925559,5,5,1,0,5,5,5,5,0,0,1,1,5,5,1,0,4,2,5,5,0,0,0.8,0.4,5,5,-11.5668000152336,-0.138023679441011,he,nest,egg,קן,ביצה,קןביצה
ביצוע,449.839833346735,592.316272715223,-0.661644929510707,-0.190131663918865,32.5819534732752,97.6160458829226,0.103191078176249,0.380598719827882,15,12,2,1,12,11,12,11,0,0,1,1,15,12,2,1,11,8,12,11,0,0,0.916666666666667,0.727272727272727,12,11,142.476439368488,0.471513265591843,he,show,performance,הופעה,ביצוע,הופעהביצוע
בירה,414.832000005212,518.117363596542,-0.814074830143629,-0.450863533598682,30.2513120704889,46.4772164615464,0.125804268995239,0.180729071306452,9,12,0,0,8,11,8,11,0,0,1,1,9,12,0,0,8,11,8,11,0,0,1,1,8,11,103.28536359133,0.363211296544947,he,drink,beer,שתיה,בירה,שתיהבירה
בית ספר,499.533857073483,593.310869561863,-0.464666783757267,-0.146730915907257,34.267051750762,45.0359623074716,0.116237080443632,0.165520044990118,16,24,1,0,14,23,14,23,0,0,1,1,16,24,1,0,13,21,14,23,0,0,0.928571428571429,0.91304347826087,14,23,93.7770124883796,0.31793586785001,he,class,school,כיתה,בית ספר,כיתהבית ספר
בית קברות,477.517684196355,587.877875000745,-0.5095042501223,-0.142007626341951,19.1560647883165,28.2127693173984,0.0742157731914338,0.0926606610507704,22,30,3,2,19,24,19,24,0,0,1,1,22,30,3,2,17,22,19,24,0,0,0.894736842105263,0.916666666666667,19,24,110.360190804391,0.367496623780348,he,grave,cemetery,קבר,בית קברות,קברבית קברות
בכבדות,499.385153873219,545.44392859273,-0.409040705400344,-0.279963376329263,33.4773367224431,31.7007318459204,0.114173582536547,0.133712570087933,18,18,0,1,13,14,13,14,0,0,1,1,17,18,1,1,12,14,13,14,0,0,0.923076923076923,1,13,14,46.0587747195112,0.129077329071081,he,heavy,heavily,כבד,בכבדות,כבדבכבדות
בלבול,569.680052586007,664.994374970193,-0.214438307355252,0.12763688467747,50.0560128394004,134.992897985742,0.273234350583352,0.42150045608976,23,11,1,1,19,9,19,9,0,0,1,1,23,11,1,1,19,8,19,9,0,0,1,0.888888888888889,19,8,95.3143223841855,0.342075192032722,he,chaos,confusion,אי סדר,בלבול,אי סדרבלבול
בלש,534.570333314274,445.65179997615,-0.272793716432218,-0.68153660910219,22.8183229554486,25.1849110621474,0.161582913838478,0.102082799246509,19,7,0,0,15,5,17,6,0,0,0.88235294117647,0.833333333333333,19,7,0,0,15,5,17,6,0,0,0.88235294117647,0.833333333333333,15,5,-88.9185333381238,-0.408742892669972,he,agent,detective,סוכן,בלש,סוכןבלש
במהירות,484.016571476257,598.561000023852,-0.591424971418908,-0.202065467126494,32.7900972268359,37.306999976165,0.117731112543656,0.329389029482951,11,4,0,0,7,2,8,3,0,0,0.875,0.666666666666667,11,4,0,0,6,3,8,3,0,0,0.75,1,7,2,114.544428547595,0.389359504292414,he,slowly,quickly,לאט,במהירות,לאטבמהירות
במכוון,587.79850000254,603.984300026492,-0.123056449095743,0.0614576707382838,61.0854275814956,37.7378198021136,0.209107409663591,0.18539273103989,16,37,1,1,14,32,15,33,0,0,0.933333333333333,0.96969696969697,16,37,1,1,15,32,15,33,0,0,1,0.96969696969697,14,30,16.185800023952,0.184514119834027,he,accidentally,intentionally,בטעות,במכוון,בטעותבמכוון
בן,437.70850001852,488.772142863866,-0.827139287741281,-0.518311411779168,20.9625928163948,21.3079116784063,0.0766034109817799,0.101531843543109,16,31,1,4,14,28,14,28,0,1,1,1,16,31,1,4,11,24,14,28,0,1,0.785714285714286,0.857142857142857,14,28,51.0636428453458,0.308827875962113,he,daughter,son,בת,בן,בתבן
