target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fr_cue,fr_target,fr_word_combo
rapidement,547.691269849227,543.702563639055,-0.603876462454683,-0.463968016236711,15.7414577398064,15.9001923838025,0.054818560774257,0.0790286906473857,67,57,0,2,63,55,65,56,0,0,0.969230769230769,0.982142857142857,67,57,0,2,63,53,65,56,0,0,0.969230769230769,0.946428571428571,63,55,-3.98870621017124,0.139908446217972,fr,slowly,quickly,lentement,rapidement,lentementrapidement
rarement,586.932265629248,617.131169014607,-0.342275367915674,-0.206236616562878,30.047283226481,26.7710592893553,0.1128110429054,0.0893736940455051,67,73,1,6,64,71,66,71,0,1,0.96969696969697,1,67,73,1,6,65,68,66,71,0,1,0.984848484848485,0.957746478873239,64,71,30.1989033853582,0.136038751352796,fr,occasionally,rarely,parfois,rarement,parfoisrarement
rassembler,579.099179105142,663.522155739377,-0.388386383892737,-0.196383382128207,22.3153629627309,28.2118172686497,0.0815079404630174,0.0925958557229902,71,63,1,3,67,61,67,61,1,0,1,1,71,63,1,3,66,60,67,61,1,0,0.985074626865672,0.983606557377049,67,61,84.4229766342352,0.19200300176453,fr,collect,gather,collecter,rassembler,collecterrassembler
rat,513.943065559386,585.809227116557,-0.6758496332271,-0.365863036161213,13.0458315982867,23.3621797800287,0.050520357579744,0.106870990535061,62,62,1,1,61,59,61,60,1,0,1,0.983333333333333,63,62,0,1,61,57,62,60,0,0,0.983870967741935,0.95,61,59,71.8661615571713,0.309986597065887,fr,mouse,rat,souris,rat,sourisrat
raton laveur,749.104557716165,773.074570175345,0.380699240710297,0.498972978446386,39.4645738680035,25.4466003570361,0.120663065026221,0.102809934145238,56,61,3,3,52,57,56,60,0,1,0.928571428571429,0.95,56,61,3,3,55,55,56,60,0,1,0.982142857142857,0.916666666666667,52,57,23.9700124591795,0.11827373773609,fr,squirrel,raccoon,écureuil,raton laveur,écureuilraton laveur
reconnaissance,674.182025868011,600.877299992452,0.0162452078690955,-0.343870289160588,35.1289399701497,15.8984996860294,0.191162597282733,0.0540561877244267,58,61,1,1,58,60,58,60,0,0,1,1,58,61,1,1,58,59,58,60,0,0,1,0.983333333333333,58,60,-73.3047258755587,-0.360115497029683,fr,hospitality,gratitude,hospitalité,reconnaissance,hospitalitéreconnaissance
religion,509.80927302148,621.382219712847,-0.609897959750743,-0.361039823560732,18.3728780212377,26.940099786685,0.0812439562940723,0.0946657151829449,64,71,2,2,63,71,64,71,0,0,0.984375,1,64,71,2,2,64,67,64,71,0,0,1,0.943661971830986,63,71,111.572946691367,0.248858136190011,fr,philosophy,religion,philosophie,religion,philosophiereligion
remarquable,618.922516392578,617.164641317748,-0.20737234793605,-0.234333059206086,30.4649796409215,19.9467569086693,0.11356972784295,0.0822292627450716,62,68,1,1,61,63,62,65,0,0,0.983870967741935,0.969230769230769,62,68,1,1,62,62,62,65,0,0,1,0.953846153846154,61,63,-1.75787507482994,-0.0269607112700361,fr,exceptional,remarkable,exceptionnel,remarquable,exceptionnelremarquable
remercier,639.127241938743,563.426214668065,-0.189574319478261,-0.510922249481221,38.3526693972132,16.8175443526374,0.142388648230474,0.0547365821746884,66,79,4,3,62,75,64,76,0,1,0.96875,0.986842105263158,66,79,4,3,64,72,64,76,0,1,1,0.947368421052632,62,75,-75.701027270678,-0.321347930002961,fr,grateful,thank,reconnaissant,remercier,reconnaissantremercier
remémorer,767.284870374171,824.363785629175,0.441178799552674,0.675688767390281,44.2357691930149,40.5878495652779,0.189353458044645,0.157822664961162,58,62,1,4,54,56,58,60,0,0,0.931034482758621,0.933333333333333,58,62,1,4,57,60,58,60,0,0,0.982758620689655,1,54,56,57.078915255004,0.234509967837607,fr,forget,remember,oublier,remémorer,oublierremémorer
rencontrer,584.200879312059,614.195227868379,-0.51352060462291,-0.260979502085688,39.9785848976771,30.5179860589399,0.105630418586032,0.100217991947835,61,63,0,0,58,62,60,62,0,0,0.966666666666667,1,61,63,0,0,60,59,60,62,0,0,1,0.951612903225806,58,61,29.9943485563202,0.252541102537222,fr,see,meet,voir,rencontrer,voirrencontrer
repas,514.023445835239,536.611950013216,-0.74060061545454,-0.588945165020933,13.7362782033597,22.2746883638513,0.0478436575667757,0.0656794736819214,72,60,0,0,72,60,72,60,0,0,1,1,72,60,0,0,68,58,72,60,0,0,0.944444444444444,0.966666666666667,72,60,22.588504177977,0.151655450433607,fr,food,meal,aliments,repas,alimentsrepas
requête,545.783089291214,637.345037038747,-0.489257847349416,-0.265153326986727,18.4260744221525,28.5262900238235,0.0578670225515271,0.0930094013304867,57,60,4,3,56,54,57,56,1,0,0.982456140350877,0.964285714285714,57,60,4,3,57,54,57,56,1,0,1,0.964285714285714,56,54,91.5619477475333,0.224104520362689,fr,demand,request,demande,requête,demanderequête
restaurant,543.054469362491,591.799820892155,-0.626898670186198,-0.306591217225082,14.8670765586623,23.915630705456,0.0539257255642039,0.0993677287783922,63,67,0,2,62,67,62,67,0,0,1,1,63,67,0,2,59,57,62,67,0,0,0.951612903225806,0.850746268656716,62,67,48.7453515296644,0.320307452961116,fr,pub,restaurant,pub,restaurant,pubrestaurant
retirer,579.09054239192,637.60589230524,-0.362009064076181,-0.118277001672371,23.2174854384146,44.5829995110006,0.0919753099051765,0.191014379325089,59,66,1,4,59,65,59,65,0,1,1,1,59,66,1,4,56,65,59,65,0,1,0.949152542372881,1,59,65,58.5153499133202,0.24373206240381,fr,eliminate,remove,éliminer,retirer,éliminerretirer
retourner,575.373857185778,572.429298243562,-0.413454550399157,-0.415615119435755,21.0188742925122,22.7659177598221,0.098604279697233,0.101225122954964,66,61,2,2,63,58,63,58,1,0,1,1,66,61,2,2,60,57,63,58,1,0,0.952380952380952,0.982758620689655,63,57,-2.94455894221539,-0.00216056903659789,fr,back,return,reculer,retourner,reculerretourner
revenu,583.1204482715,586.798043549916,-0.457658059722548,-0.45605865238355,23.1850443259698,23.3920812209303,0.0686051800091331,0.0761483456622034,59,64,0,2,58,62,58,63,0,1,1,0.984126984126984,59,64,0,2,54,62,58,63,0,1,0.931034482758621,0.984126984126984,58,62,3.67759527841611,0.00159940733899866,fr,profit,income,profit,revenu,profitrevenu
riche,533.194705879423,491.64210810692,-0.707986789823093,-0.731354472983685,23.4311651104631,10.9815826852485,0.0658284482341272,0.0430950965273225,72,75,1,2,68,74,68,74,0,0,1,1,72,75,1,2,65,71,68,74,0,0,0.955882352941177,0.959459459459459,68,74,-41.5525977725036,-0.0233676831605922,fr,poor,rich,pauvre,riche,pauvreriche
richesse,554.936516124803,595.928352940727,-0.508851822574507,-0.267221112847458,16.0934020116947,34.0478271555977,0.0519781236917877,0.112949022278896,65,69,1,3,62,68,62,68,1,0,1,1,65,68,1,4,60,43,62,67,1,1,0.967741935483871,0.641791044776119,62,68,40.991836815924,0.24163070972705,fr,treasure,wealth,trésor,richesse,trésorrichesse
rigoler,541.803308477172,562.926589647103,-0.53378754594699,-0.461245878804133,32.0086877533408,18.1927075703361,0.148832574387607,0.0632627888329492,62,63,1,3,60,59,60,59,0,1,1,1,62,63,1,3,60,58,60,59,0,1,1,0.983050847457627,59,58,21.1232811699314,0.0725416671428574,fr,smile,laugh,sourire,rigoler,sourirerigoler
robe,497.542285255515,519.734500004472,-0.91820684959881,-0.626030042811562,10.4304296040924,14.8126473183086,0.0449165358474904,0.0647361232588332,63,57,2,1,61,54,61,55,0,1,1,0.981818181818182,63,56,2,2,60,53,61,54,0,2,0.983606557377049,0.981481481481482,61,54,22.192214748957,0.292176806787248,fr,skirt,dress,jupe,robe,juperobe
roi,466.049935579139,484.199284219853,-0.874383039226478,-0.686066650486053,11.23959715692,10.5699720186678,0.0519683090613111,0.0498309405382184,62,59,1,1,59,57,59,57,0,0,1,1,62,59,1,1,59,56,59,57,0,0,1,0.982456140350877,59,57,18.1493486407141,0.188316388740425,fr,queen,king,reine,roi,reineroi
romantique,550.332687554487,630.816736879348,-0.491654749597292,-0.186960536028553,19.1506701086869,29.0760133062764,0.0684195553779288,0.11788359000161,67,79,3,5,64,76,64,78,2,0,1,0.974358974358974,68,79,2,5,63,77,65,77,1,1,0.969230769230769,1,64,76,80.484049324861,0.30469421356874,fr,dramatic,romantic,dramatique,romantique,dramatiqueromantique
rome,622.585090912009,665.35388525462,-0.328312628857024,0.0315540544712208,40.7874030538176,34.2373657378607,0.135340894483056,0.135135802515461,58,72,1,2,55,61,57,68,0,0,0.964912280701754,0.897058823529412,58,72,1,2,54,58,57,68,0,0,0.947368421052632,0.852941176470588,55,61,42.7687943426105,0.359866683328245,fr,caesar,rome,césar,rome,césarrome
royaume,579.654698114739,576.839895828263,-0.443966104106361,-0.458642954373057,23.1295760452183,22.646979711258,0.0704937899662803,0.0887674100279236,56,54,1,1,53,48,53,50,0,0,1,0.96,56,54,1,1,51,49,53,50,0,0,0.962264150943396,0.98,53,48,-2.81480228647672,-0.014676850266696,fr,royal,kingdom,royal,royaume,royalroyaume
rue,513.888898337036,528.260731341638,-0.693667348194407,-0.564606159617701,20.1247661169627,22.4424598789793,0.0807462631718314,0.0735450541390057,64,72,2,2,60,67,62,69,0,0,0.967741935483871,0.971014492753623,64,72,2,2,61,67,62,69,0,0,0.983870967741935,0.971014492753623,60,67,14.3718330046014,0.129061188576706,fr,avenue,street,avenue,rue,avenuerue
rue.1,509.456015878505,566.665024561955,-0.717146507489367,-0.597366368701167,19.5217688515255,21.0366217131042,0.0807604707638622,0.0668276185379814,65,60,1,1,63,57,63,59,0,0,1,0.966101694915254,65,60,1,1,62,56,63,59,0,0,0.984126984126984,0.949152542372881,63,57,57.2090086834498,0.1197801387882,fr,corner,alley,coin,rue,coinrue
réacteur,566.308063494187,626.011877192842,-0.397000486301158,-0.228241289870354,16.2998803935786,22.7260357384675,0.064371279479957,0.0744638067390081,65,60,0,1,63,57,63,58,0,0,1,0.982758620689655,65,60,0,1,61,56,63,58,0,0,0.968253968253968,0.96551724137931,63,57,59.7038136986552,0.168759196430804,fr,generator,reactor,générateur,réacteur,générateurréacteur
réalisateur,535.070169230526,697.464964274577,-0.57386210525091,-0.0113170876864175,19.3190972980288,44.7902260612333,0.0648305214180237,0.148957930616688,66,59,3,3,65,56,65,57,1,0,1,0.982456140350877,65,58,4,4,62,56,65,56,1,1,0.953846153846154,1,65,56,162.394795044051,0.562545017564492,fr,producer,director,producteur,réalisateur,producteurréalisateur
réaliste,567.624416673077,564.718877181278,-0.392661600368911,-0.398958782984585,24.7818745475784,32.0567183846073,0.112206114360081,0.121801610240575,60,59,2,4,60,58,60,59,1,0,1,0.983050847457627,60,59,2,4,58,54,60,59,1,0,0.966666666666667,0.915254237288136,60,57,-2.90553949179878,-0.00629718261567375,fr,optimistic,realistic,optimiste,réaliste,optimisteréaliste
récemment,615.387661030968,591.374290338426,-0.22393985692743,-0.260683043461641,19.3862882531714,19.0156057403102,0.0867773440980618,0.098024792623903,62,68,1,3,59,63,59,65,0,1,1,0.969230769230769,62,68,1,3,56,64,59,65,0,1,0.949152542372881,0.984615384615385,59,62,-24.0133706925413,-0.0367431865342103,fr,just,recently,juste,récemment,justerécemment
récompense,582.693858785488,571.245553847863,-0.383601607605045,-0.359874259319339,19.8189798459147,22.24772510996,0.0539209913727318,0.0846052316282497,71,69,1,0,68,66,69,66,0,0,0.985507246376812,1,71,69,1,0,67,66,69,66,0,0,0.971014492753623,1,68,65,-11.4483049376246,0.023727348285706,fr,bonus,reward,prime,récompense,primerécompense
réduire,523.171067780407,598.493394549493,-0.543956522439415,-0.296940713926488,17.5245187016308,23.1432435414486,0.0750874474998789,0.09388241881591,61,58,0,1,59,55,59,55,0,0,1,1,61,58,0,1,57,54,59,55,0,0,0.966101694915254,0.981818181818182,59,55,75.322326769086,0.247015808512927,fr,increase,reduce,augmenter,réduire,augmenterréduire
réel,542.298066679133,525.437515154031,-0.5619712280359,-0.546798109591713,21.3679668644532,16.2783645564734,0.0780263999876854,0.0896304509326904,60,69,2,0,60,66,60,66,1,0,1,1,60,69,2,0,59,64,60,66,1,0,0.983333333333333,0.96969696969697,60,66,-16.8605515251013,0.0151731184441879,fr,true,real,vrai,réel,vrairéel
réparation,633.707349996152,644.50776924937,-0.355867042293316,-0.128705370821234,34.2456008637038,28.6373549190613,0.0999792635502672,0.125963767423281,67,69,1,1,60,66,60,66,0,0,1,1,67,69,1,1,59,64,60,66,0,0,0.983333333333333,0.96969696969697,60,65,10.8004192532181,0.227161671472082,fr,fix,repair,réparer,réparation,réparerréparation
réplique,627.2385972167,645.39953889866,-0.175356182175239,-0.0740176786800433,24.1602765683019,29.8915913578637,0.105950392006792,0.112329362729556,75,74,1,3,72,72,72,72,0,0,1,1,75,74,1,3,69,69,72,72,0,0,0.958333333333333,0.958333333333333,72,72,18.1609416819599,0.101338503495195,fr,answer,reply,réponse,réplique,réponseréplique
répugnant,687.657081158732,661.642074064438,-0.050327151419276,0.0158319288260086,31.6595802158968,22.8781030658643,0.0904835832096792,0.0786962784743064,72,58,1,2,69,54,72,56,0,0,0.958333333333333,0.964285714285714,71,58,2,2,69,48,71,56,1,0,0.971830985915493,0.857142857142857,69,54,-26.0150070942938,0.0661590802452846,fr,dirty,disgusting,sale,répugnant,salerépugnant
réputation,626.509595165102,566.362539689925,-0.302502776846196,-0.394513935883169,27.2943601845519,20.6496379803328,0.0827200688413825,0.0936020439864529,68,66,5,1,62,63,62,65,1,0,1,0.969230769230769,68,66,5,1,56,64,62,65,1,0,0.903225806451613,0.984615384615385,62,63,-60.147055475177,-0.0920111590369731,fr,career,reputation,carrière,réputation,carrièreréputation
résister,566.277592421206,576.231923216002,-0.600516905353013,-0.486472788804683,21.0230749756423,18.5224801124431,0.0711850439322838,0.0621292033762513,69,60,1,1,67,56,67,57,0,0,1,0.982456140350877,69,60,1,1,64,54,67,57,0,0,0.955223880597015,0.947368421052632,66,56,9.95433079479562,0.114044116548329,fr,resistance,resist,résistance,résister,résistancerésister
réunion,525.125544121158,546.210240780497,-0.634429777067807,-0.601978300162646,19.177976030773,19.9053787027723,0.057263802235734,0.0721156044388357,70,59,2,1,69,55,69,55,1,0,1,1,70,59,2,1,69,55,69,55,1,0,1,1,68,54,21.0846966593388,0.0324514769051605,fr,conference,meeting,conférence,réunion,conférenceréunion
réussir,569.95406066806,596.223749168448,-0.536943767282848,-0.322005646652452,23.8708361035698,36.5405123797649,0.0832395982709055,0.150125634784602,62,62,0,2,61,59,61,60,0,0,1,0.983333333333333,62,61,0,3,61,59,61,59,0,1,1,1,61,59,26.2696885003885,0.214938120630396,fr,manage,succeed,gérer,réussir,gérerréussir
rêve,551.688400008645,516.994360643527,-0.570157476285827,-0.653482798487626,26.214578874447,21.5647203743986,0.0901767153933935,0.0772584303630583,64,63,4,5,60,61,61,61,0,0,0.983606557377049,1,64,63,4,5,57,57,61,61,0,0,0.934426229508197,0.934426229508197,60,61,-34.6940393651181,-0.0833253222017986,fr,nightmare,dream,cauchemar,rêve,cauchemarrêve
sable,515.482602914606,554.798994448968,-0.643480702362544,-0.533296730699048,14.1522652148826,21.6397926919711,0.0484091126258062,0.084984351448963,71,55,1,3,68,54,69,54,0,0,0.985507246376812,1,71,55,1,3,62,44,69,54,0,0,0.898550724637681,0.814814814814815,68,54,39.3163915343622,0.110183971663496,fr,mud,sand,boue,sable,bouesable
sabotage,665.353849995821,699.009692327449,-0.0730191920319705,0.0879010624161491,32.6491891640505,38.6806093057776,0.11672179195116,0.127610663745141,61,69,3,4,60,65,60,66,0,1,1,0.984848484848485,61,69,3,4,57,62,60,66,0,1,0.95,0.93939393939394,60,65,33.6558423316276,0.16092025444812,fr,espionage,sabotage,espionnage,sabotage,espionnagesabotage
sac,534.48707895156,526.288561415062,-0.614985115181851,-0.596744065813259,16.5018114162474,17.2086708619054,0.05601133345031,0.070556837124302,80,57,0,1,76,57,77,57,0,0,0.987012987012987,1,80,57,0,1,76,54,77,57,0,0,0.987012987012987,0.947368421052632,76,57,-8.19851753649777,0.0182410493685916,fr,box,bag,boîte,sac,boîtesac
salade,598.688503506249,538.333511297426,-0.447792725087801,-0.618712089295883,40.3176240945149,18.0531124684991,0.157413813008944,0.0613879756585649,60,63,0,2,58,62,58,62,0,0,1,1,60,63,0,2,55,58,58,62,0,0,0.948275862068966,0.935483870967742,57,62,-60.3549922088231,-0.170919364208082,fr,soup,salad,soupe,salade,soupesalade
salaire,571.866395517189,534.718558631325,-0.450605337671374,-0.66109285541734,37.7445448738565,14.5728688376097,0.146747363197952,0.0536975413733627,71,62,6,5,68,58,69,59,0,1,0.985507246376812,0.983050847457627,71,62,6,5,68,58,69,59,0,1,0.985507246376812,0.983050847457627,67,58,-37.147836885864,-0.210487517745966,fr,pension,salary,pension,salaire,pensionsalaire
salle de bain,622.166817652409,609.815438591017,-0.294074791744256,-0.231751949670846,22.7868050448777,22.9910804916854,0.0733060923730414,0.0625285116225873,72,57,2,3,68,57,68,57,0,0,1,1,72,57,2,3,68,55,68,57,0,0,1,0.964912280701754,68,57,-12.3513790613911,0.0623228420734106,fr,shower,bathroom,douche,salle de bain,douchesalle de bain
saluer,533.322196434304,580.163176263072,-0.64080091312982,-0.373193207931913,17.0944816468361,22.5894355204713,0.0565748584986504,0.134472800680273,58,63,2,0,56,59,56,61,0,0,1,0.967213114754098,58,63,2,0,54,57,56,61,0,0,0.964285714285714,0.934426229508197,56,59,46.8409798287673,0.267607705197907,fr,congratulate,greet,féliciter,saluer,félicitersaluer
salut,508.727067792402,604.252850747359,-0.736578074810777,-0.357299887091779,16.8298333615469,38.0192346742882,0.0601533063179902,0.12979199467249,64,69,0,5,59,67,59,67,0,0,1,1,64,69,0,5,57,61,59,67,0,0,0.966101694915254,0.91044776119403,59,67,95.5257829549566,0.379278187718998,fr,hello,bye,bonjour,salut,bonjoursalut
samouraï,677.891813572004,738.390409090839,-0.0298168819497438,0.275702249888667,36.7971512097302,27.6557886770607,0.113148784849321,0.117753994134256,65,53,1,1,59,44,63,51,0,1,0.936507936507937,0.862745098039216,65,53,1,1,57,49,63,51,0,1,0.904761904761905,0.96078431372549,59,44,60.498595518835,0.305519131838411,fr,ninja,samurai,ninja,samouraï,ninjasamouraï
satellite,639.402948322288,636.491127586232,-0.111777770912833,-0.0946413942885668,17.2725069942551,17.7199834319067,0.0635760669112077,0.0632185974992471,63,62,3,2,58,58,59,60,0,0,0.983050847457627,0.966666666666667,63,62,3,2,55,59,59,60,0,0,0.932203389830508,0.983333333333333,58,58,-2.91182073605637,0.0171363766242665,fr,radar,satellite,radar,satellite,radarsatellite
sauce,506.427578950427,619.220608698212,-0.655258299167571,-0.310738821101651,17.8283248332016,37.2142846573413,0.0865371549542387,0.154093407253166,57,72,2,2,57,69,57,70,0,0,1,0.985714285714286,57,72,2,2,54,55,57,70,0,0,0.947368421052632,0.785714285714286,57,69,112.793029747785,0.34451947806592,fr,cream,sauce,crème,sauce,crèmesauce
saut,510.827950000287,629.81385667423,-0.600512231091102,-0.187232778023558,18.3623338439489,32.2208726380809,0.086442013459468,0.123508928225755,56,62,1,1,54,60,55,61,1,0,0.981818181818182,0.983606557377049,56,62,1,1,52,52,55,61,1,0,0.945454545454545,0.852459016393443,54,60,118.985906673943,0.413279453067543,fr,climb,jump,grimper,saut,grimpersaut
sauver,514.844160727308,571.254107690512,-0.616080796731232,-0.471742183127878,15.7899821909856,29.2582488711987,0.0724701896593721,0.105686395056799,58,68,1,0,56,65,56,66,0,0,1,0.984848484848485,58,68,1,0,54,64,56,66,0,0,0.964285714285714,0.96969696969697,56,65,56.4099469632039,0.144338613603354,fr,rescue,save,secourir,sauver,secourirsauver
sauveur,654.374200003375,554.829383342531,-0.183271328490308,-0.53328450161631,53.5949366694508,34.4196938998419,0.16065813318847,0.115796421065531,59,61,4,1,56,60,57,61,0,0,0.982456140350877,0.983606557377049,59,61,4,1,54,60,57,61,0,0,0.947368421052632,0.983606557377049,55,60,-99.5448166608436,-0.350013173126002,fr,hero,savior,héros,sauveur,hérossauveur
scandale,604.169025660412,818.630766670848,-0.349516853983119,0.655653948689446,19.0168423690512,54.3982143642786,0.064617154523363,0.219748527085755,81,62,3,2,78,60,80,60,0,1,0.975,1,81,62,3,2,69,34,80,60,0,1,0.8625,0.566666666666667,78,60,214.461741010436,1.00517080267256,fr,gossip,scandal,potins,scandale,potinsscandale
science,504.589898300391,547.430969701036,-0.675460893129925,-0.492897205499067,19.3579864043611,19.1162222578535,0.0726348171077664,0.0803494646366957,62,67,1,1,59,66,60,66,0,0,0.983333333333333,1,63,67,0,1,60,65,60,66,0,0,1,0.984848484848485,59,66,42.841071400645,0.182563687630858,fr,technology,science,technologie,science,technologiescience
scientifique,581.473971838392,562.501593791155,-0.362769340574967,-0.486912873780704,22.0861755874004,16.7883405646436,0.0687590358228469,0.0552108354774387,73,64,0,2,71,64,72,64,0,1,0.986111111111111,1,73,65,0,1,71,65,72,65,0,0,0.986111111111111,1,71,64,-18.9723780472374,-0.124143533205738,fr,genius,scientist,génie,scientifique,géniescientifique
semaine,538.746806045005,578.103955891249,-0.546974261865749,-0.417887198635198,21.7971701475265,33.1312417275777,0.0859677230929613,0.101944426966237,73,71,0,1,67,68,69,68,0,0,0.971014492753623,1,73,71,0,1,66,61,69,68,0,0,0.956521739130435,0.897058823529412,67,68,39.3571498462441,0.129087063230551,fr,month,week,mois,semaine,moissemaine
sensation,551.745841500655,555.96667273967,-0.513045446690346,-0.485279529625458,17.6038009792902,20.8238916519882,0.0442577881281955,0.0749780080434677,56,57,0,1,53,55,54,55,0,0,0.981481481481482,1,56,57,0,1,52,55,54,55,0,0,0.962962962962963,1,53,55,4.22083123901484,0.0277659170648884,fr,impression,feeling,impression,sensation,impressionsensation
sensible,574.030228081686,586.348421214731,-0.406900657659114,-0.477644607609375,23.1301276336792,19.7898527881305,0.107317198556465,0.0617630680541492,58,69,1,0,57,66,57,67,0,0,1,0.985074626865672,58,69,1,0,52,66,57,67,0,0,0.912280701754386,0.985074626865672,57,66,12.3181931330452,-0.0707439499502607,fr,delicate,sensitive,délicat,sensible,délicatsensible
sentir,556.846329468853,573.754343754745,-0.572017119542902,-0.378607918219536,24.1520131774797,21.3384574913648,0.0950704196977089,0.0698326881869431,71,65,1,0,68,64,69,65,0,0,0.985507246376812,0.984615384615385,71,65,1,0,68,62,69,65,0,0,0.985507246376812,0.953846153846154,68,64,16.9080142858919,0.193409201323366,fr,taste,smell,goût,sentir,goûtsentir
seringue,653.772758039797,721.194365412087,-0.0557398955656363,0.281301946244917,23.3351872485016,37.3250422189273,0.0960614922440076,0.157973310019576,66,61,1,1,62,53,64,59,1,0,0.96875,0.898305084745763,65,61,2,1,62,59,63,59,2,0,0.984126984126984,1,62,52,67.4216073722899,0.337041841810553,fr,needle,syringe,aiguille,seringue,aiguilleseringue
serment,617.384895831267,695.362480030533,-0.316679865659241,0.158854198629988,27.5450070909912,34.5090254044521,0.0859870401033738,0.166571585254232,55,67,1,2,48,60,50,67,0,0,0.96,0.895522388059702,55,67,1,2,49,67,50,67,0,0,0.98,1,48,60,77.9775841992656,0.475534064289229,fr,swear,oath,jurer,serment,jurerserment
sermon,709.733210527052,735.472909525572,0.196257533465822,0.34144484068961,33.0898231223237,33.7305312308251,0.134239025312745,0.130051352759486,66,63,2,2,38,42,63,59,1,0,0.603174603174603,0.711864406779661,67,64,1,1,64,58,64,59,0,0,1,0.983050847457627,38,42,25.7396989985192,0.145187307223787,fr,speech,sermon,discours,sermon,discourssermon
serpent,600.456083019895,569.076107129066,-0.385600179829522,-0.439898389272427,32.4655002113003,19.9302329811917,0.106391455335216,0.0781857188646159,58,59,2,1,53,57,55,57,0,0,0.963636363636364,1,58,59,2,1,38,55,55,57,0,0,0.690909090909091,0.964912280701754,53,56,-31.3799758908285,-0.0542982094429053,fr,worm,snake,ver,serpent,verserpent
serrure,597.157828558768,613.295439393788,-0.38760814119964,-0.25351536313505,17.7947557899065,20.8161225645881,0.0647074429882772,0.0732209212611995,68,70,4,0,63,66,65,69,0,0,0.969230769230769,0.956521739130435,68,70,4,0,64,67,65,69,0,0,0.984615384615385,0.971014492753623,63,66,16.1376108350194,0.13409277806459,fr,key,lock,clé,serrure,cléserrure
serveuse,559.655984751735,593.393281256573,-0.554471947513354,-0.434450637904535,21.1869252720671,17.1089145089993,0.0901046631733926,0.0571993659901333,60,65,1,2,59,64,59,64,0,0,1,1,60,65,1,2,59,62,59,64,0,0,1,0.96875,59,64,33.7372965048378,0.120021309608819,fr,waiter,waitress,serveur,serveuse,serveurserveuse
serviette,597.472298067845,570.510553572516,-0.461994310466404,-0.409881563367493,28.6303456568784,19.8010106466507,0.0958165406974876,0.0697310968366828,57,59,2,0,52,57,52,57,0,0,1,1,57,59,2,0,52,44,52,57,0,0,1,0.771929824561403,52,56,-26.9617444953293,0.0521127470989112,fr,blanket,towel,couverture,serviette,couvertureserviette
serviteur,608.663450700473,615.096172418528,-0.252322776862082,-0.314628537428648,25.1820225190567,33.6619469134813,0.0896507748714469,0.103663313209409,73,61,1,2,71,59,72,60,0,0,0.986111111111111,0.983333333333333,73,61,1,2,71,60,72,60,0,0,0.986111111111111,1,71,58,6.4327217180545,-0.0623057605665662,fr,slave,servant,esclave,serviteur,esclaveserviteur
sifflet,660.450876930357,639.423741941605,-0.0315661251761455,-0.171352548555617,32.4325237344102,26.7223598097828,0.136826838085808,0.0864758570492322,71,64,4,2,65,62,68,63,0,0,0.955882352941177,0.984126984126984,71,64,4,2,50,63,68,63,0,0,0.735294117647059,1,65,62,-21.0271349887513,-0.139786423379471,fr,horn,whistle,klaxon,sifflet,klaxonsifflet
signal,553.007981813217,550.110213428758,-0.447092858655826,-0.547269676539501,25.2977261674799,19.3460417515074,0.108614644380163,0.0679301099881258,59,70,0,1,55,67,56,67,0,0,0.982142857142857,1,59,70,0,1,53,66,56,67,0,0,0.946428571428571,0.985074626865672,55,67,-2.89776838445857,-0.100176817883675,fr,frequency,signal,fréquence,signal,fréquencesignal
signature,564.736921027523,550.941833327146,-0.500395968833844,-0.57884362870054,22.3926937234055,19.6306478130138,0.0729201291590079,0.0778248568967313,80,58,3,0,76,57,76,57,0,0,1,1,80,58,3,0,73,57,76,57,0,0,0.960526315789474,1,76,57,-13.7950877003761,-0.0784476598666952,fr,stamp,signature,tampon,signature,tamponsignature
signer,519.088450008669,581.983117645777,-0.592132593487939,-0.517558235362279,15.4514487933291,21.8866676033065,0.0758090731126359,0.0758720521073928,63,72,1,2,61,68,61,68,0,1,1,1,63,73,1,1,61,69,61,69,0,0,1,1,60,68,62.894667637108,0.0745743581256599,fr,form,sign,formulaire,signer,formulairesigner
silence,553.617751563216,513.231757138143,-0.591527469238158,-0.758993439048129,22.6292839274694,17.5822369803041,0.0909539848760659,0.0504057709754096,68,72,5,1,64,71,64,71,1,0,1,1,68,71,5,2,64,68,64,70,1,1,1,0.971428571428571,64,70,-40.3859944250736,-0.16746596980997,fr,silent,silence,silencieux,silence,silencieuxsilence
