target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,pt_cue,pt_target,pt_word_combo
reunir,555.97465516181,615.788753846736,-0.524639489875844,-0.395934049720961,25.1013857956572,33.9498105864991,0.0960830215606569,0.103441310053977,65,69,1,1,58,66,58,67,0,1,1,0.985074626865672,65,70,1,0,56,65,58,68,0,0,0.96551724137931,0.955882352941177,58,65,59.8140986849263,0.128705440154882,pt,collect,gather,recolher,reunir,recolherreunir
revista,622.068950023056,587.283974359439,-0.333048210035393,-0.468221986039842,33.314220299081,23.9581695780504,0.098932948185529,0.0721276522655949,66,82,3,0,61,78,63,78,0,0,0.968253968253968,1,67,82,2,0,59,77,63,78,0,0,0.936507936507937,0.987179487179487,60,78,-34.7849756636172,-0.135173776004449,pt,playboy,magazine,playboy,revista,playboyrevista
rico,480.214235298559,526.294937497899,-0.822470491112257,-0.535601694453714,11.1842542719084,31.6613110292751,0.0336991565542343,0.12380074191312,75,51,1,2,68,48,68,48,0,1,1,1,75,51,1,2,68,48,68,48,0,1,1,1,68,48,46.0807021993404,0.286868796658543,pt,poor,rich,pobre,rico,pobrerico
rir,513.21262069903,539.134607855716,-0.567119028561679,-0.585761961856285,19.5202075052674,16.891880142126,0.0822587480533408,0.0675672081652581,62,58,0,0,58,51,58,53,0,0,1,0.962264150943396,62,58,0,0,58,52,58,53,0,0,1,0.981132075471698,58,51,25.9219871566866,-0.0186429332946054,pt,smile,laugh,sorrir,rir,sorrirrir
roma,602.090593219044,595.206023807336,-0.365359953174524,-0.416591039492776,35.937187988306,21.9736141893503,0.119337750477544,0.0671378719783483,66,92,1,2,59,84,63,85,1,0,0.936507936507937,0.988235294117647,66,92,1,2,54,83,63,85,1,0,0.857142857142857,0.976470588235294,59,84,-6.88456941170762,-0.0512310863182528,pt,caesar,rome,césar,roma,césarroma
romântico,614.835263151682,583.826038481067,-0.375154053864083,-0.529826591321389,24.3002826619073,33.8086270412735,0.0766083266376677,0.077960769283754,80,55,0,1,76,52,76,52,0,1,1,1,80,55,0,1,74,50,76,52,0,1,0.973684210526316,0.961538461538462,76,52,-31.0092246706146,-0.154672537457306,pt,dramatic,romantic,dramático,romântico,dramáticoromântico
rua,553.275900004725,538.736022191111,-0.603733144305545,-0.661847243188888,23.8894181681966,25.3289002990684,0.0816249619259976,0.0764777647348808,84,52,5,2,80,45,80,46,0,1,1,0.978260869565217,85,53,4,1,78,46,80,47,0,0,0.975,0.978723404255319,80,45,-14.5398778136142,-0.0581140988833427,pt,avenue,street,avenida,rua,avenidarua
rápido,521.617276321912,551.50289831057,-0.591298086612803,-0.636924237848789,22.0473023897027,40.1216582074207,0.0987275853881003,0.137801260784984,79,60,1,0,76,59,76,60,0,0,1,0.983333333333333,79,60,1,0,76,59,76,60,0,0,1,0.983333333333333,76,59,29.8856219886584,-0.0456261512359862,pt,slow,fast,devagar,rápido,devagarrápido
sabia,599.764622962729,581.978359995808,-0.46327839000506,-0.339153827243191,26.8647812711917,39.9397762074296,0.104808561813853,0.145552611820799,68,54,1,1,61,50,62,51,0,1,0.983870967741935,0.980392156862745,68,54,1,1,61,48,62,51,0,1,0.983870967741935,0.941176470588235,61,50,-17.7862629669205,0.124124562761869,pt,recognize,knew,reconhecer,sabia,reconhecersabia
sabotar,684.668859168075,714.122162791889,-0.154389825227281,0.107847836082995,38.4842562124374,40.6462372592493,0.114407378093496,0.136506057409593,76,53,1,1,71,43,73,46,0,0,0.972602739726027,0.934782608695652,76,53,1,1,70,38,72,46,1,0,0.972222222222222,0.826086956521739,71,43,29.4533036238137,0.262237661310276,pt,espionage,sabotage,espionagem,sabotar,espionagemsabotar
salada,610.033135584882,557.596431040111,-0.384196116948505,-0.549686175864537,28.6957632452429,26.6631141042421,0.0993617879318721,0.0796643437513207,64,67,1,2,59,58,59,58,0,0,1,1,64,67,1,2,58,57,59,58,0,0,0.983050847457627,0.982758620689655,59,58,-52.4367045447704,-0.165490058916033,pt,soup,salad,sopa,salada,sopasalada
salvador,577.718326313929,541.403509441567,-0.532773282575507,-0.528903408812878,25.4512444559867,22.946171299953,0.0700341727410184,0.0993455905292148,104,56,0,0,95,53,96,54,0,0,0.989583333333333,0.981481481481482,104,56,0,0,95,52,96,54,0,0,0.989583333333333,0.962962962962963,95,53,-36.3148168723619,0.00386987376262948,pt,hero,savior,herói,salvador,heróisalvador
salvar,556.95155555633,550.960161767785,-0.583594945922084,-0.64137960957873,15.5517873678799,20.8023849511466,0.0573887254853779,0.0661143058964832,97,73,1,1,90,68,90,69,0,0,1,0.985507246376812,97,73,1,1,86,66,90,69,0,0,0.955555555555556,0.956521739130435,90,68,-5.99139378854443,-0.0577846636566456,pt,rescue,save,resgate,salvar,resgatesalvar
salário,488.27179998725,575.031352932272,-0.798190449842345,-0.521237529226717,11.1849499557622,37.0459152966108,0.0374937201687154,0.115633134773917,98,61,1,0,90,51,92,51,1,0,0.978260869565217,1,98,61,1,0,88,51,92,51,1,0,0.956521739130435,1,90,51,86.7595529450222,0.276952920615628,pt,pension,salary,pensão,salário,pensãosalário
samurai,657.067999991503,856.660304349986,-0.142354673241229,0.327002359890394,28.3408482570002,44.3241536253166,0.0929203370136375,0.130000516002521,83,65,1,1,72,46,77,57,1,0,0.935064935064935,0.807017543859649,83,63,1,3,70,54,77,55,1,2,0.909090909090909,0.981818181818182,71,46,199.592304358483,0.469357033131623,pt,ninja,samurai,ninja,samurai,ninjasamurai
sapato,572.461679504492,576.372123081294,-0.564637891655327,-0.530054337340215,30.1579137949941,25.5392884146675,0.0965146180251058,0.072082115591203,87,70,1,1,78,65,79,66,0,0,0.987341772151899,0.984848484848485,87,70,1,1,78,66,79,66,0,0,0.987341772151899,1,78,65,3.91044357680266,0.0345835543151122,pt,boot,shoe,bota,sapato,botasapato
satélite,637.380880613115,694.131492745162,-0.235880997980474,-0.185928912257514,26.7227501399784,44.7810685589841,0.0799092358460135,0.111117541731302,73,77,0,1,67,70,67,72,0,0,1,0.972222222222222,73,77,0,1,60,70,67,72,0,0,0.895522388059702,0.972222222222222,67,69,56.7506121320473,0.0499520857229601,pt,radar,satellite,radar,satélite,radarsatélite
saudar,636.216014288023,741.135768123321,-0.349208757154514,0.0307208606404497,28.7808771820716,47.9260648059494,0.0692833858914503,0.145779116673026,79,79,2,1,70,69,74,72,0,0,0.945945945945946,0.958333333333333,79,79,2,1,67,70,74,72,0,0,0.905405405405405,0.972222222222222,70,69,104.919753835297,0.379929617794964,pt,congratulate,greet,felicitar,saudar,felicitarsaudar
sede,536.727922077809,578.984890628386,-0.673726802669173,-0.31541991404704,16.900472959428,20.9798282041962,0.0595679952701354,0.0802332663146679,84,67,2,1,77,64,78,65,0,1,0.987179487179487,0.984615384615385,84,68,2,0,74,64,78,66,0,0,0.948717948717949,0.96969696969697,77,64,42.2569685505764,0.358306888622133,pt,hunger,thirst,fome,sede,fomesede
segurança,653.463816676814,574.644054534302,-0.149687510932906,-0.42388652849,40.1484946940087,24.6943059778721,0.144109027547934,0.106354371584194,64,61,2,0,60,55,60,55,0,0,1,1,64,61,2,0,52,53,60,55,0,0,0.866666666666667,0.963636363636364,60,55,-78.8197621425114,-0.274199017557094,pt,security,safety,previdência,segurança,previdênciasegurança
seguro,571.983183266257,537.915750002264,-0.494536943878547,-0.588439262133789,35.685021830313,24.2181308155666,0.107435851427184,0.0853621407515047,64,52,0,0,62,48,62,48,0,0,1,1,64,51,0,1,61,48,62,48,0,0,0.983870967741935,1,62,48,-34.067433263993,-0.0939023182552427,pt,safe,secure,protegido,seguro,protegidoseguro
selecione,645.408882351906,752.705550004256,-0.205201269123656,-0.0168812410870416,34.8562782448831,31.8896502706353,0.0940180452866921,0.0804833535470129,59,64,1,2,51,60,54,61,1,2,0.944444444444444,0.983606557377049,59,64,1,2,53,60,54,61,1,2,0.981481481481482,0.983606557377049,51,60,107.29666765235,0.188320028036615,pt,choose,select,escolha,selecione,escolhaselecione
semana,547.053595503895,541.290222228882,-0.646328830433555,-0.451706383524509,15.9496136699443,24.9575245306174,0.0453552735794879,0.115242155841291,97,57,0,0,89,54,90,54,0,0,0.988888888888889,1,97,57,0,0,89,47,90,54,0,0,0.988888888888889,0.87037037037037,89,54,-5.76337327501346,0.194622446909046,pt,month,week,mês,semana,mêssemana
semanalmente,739.634573341824,861.594338460093,0.0726732093567518,0.449773064140838,33.4921428279586,56.17445981139,0.0906177021059173,0.14316675895579,79,72,0,2,75,65,76,67,0,0,0.986842105263158,0.970149253731343,79,72,0,2,75,62,76,67,0,0,0.986842105263158,0.925373134328358,75,65,121.959765118268,0.377099854784086,pt,daily,weekly,diário,semanalmente,diáriosemanalmente
sempre,499.416194455703,549.324816897949,-0.710834303568686,-0.634086927868151,19.6725754800061,20.7620988130681,0.068875017823873,0.0493727474343011,77,80,1,1,72,71,73,72,0,0,0.986301369863014,0.986111111111111,77,80,1,1,72,71,73,72,0,0,0.986301369863014,0.986111111111111,72,71,49.9086224422466,0.0767473757005355,pt,never,ever,nunca,sempre,nuncasempre
senado,629.911753887981,679.849547624467,-0.274947283681414,0.0394513654131533,25.8858681973127,35.7730002200078,0.0982740133554647,0.12109406919366,77,58,5,1,65,42,71,56,3,0,0.915492957746479,0.75,78,58,4,1,67,50,72,56,2,0,0.930555555555556,0.892857142857143,65,42,49.9377937364862,0.314398649094567,pt,parliament,senate,parlamento,senado,parlamentosenado
senador,541.475940303312,699.680547611114,-0.645903793680103,-0.00242058650970296,14.3608086519033,38.2361443402745,0.0484891326825496,0.115198841324178,73,52,2,0,67,42,70,50,0,0,0.957142857142857,0.84,73,52,2,0,69,35,70,50,0,0,0.985714285714286,0.7,67,42,158.204607307802,0.6434832071704,pt,governor,senator,governador,senador,governadorsenador
senha,546.352439395767,621.422337503035,-0.527755781652252,-0.409910943136399,18.4417200410954,27.0851666420456,0.0618763085237016,0.090671295047638,78,85,0,0,66,80,68,82,0,0,0.970588235294118,0.975609756097561,78,85,0,0,66,80,68,82,0,0,0.970588235294118,0.975609756097561,66,80,75.0698981072677,0.117844838515853,pt,code,password,código,senha,códigosenha
senhorio,674.87205555704,740.964473673492,-0.188617623183214,0.0351539619954974,32.2315149935097,53.9879083804557,0.0894131563192728,0.150589138339373,86,67,1,0,73,57,79,63,1,0,0.924050632911392,0.904761904761905,85,67,2,0,63,52,78,63,2,0,0.807692307692308,0.825396825396825,72,57,66.0924181164512,0.223771585178711,pt,tenant,landlord,inquilino,senhorio,inquilinosenhorio
sensível,557.940383343392,614.663288140081,-0.505202596454972,-0.287200659882338,35.462095309697,42.3530979929249,0.115645295160461,0.117883159548627,67,60,1,2,60,59,61,59,0,2,0.983606557377049,1,67,60,1,2,61,56,61,59,0,2,1,0.949152542372881,60,59,56.7229047966897,0.218001936572634,pt,delicate,sensitive,delicado,sensível,delicadosensível
sentar,556.787142870824,567.2336037746,-0.563795732868454,-0.511524900342906,38.5513159373329,20.0205873600253,0.114802522558373,0.0632908704973484,61,58,1,0,56,53,56,53,0,0,1,1,61,58,1,0,56,49,56,53,0,0,1,0.924528301886792,56,53,10.4464609037759,0.0522708325255474,pt,stand,sit,ficar,sentar,ficarsentar
sentimento,582.469075747196,568.922857138518,-0.503938573127438,-0.434760919462734,20.818494465421,28.2032972756215,0.0638308299722942,0.0972194165308505,77,60,1,1,66,49,67,51,1,0,0.985074626865672,0.96078431372549,77,60,1,1,67,50,67,51,1,0,1,0.980392156862745,66,49,-13.5462186086773,0.069177653664704,pt,impression,feeling,impressão,sentimento,impressãosentimento
seringa,642.991552636075,691.038000007833,-0.232473300494919,0.0698789067994501,20.3397838922391,29.6179057729252,0.0674267234578847,0.126187531638977,83,57,1,1,76,47,78,53,1,1,0.974358974358974,0.886792452830189,83,57,1,1,76,52,78,53,1,1,0.974358974358974,0.981132075471698,76,47,48.0464473717581,0.302352207294369,pt,needle,syringe,agulha,seringa,agulhaseringa
sermão,698.232782042417,652.653679989633,-0.20589756040703,-0.036101013439413,31.6864243669883,35.6621460074843,0.0902419032679292,0.150564451390651,85,54,2,0,78,50,81,50,1,0,0.962962962962963,1,86,54,1,0,79,48,82,50,0,0,0.963414634146341,0.96,78,50,-45.5791020527832,0.169796546967617,pt,speech,sermon,fala,sermão,falasermão
servo,629.593130418225,703.78992754083,-0.334540302915737,-0.063131483544401,22.4469255275989,28.5869338214077,0.0798433655480086,0.095968458965121,82,74,1,0,69,69,74,72,0,0,0.932432432432432,0.958333333333333,82,74,1,0,74,71,74,72,0,0,1,0.986111111111111,69,69,74.1967971226047,0.271408819371336,pt,slave,servant,escravo,servo,escravoservo
silêncio,565.754506676261,540.90015999533,-0.536220935249797,-0.558262100667722,24.676963082503,19.0058213160307,0.0856185729316962,0.0688208516091871,80,53,1,3,75,50,75,50,0,1,1,1,80,52,1,4,74,47,75,49,0,2,0.986666666666667,0.959183673469388,75,50,-24.8543466809306,-0.0220411654179249,pt,silent,silence,silencioso,silêncio,silenciososilêncio
sim,516.58668421999,521.981985706997,-0.694413292179168,-0.641613086311761,15.7251163360226,14.9044730022044,0.0489523380890128,0.0528698154054837,68,75,1,1,62,70,63,70,0,0,0.984126984126984,1,68,74,1,2,58,69,63,69,0,1,0.920634920634921,1,62,70,5.39530148700703,0.0528002058674079,pt,okay,yeah,ok,sim,oksim
simples,529.477971836975,576.633968263218,-0.631716219321664,-0.519380268296495,16.0242298016438,39.8536412603412,0.0561482785248419,0.105015696266796,76,68,1,0,71,63,71,65,0,0,1,0.969230769230769,76,67,1,1,70,59,71,65,0,0,0.985915492957746,0.907692307692308,71,63,47.1559964262424,0.112335951025169,pt,simply,simple,simplesmente,simples,simplesmentesimples
sinal,546.175506857363,554.72058510374,-0.586630074237808,-0.519464118110634,18.3405385284031,28.2190602063888,0.0619048076743063,0.0979519829850074,80,97,0,1,73,94,73,94,0,1,1,1,80,96,0,2,72,93,73,93,0,2,0.986301369863014,1,73,94,8.54507824637733,0.067165956127174,pt,frequency,signal,frequência,sinal,frequênciasinal
sistema,553.282999982015,544.33354795783,-0.614512771018828,-0.600020866639406,23.7466972482406,25.5835623686731,0.0729535581863515,0.0727972924133216,76,77,0,1,71,73,72,73,0,1,0.986111111111111,1,76,78,0,0,71,72,72,74,0,0,0.986111111111111,0.972972972972973,71,73,-8.94945202418501,0.0144919043794212,pt,network,system,rede,sistema,redesistema
sniper,773.860088891657,842.36331428888,0.349884497943259,0.630439340985223,41.8300956329222,72.2650727094316,0.151685420204211,0.319981066051847,57,57,2,5,45,35,55,53,1,3,0.818181818181818,0.660377358490566,57,58,2,4,52,53,55,54,1,2,0.945454545454545,0.981481481481482,45,35,68.5032253972236,0.280554843041964,pt,shooter,sniper,atirador,sniper,atiradorsniper
soar,697.80581355673,638.54736000086,-0.0751928458179679,-0.288035655705456,34.3991279864793,26.731113968672,0.0900777035592773,0.0810632979641512,74,84,0,2,59,75,70,78,0,0,0.842857142857143,0.961538461538462,74,84,0,2,18,75,70,78,0,0,0.257142857142857,0.961538461538462,59,75,-59.2584535558701,-0.212842809887488,pt,ping,ding,sibilar,soar,sibilarsoar
sobreviver,559.382031583329,660.831482124573,-0.571062552135245,-0.313082557442308,16.1302376601375,39.8308085151273,0.0480763366387071,0.0890728966745764,101,66,1,1,95,62,96,62,1,0,0.989583333333333,1,101,66,1,1,92,62,96,62,1,0,0.958333333333333,1,95,62,101.449450541244,0.257979994692937,pt,live,survive,viver,sobreviver,viversobreviver
sobrinho,575.723935487665,636.01735713874,-0.58689812220652,-0.344192762812361,19.7938426454756,32.3312889898541,0.0554408656005118,0.0950230370111446,69,76,0,2,62,70,63,70,0,1,0.984126984126984,1,69,76,0,2,60,69,63,70,0,1,0.952380952380952,0.985714285714286,62,70,60.2934216510753,0.24270535939416,pt,grandson,nephew,neto,sobrinho,netosobrinho
sol,506.65820894276,535.822551034101,-0.841235467180548,-0.535741399374731,17.6126772790725,20.0526990351317,0.0552095532178837,0.073283870657374,71,51,1,1,67,49,68,49,1,0,0.985294117647059,1,71,51,1,1,67,47,68,49,1,0,0.985294117647059,0.959183673469388,67,49,29.1643420913412,0.305494067805817,pt,moon,sun,lua,sol,luasol
solar,564.357361694672,609.478399994961,-0.625748394468173,-0.322316778692661,15.693201878664,26.0267270137544,0.0511866321571554,0.0954751025687581,103,101,1,1,95,95,97,95,1,0,0.979381443298969,1,102,101,2,1,86,82,96,95,2,0,0.895833333333333,0.863157894736842,94,95,45.1210383002888,0.303431615775512,pt,lunar,solar,lunar,solar,lunarsolar
solitário,567.144309098362,621.456299996271,-0.49753543552546,-0.314950995063217,23.6880997276515,40.3777498432644,0.0806771598967169,0.141542065161452,58,54,0,0,55,50,55,50,0,0,1,1,58,54,0,0,53,50,55,50,0,0,0.963636363636364,1,55,50,54.3119908979087,0.182584440462244,pt,alone,lonely,sozinho,solitário,sozinhosolitário
som,517.149178081192,528.776531657655,-0.693327003336687,-0.65690807826284,20.0638839565281,14.8774930735683,0.0664006764601792,0.0473712707670576,78,84,0,0,73,79,73,79,0,0,1,1,77,84,1,0,70,77,72,79,1,0,0.972222222222222,0.974683544303797,73,79,11.627353576463,0.0364189250738469,pt,noise,sound,ruído,som,ruídosom
sombrio,602.056999993729,574.75492157174,-0.43076856955432,-0.359254655213585,39.8998810401123,30.1153981694369,0.137180282572066,0.095649415990208,61,57,0,0,55,51,56,52,0,0,0.982142857142857,0.980769230769231,61,57,0,0,55,50,56,52,0,0,0.982142857142857,0.961538461538462,55,51,-27.3020784219892,0.0715139143407348,pt,shadow,dark,sombra,sombrio,sombrasombrio
sonda,676.757428586863,686.838057692664,-0.239147764172523,-0.135361926806567,31.903224287387,44.241872233473,0.0781052551063234,0.104405686103884,78,60,1,0,70,52,73,56,0,0,0.958904109589041,0.928571428571429,78,60,1,0,68,55,73,56,0,0,0.931506849315068,0.982142857142857,70,52,10.0806291058005,0.103785837365957,pt,capsule,probe,cápsula,sonda,cápsulasonda
sonho,548.129153831741,594.405488639438,-0.666162786944145,-0.530533424789539,20.7085147113734,32.0861344719159,0.0611438905923611,0.0985932038824312,72,92,1,0,65,88,67,90,1,0,0.970149253731343,0.977777777777778,72,92,1,0,67,90,67,90,1,0,1,1,65,88,46.2763348076976,0.135629362154605,pt,nightmare,dream,pesadelo,sonho,pesadelosonho
sotaque,625.155175674019,689.931540970116,-0.314160805973105,-0.160268306934361,23.0335283635163,29.4650992857112,0.0567825595898708,0.0843763251121014,85,71,0,0,74,61,79,62,0,0,0.936708860759494,0.983870967741935,85,71,0,0,73,59,79,62,0,0,0.924050632911392,0.951612903225806,74,61,64.7763652960977,0.153892499038744,pt,voice,accent,voz,sotaque,vozsotaque
substituto,664.976567310065,646.536339621184,-0.158309555082336,-0.172944975120951,25.6795724043917,39.9408881948544,0.0865911076492119,0.104404379708378,110,58,0,1,104,53,106,54,0,0,0.981132075471698,0.981481481481482,109,58,1,1,100,51,106,54,0,0,0.943396226415094,0.944444444444444,104,53,-18.4402276888815,-0.0146354200386152,pt,replace,substitute,substituir,substituto,substituirsubstituto
sucesso,517.177581822926,530.555270841966,-0.643056485976241,-0.61346951240087,18.3016357816916,21.9307904993436,0.0718420960147922,0.0760998365299031,58,54,0,0,55,48,56,48,0,0,0.982142857142857,1,58,54,0,0,54,45,56,48,0,0,0.964285714285714,0.9375,55,48,13.37768901904,0.0295869735753707,pt,manage,succeed,conseguir,sucesso,conseguirsucesso
suficiente,574.351399994811,581.200299997795,-0.447300574658532,-0.550818308815106,35.5175961258507,30.4282325336411,0.126000663734957,0.0607257719932975,59,56,1,0,55,51,55,51,1,0,1,1,59,56,1,0,53,50,55,51,1,0,0.963636363636364,0.980392156862745,55,50,6.84890000298367,-0.103517734156574,pt,enough,sufficient,bastante,suficiente,bastantesuficiente
sugerir,662.456733333418,628.851716226778,-0.304329639408498,-0.338795056515813,24.7137581046681,26.6116100864265,0.0693138698976918,0.086680125476132,94,80,0,0,90,74,91,76,0,0,0.989010989010989,0.973684210526316,93,80,1,0,80,76,90,76,1,0,0.888888888888889,1,90,74,-33.6050171066394,-0.0344654171073152,pt,propose,suggest,propor,sugerir,proporsugerir
sujeito,570.444926467407,581.436015380044,-0.551272207760976,-0.542772588623908,19.4443548326235,26.2520106296275,0.0601764870702754,0.0626861691247837,72,69,0,2,68,65,69,65,0,0,0.985507246376812,1,72,68,0,3,65,65,69,65,0,0,0.942028985507246,1,68,65,10.9910889126379,0.00849961913706831,pt,object,subject,objeto,sujeito,objetosujeito
sumo,533.405725509753,622.729204092314,-0.618180072726299,-0.0664325616669997,21.230139811203,41.1698207314134,0.0834707753680818,0.183227060207984,58,54,0,1,51,49,52,50,0,1,0.980769230769231,0.98,58,54,0,1,52,50,52,50,0,1,1,1,51,49,89.3234785825607,0.551747511059299,pt,milk,juice,leite,sumo,leitesumo
superfície,629.294805964696,634.17052541991,-0.376787691241062,-0.351778946329391,27.3695408614204,33.1517851546121,0.0694795817692463,0.0853281420056833,73,66,2,3,67,59,67,61,0,1,1,0.967213114754098,73,66,2,3,64,60,66,61,1,1,0.96969696969697,0.983606557377049,67,59,4.87571945521336,0.0250087449116709,pt,layer,surface,camada,superfície,camadasuperfície
superior,577.9699687506,555.771233765287,-0.49143630092068,-0.535428875410118,29.6373951266185,26.8518826449128,0.0904222418021298,0.0935349377081102,102,80,2,0,96,77,96,77,2,0,1,1,103,80,1,0,94,69,97,77,1,0,0.969072164948454,0.896103896103896,96,77,-22.1987349853133,-0.043992574489437,pt,lower,upper,inferior,superior,inferiorsuperior
suposição,701.639587497159,680.621634155492,-0.154251161780186,-0.214035085216489,37.7275773805336,30.0503483368062,0.0964894197220056,0.0852112693373164,88,88,2,1,80,82,80,85,0,1,1,0.964705882352941,88,89,2,0,80,84,80,86,0,0,1,0.976744186046512,80,82,-21.0179533416666,-0.0597839234363032,pt,conclusion,assumption,conclusão,suposição,conclusãosuposição
surdo,551.913690151662,580.60970177889,-0.56247364787528,-0.470681383149208,16.7223586370385,29.2378582898621,0.0773551023651206,0.113874164891266,77,65,1,1,71,57,73,59,0,1,0.972602739726027,0.966101694915254,77,65,1,1,71,56,73,59,0,1,0.972602739726027,0.949152542372881,71,57,28.6960116272273,0.0917922647260716,pt,blind,deaf,cego,surdo,cegosurdo
suspeito,571.510075972014,589.421882342952,-0.456787649171469,-0.572654234539764,28.8590687391057,33.9475374974142,0.0825125247673113,0.0853022619476748,88,73,1,1,79,68,81,68,1,0,0.975308641975309,1,88,73,1,1,73,66,81,68,1,0,0.901234567901235,0.970588235294118,79,68,17.9118063709378,-0.115866585368295,pt,doubt,suspect,dúvida,suspeito,dúvidasuspeito
símbolo,555.425617025585,536.597033336142,-0.595762898373304,-0.637083935347492,16.0691629732906,18.9043461495956,0.0508971221084574,0.0445459404947585,99,67,1,1,94,60,94,60,0,0,1,1,99,67,1,1,94,59,94,60,0,0,1,0.983333333333333,94,60,-18.8285836894432,-0.0413210369741887,pt,flag,symbol,bandeira,símbolo,bandeirasímbolo
síndrome,619.057777784796,692.985854845148,-0.415558569941866,-0.137962383384398,25.2501539159947,34.2406713449582,0.0592468899952789,0.102823912815598,101,69,0,0,90,62,91,64,0,0,0.989010989010989,0.96875,101,68,0,1,87,63,91,63,0,1,0.956043956043956,1,90,62,73.9280770603517,0.277596186557468,pt,symptom,syndrome,sintoma,síndrome,sintomasíndrome
talento,595.179038462471,600.071800014665,-0.533569000734123,-0.449520723033436,36.1839138366009,35.129850166864,0.0739495783081871,0.0821343336246364,85,55,1,0,78,50,78,50,0,0,1,1,85,55,1,0,76,49,78,50,0,0,0.974358974358974,0.98,78,50,4.89276155219454,0.084048277700686,pt,potential,talent,potencial,talento,potencialtalento
tapete,542.057533345361,623.705430782539,-0.622573487419525,-0.333508779831102,16.5812781192052,36.4851368440321,0.0600488265544704,0.101088445615809,64,69,0,1,60,65,60,66,0,0,1,0.984848484848485,64,69,0,1,58,65,60,66,0,0,0.966666666666667,0.984848484848485,60,65,81.6478974371776,0.289064707588423,pt,floor,carpet,chão,tapete,chãotapete
tarde,540.352666679707,562.968746262758,-0.694607895176093,-0.608780860799232,28.4921836949351,31.4265576856876,0.087973027437073,0.0774825488718845,97,83,3,0,87,67,87,69,1,0,1,0.971014492753623,97,83,3,0,86,68,87,69,1,0,0.988505747126437,0.985507246376812,87,67,22.6160795830507,0.0858270343768611,pt,night,evening,noite,tarde,noitetarde
tartaruga,671.977354410907,623.533878060598,-0.208295788753738,-0.36399538338348,40.6396973373179,25.6068282442082,0.105720255138322,0.0656364184164813,84,89,1,0,79,82,79,84,0,0,1,0.976190476190476,85,89,0,0,72,83,79,84,0,0,0.911392405063291,0.988095238095238,79,82,-48.4434763503092,-0.155699594629743,pt,snail,turtle,caracol,tartaruga,caracoltartaruga
teatro,545.778148614651,498.45112279881,-0.647414920721851,-0.760098730900506,19.5195239740553,16.2067617788116,0.0628981879526638,0.0625783279325197,78,60,0,0,74,57,74,57,0,0,1,1,78,60,0,0,72,55,74,57,0,0,0.972972972972973,0.964912280701754,74,57,-47.3270258158405,-0.112683810178655,pt,cinema,theater,cinema,teatro,cinemateatro
tecido,561.554320981508,580.00709232372,-0.5432050098063,-0.54091762042558,18.9393445983331,17.2516412856886,0.0593555698739662,0.0592885525334478,89,68,0,0,81,65,82,66,0,0,0.98780487804878,0.984848484848485,89,68,0,0,79,51,82,66,0,0,0.963414634146341,0.772727272727273,81,65,18.4527713422127,0.00228738938071926,pt,skin,tissue,pele,tecido,peletecido
telefone,504.4721166634,570.061732399279,-0.739195043526534,-0.604349019530878,17.383667194333,29.4245077527351,0.0599587759607367,0.0773833775418844,63,76,0,1,60,71,60,71,0,0,1,1,63,76,0,1,59,69,60,71,0,0,0.983333333333333,0.971830985915493,60,71,65.5896157358791,0.134846023995656,pt,call,telephone,chamada,telefone,chamadatelefone
televisão,531.698450688908,580.279112361442,-0.655826745014476,-0.512934550131883,16.7125267906936,27.8993445078982,0.0578291247441858,0.085036821426869,74,96,0,0,71,89,71,90,0,0,1,0.988888888888889,74,96,0,0,71,88,71,90,0,0,1,0.977777777777778,71,89,48.5806616725341,0.142892194882593,pt,radio,television,rádio,televisão,rádiotelevisão
temperatura,563.428157163968,599.596369574917,-0.523455675363812,-0.340243196138032,22.172937106014,37.3558951090158,0.0543580980959708,0.121230718148585,74,52,0,1,70,46,71,46,0,0,0.985915492957746,1,74,52,0,1,70,44,71,46,0,0,0.985915492957746,0.956521739130435,70,46,36.1682124109493,0.18321247922578,pt,heat,temperature,calor,temperatura,calortemperatura
tempestade,621.482672416147,645.175276916845,-0.455678169223722,-0.350728158560931,34.2329921106617,41.0438253563712,0.0819383942292679,0.108928410815333,65,72,5,2,58,65,58,66,2,0,1,0.984848484848485,66,72,4,2,58,65,59,66,1,0,0.983050847457627,0.984848484848485,58,65,23.6926045006984,0.104950010662791,pt,wind,storm,vento,tempestade,ventotempestade
