target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,fa_cue,fa_target,fa_word_combo,unrelated_fa_cue
اتاق خواب,551.708894688399,563.1829999404,-0.522108092562498,-0.461557494483213,37.7336828926187,56.0505663278123,0.114351536793905,0.292840716955092,19,4,0,0,19,4,19,4,0,0,1,1,19,4,0,0,19,4,19,4,0,0,1,1,19,4,11.4741052520014,0.0605505980792852,fa,room,bedroom,اتاق,اتاق خواب,اتاقاتاق خواب,قورباغه
اتحادیه,645.502583325976,686.012249977893,-0.417129622041924,-0.0450518250247231,39.5512149756196,107.474558145906,0.144927960300321,0.363212813621603,13,12,0,0,12,12,12,12,0,0,1,1,13,12,0,0,11,10,12,12,0,0,0.916666666666667,0.833333333333333,12,12,40.5096666519167,0.372077797017201,fa,mafia,cartel,مافیا,اتحادیه,مافیااتحادیه,باران
اتحادیه,645.502583325976,686.012249977893,-0.417129622041924,-0.0450518250247231,39.5512149756196,107.474558145906,0.144927960300321,0.363212813621603,13,12,0,0,12,12,12,12,0,0,1,1,13,12,0,0,11,10,12,12,0,0,0.916666666666667,0.833333333333333,12,12,40.5096666519167,0.372077797017201,fa,mafia,cartel,مافیا,اتحادیه,مافیااتحادیه,جنگل
اتحادیه.1,681.428571448221,721.843799986877,-0.246832294376004,-0.240321638777444,95.8804997511014,96.9520119150664,0.338750972295865,0.144232109083842,9,6,0,2,7,5,7,5,0,0,1,1,9,6,0,2,7,5,7,5,0,0,1,1,7,5,40.4152285386554,0.00651065559856082,fa,colony,federation,مستعمره,اتحادیه,مستعمرهاتحادیه,باران
اتحادیه.1,681.428571448221,721.843799986877,-0.246832294376004,-0.240321638777444,95.8804997511014,96.9520119150664,0.338750972295865,0.144232109083842,9,6,0,2,7,5,7,5,0,0,1,1,9,6,0,2,7,5,7,5,0,0,1,1,7,5,40.4152285386554,0.00651065559856082,fa,colony,federation,مستعمره,اتحادیه,مستعمرهاتحادیه,جنگل
اتفاق افتادن,682.799466645042,655.685642900581,-0.19952478007641,-0.155550656706605,57.9348376014258,58.5380109496937,0.215539454713831,0.14007534317799,15,14,0,0,15,14,15,14,0,0,1,1,15,14,0,0,15,14,15,14,0,0,1,1,15,14,-27.1138237444605,0.0439741233698053,fa,occur,happen,به وقوع پیوستن,اتفاق افتادن,به وقوع پیوستناتفاق افتادن,جنسی
اتمسفر,730.074692292744,629.217750003082,0.114394439882667,-0.0792611877955037,52.8568075071904,46.2210521229602,0.181230064448195,0.158850438773147,15,18,0,1,13,16,13,18,0,0,1,0.888888888888889,15,18,0,1,13,18,13,18,0,0,1,1,13,16,-100.856942289662,-0.193655627678171,fa,environment,atmosphere,محیط,اتمسفر,محیطاتمسفر,همیشه
اتهام,523.283090909155,616.461846151112,-0.720857703541886,-0.219404361543634,30.5771428476359,66.7615962124792,0.0836620418046511,0.198692902392685,12,14,0,0,11,13,11,13,0,0,1,1,12,14,0,0,11,12,11,13,0,0,1,0.923076923076923,11,13,93.1787552419573,0.501453341998252,fa,complaint,accusation,شکایت,اتهام,شکایتاتهام,بی خطر
اتوبوس,546.844181861081,613.26987492176,-0.459838849154526,-0.263852070334847,26.0441681353595,72.2984380184661,0.117670651088507,0.279820123250997,11,8,0,1,11,8,11,8,0,0,1,1,11,8,0,1,11,7,11,8,0,0,1,0.875,11,8,66.4256930606783,0.195986778819679,fa,train,bus,قطار,اتوبوس,قطاراتوبوس,نوه
اثر,694.683714287422,572.942705844498,-0.0723665762629174,-0.496793860576053,83.6027010782324,27.2730500874766,0.279669903873862,0.1022416252492,14,17,0,0,14,17,14,17,0,0,1,1,14,17,0,0,14,17,14,17,0,0,1,1,14,17,-121.741008442924,-0.424427284313135,fa,influence,effect,نفوذ,اثر,نفوذاثر,کاسه
اثر انگشت,759.652230869533,495.160642858224,0.598943937507087,-0.606356011141828,121.246192762245,25.0156210262266,0.683711874800029,0.0599511270037317,13,15,1,1,13,14,13,14,1,0,1,1,13,15,1,1,11,13,13,14,1,0,0.846153846153846,0.928571428571429,13,14,-264.491588011309,-1.20529994864891,fa,dna,fingerprint,دی اِن اِی,اثر انگشت,دی اِن اِیاثر انگشت,خوش طعم
اجاره دادن,598.988363658861,531.982300028197,-0.266294435833988,-0.4338484391181,55.1092900200674,27.6574637010774,0.204661452541998,0.11634865156589,11,21,0,1,11,20,11,20,0,0,1,1,11,21,0,1,11,20,11,20,0,0,1,1,11,20,-67.0060636306645,-0.167554003284112,fa,hire,rent,استخدام,اجاره دادن,استخداماجاره دادن,خشم
اجاق گاز,537.553235340026,605.55380002869,-0.602502216638091,-0.497991695895079,36.5226410527556,31.0797364356409,0.122809525208633,0.134232083879343,17,5,1,1,17,5,17,5,0,0,1,1,17,5,1,1,15,5,17,5,0,0,0.88235294117647,1,17,5,68.0005646886641,0.104510520743012,fa,oven,stove,فر,اجاق گاز,فراجاق گاز,نتیجه
اجرا,558.325050021133,541.346769234902,-0.425384990572158,-0.566641646172525,26.9616292361721,37.8515316662581,0.126491550997344,0.119646023260697,21,13,1,0,20,13,20,13,0,0,1,1,21,13,1,0,20,13,20,13,0,0,1,1,20,13,-16.9782807862313,-0.141256655600367,fa,show,performance,نمایش,اجرا,نمایشاجرا,نژاد پرست
احترام,517.379214219289,561.678857462156,-0.789423909436118,-0.560027503675621,23.8731597213695,62.0849997066958,0.0921861861954878,0.257794727276533,14,7,0,0,14,7,14,7,0,0,1,1,14,7,0,0,14,7,14,7,0,0,1,1,14,7,44.2996432428677,0.229396405760497,fa,pride,dignity,غرور,احترام,غروراحترام,سبز
احتمال دارد,588.463200012356,612.222892919883,-0.432777939006813,-0.305420515104687,55.8380855240868,39.0407101642588,0.234789508540895,0.171764077347208,10,28,1,1,10,28,10,28,0,0,1,1,10,28,1,1,10,28,10,28,0,0,1,1,10,28,23.7596929075272,0.127357423902125,fa,probability,likely,احتمال,احتمال دارد,احتمالاحتمال دارد,نگاه کردن
احتمالاً,574.51833329635,626.558058825756,-0.289568738215414,-0.286225989149626,38.4750956181236,39.1292453544321,0.214699346179449,0.127261868248677,13,17,0,0,12,17,12,17,0,0,1,1,13,17,0,0,10,17,12,17,0,0,0.833333333333333,1,12,17,52.0397255294068,0.0033427490657878,fa,maybe,probably,شاید,احتمالاً,شایداحتمالاً,ریاست
احساس,645.340210499341,661.308416675114,-0.448674505446555,-0.17983941674683,81.1803569667604,91.3076878731149,0.235967533676364,0.336536231166332,21,13,0,2,19,12,19,12,0,0,1,1,21,13,0,2,17,12,19,12,0,0,0.894736842105263,1,19,12,15.968206175773,0.268835088699725,fa,impression,feeling,گمان,احساس,گماناحساس,پیک نیک
احسنت,619.396642869875,542.691000001285,-0.454084834602908,-0.612040655429866,43.1774232267291,71.3471707232322,0.107600198559755,0.185011377055611,14,10,1,0,14,9,14,10,0,0,1,0.9,14,10,1,0,14,9,14,10,0,0,1,0.9,14,9,-76.7056428685901,-0.157955820826958,fa,bravo,alpha,آفرین,احسنت,آفریناحسنت,صنعت
احمق,509.160933337671,629.671583335786,-0.690909711374847,-0.137386669237123,25.4991476809563,120.962466442189,0.0826101202990394,0.463414444636164,15,14,1,0,15,12,15,12,1,0,1,1,15,14,1,0,15,12,15,12,1,0,1,1,15,12,120.510649998115,0.553523042137724,fa,naive,stupid,آدم ساده,احمق,آدم سادهاحمق,جعلی
اخبار,505.327636428151,478.468750014916,-0.762845909881082,-0.85283231283144,34.7853440757593,19.0421177996303,0.0985550801402313,0.051939090988591,11,8,0,0,11,8,11,8,0,0,1,1,11,8,0,0,10,8,11,8,0,0,0.909090909090909,1,11,8,-26.858886413235,-0.0899864029503579,fa,channel,news,کانال,اخبار,کانالاخبار,کوچولو
اختلاف نظر,871.613923070973,551.338571502669,0.755825153594308,-0.400408850433338,126.06390305129,63.4322101190356,0.544321751625103,0.200976406925842,13,7,2,0,13,7,13,7,1,0,1,1,13,7,2,0,12,7,13,7,1,0,0.923076923076923,1,13,7,-320.275351568304,-1.15623400402765,fa,conflict,dispute,تعارض,اختلاف نظر,تعارضاختلاف نظر,عنکبوت
اخراج,753.896624965826,617.301384701591,0.057947713157868,-0.253306797893301,147.498838389534,65.7777624523403,0.586938584590815,0.351564956837039,8,15,1,1,8,13,8,13,0,0,1,1,8,15,1,1,8,12,8,13,0,0,1,0.923076923076923,8,13,-136.595240264235,-0.31125451105117,fa,resignation,dismissal,استعفا,اخراج,استعفااخراج,دهان
اداره,516.451818190444,550.022272673637,-0.765663745195692,-0.659602435313223,32.2098536969322,37.4593762837133,0.144743019118813,0.208972690078688,11,12,0,0,11,11,11,11,0,0,1,1,11,12,0,0,10,11,11,11,0,0,0.909090909090909,1,11,11,33.5704544831929,0.106061309882469,fa,company,corporation,کمپانی,اداره,کمپانیاداره,گرما
اداری,658.002399995225,638.224333339274,-0.205675976795439,-0.249275406125596,74.6847482472716,79.5679943980998,0.328193540557279,0.243459647572562,6,12,0,0,5,12,5,12,0,0,1,1,6,12,0,0,4,9,5,12,0,0,0.8,0.75,5,12,-19.7780666559507,-0.0435994293301575,fa,management,administrative,ریاست,اداری,ریاستاداری,ارکستر
ادامه دادن,579.260142857203,519.562692319459,-0.464508929222859,-0.568454039341913,56.8532481007375,19.1477462451313,0.152384458582062,0.0702561986693419,14,15,0,0,14,13,14,14,0,0,1,0.928571428571429,14,15,0,0,14,12,14,14,0,0,1,0.857142857142857,14,13,-59.6974505377434,-0.103945110119055,fa,proceed,continue,پیش رفتن,ادامه دادن,پیش رفتنادامه دادن,کابینت
ادبیات,476.566428564722,655.832499996026,-0.740046986298071,-0.273969918220223,52.265438422993,120.945545359736,0.253729194759859,0.334087428406519,7,13,0,1,7,12,7,12,0,0,1,1,7,13,0,1,7,12,7,12,0,0,1,1,7,12,179.266071431304,0.466077068077848,fa,art,literature,هنر,ادبیات,هنرادبیات,هتل
ادرار,613.252999995736,714.830200001543,-0.345751945237074,-0.0603190734206022,58.7786213091624,82.992022042531,0.147587530208082,0.181327554647211,15,15,1,0,14,15,14,15,0,0,1,1,15,15,1,0,14,15,14,15,0,0,1,1,14,15,101.577200005807,0.285432871816471,fa,blood,urine,خون,ادرار,خونادرار,مخاطره‌ آمیز
ارائه دادن,603.107400004676,633.21292303572,-0.408067859814828,-0.172595340242196,120.085065655807,63.3952951695498,0.310554840866045,0.212908981596082,10,14,0,1,10,13,10,14,0,0,1,0.928571428571429,10,14,0,1,10,14,10,14,0,0,1,1,10,13,30.1055230310437,0.235472519572632,fa,enable,provide,فعال کردن,ارائه دادن,فعال کردنارائه دادن,رعد
ارتباط,535.349333359181,459.366750001633,-0.494865833879873,-0.894501301262567,30.8729490735785,25.8958617230639,0.175548155892647,0.0668717400667374,13,13,2,1,12,12,12,12,0,0,1,1,13,13,2,1,12,12,12,12,0,0,1,1,12,12,-75.9825833575476,-0.399635467382694,fa,navigation,communication,جهت یابی,ارتباط,جهت یابیارتباط,فروتن
ارتباط,535.349333359181,459.366750001633,-0.494865833879873,-0.894501301262567,30.8729490735785,25.8958617230639,0.175548155892647,0.0668717400667374,13,13,2,1,12,12,12,12,0,0,1,1,13,13,2,1,12,12,12,12,0,0,1,1,12,12,-75.9825833575476,-0.399635467382694,fa,navigation,communication,جهت یابی,ارتباط,جهت یابیارتباط,توالت
ارتباط.1,449.083428565496,572.665249988311,-0.881479616927838,-0.526567260293103,37.1592889405998,28.4005730436493,0.243968973697533,0.0934436886544189,7,24,0,2,7,24,7,24,0,0,1,1,7,24,0,2,7,24,7,24,0,0,1,1,7,24,123.581821422815,0.354912356634735,fa,contact,connection,مخاطب,ارتباط,مخاطبارتباط,فروتن
ارتباط.1,449.083428565496,572.665249988311,-0.881479616927838,-0.526567260293103,37.1592889405998,28.4005730436493,0.243968973697533,0.0934436886544189,7,24,0,2,7,24,7,24,0,0,1,1,7,24,0,2,7,24,7,24,0,0,1,1,7,24,123.581821422815,0.354912356634735,fa,contact,connection,مخاطب,ارتباط,مخاطبارتباط,توالت
ارتش,510.213181820896,675.353666664444,-0.670389088789212,0.100476241895314,30.5862066484092,88.4618994217098,0.130500651967479,0.356551654843851,11,13,0,1,11,12,11,12,0,0,1,1,11,13,0,1,10,12,11,12,0,0,0.909090909090909,1,11,12,165.140484843548,0.770865330684526,fa,legion,army,سپاه,ارتش,سپاهارتش,نان تست
ارتفاع,535.888125034871,552.111142879302,-0.644593314027438,-0.504763653917736,22.5905479385557,37.431111980345,0.0882664480310998,0.160607577676905,19,8,1,0,16,7,16,7,1,0,1,1,19,8,1,0,16,7,16,7,1,0,1,1,16,7,16.2230178444306,0.139829660109702,fa,weight,height,وزن,ارتفاع,وزنارتفاع,نگران
ارد,789.500599999283,1012.16033334922,0.352406105301786,1.60267693471397,129.22487954098,145.470877889983,0.46739689700499,0.6339561690313,8,13,1,0,5,6,7,13,0,0,0.714285714285714,0.461538461538462,8,13,1,0,6,13,7,13,0,0,0.857142857142857,1,5,6,222.659733349936,1.25027082941218,fa,grain,flour,غلات,ارد,غلاتارد,ساکت
اردک,535.558357152215,593.656888644275,-0.643345606844987,-0.565750865420206,19.6748786346029,30.1703953243366,0.0990703866768626,0.129608981956378,15,9,0,0,14,9,14,9,0,0,1,1,15,9,0,0,13,9,14,9,0,0,0.928571428571429,1,14,9,58.0985314920607,0.0775947414247803,fa,goose,duck,غاز,اردک,غازاردک,میلیون
اردیبهشت,518.590736840227,600.073499996171,-0.68269772211883,-0.357215649781581,35.7796176104846,44.4330021947648,0.130629431354923,0.232793766254662,19,9,1,0,19,8,19,8,0,0,1,1,18,9,2,0,18,8,18,8,1,0,1,1,19,8,81.4827631559447,0.325482072337249,fa,november,december,فروردین,اردیبهشت,فروردیناردیبهشت,قمار
ارزان,486.896714516753,613.887500083423,-0.827755525567873,-0.102553707209284,50.5714160784729,241.313500107266,0.0925013051124818,0.831087666842465,7,2,0,1,7,2,7,2,0,0,1,1,7,2,0,1,7,2,7,2,0,0,1,1,7,2,126.99078556667,0.725201818358589,fa,expensive,cheap,گران,ارزان,گرانارزان,روح
ارزشمند,541.6845000114,705.006857109647,-0.467955691316515,-0.24394531849556,33.126874851863,138.988137169208,0.276281116458565,0.322190047353745,11,7,0,1,10,7,10,7,0,0,1,1,11,7,0,1,10,2,10,7,0,0,1,0.285714285714286,10,7,163.322357098247,0.224010372820956,fa,deserve,worthy,سزاوار,ارزشمند,سزاوارارزشمند,کارناوال
ارزیابی,566.562076940075,656.375473700336,-0.640340290970136,-0.182646502759334,79.4593567579086,75.10055820614,0.124114255086884,0.227124130636999,13,19,1,0,13,19,13,19,1,0,1,1,13,19,1,0,13,19,13,19,1,0,1,1,13,19,89.81339676026,0.457693788210802,fa,observation,evaluation,نظارت,ارزیابی,نظارتارزیابی,انتخاب کردن
ارسال,579.782700090705,594.71276923565,-0.496803608342101,-0.66987598727556,29.9241084398833,92.3452866555238,0.145872071487264,0.2208495757466,20,15,1,0,20,13,20,13,0,0,1,1,20,15,1,0,20,13,20,13,0,0,1,1,20,13,14.9300691449441,-0.173072378933458,fa,bring,send,آوردن,ارسال,آوردنارسال,نیمه شب
از قصد,744.400624999995,597.410700047988,0.0736974861647804,-0.217849177888208,81.8763524594109,48.0465769885394,0.254521250462494,0.246576424262311,8,10,0,0,8,10,8,10,0,0,1,1,8,10,0,0,8,10,8,10,0,0,1,1,8,10,-146.989924952007,-0.291546664052989,fa,accidentally,intentionally,به طور تصادفی,از قصد,به طور تصادفیاز قصد,پل
ازدواج,686.834812497916,523.54614283628,0.134671300348142,-0.629990490205777,95.4283165193014,35.0990702069939,0.597912950318604,0.115268080164307,16,16,0,0,16,14,16,14,0,0,1,1,16,16,0,0,16,14,16,14,0,0,1,1,16,14,-163.288669661636,-0.764661790553919,fa,divorce,marriage,طلاق,ازدواج,طلاقازدواج,واحد
اسب,582.683666690479,618.947800165085,-0.477718399079344,-0.558429312096706,49.3131966998322,65.9316885089376,0.161904536993304,0.196571023906262,15,10,0,0,15,10,15,10,0,0,1,1,15,10,0,0,14,10,15,10,0,0,0.933333333333333,1,15,10,36.2641334746056,-0.0807109130173618,fa,donkey,horse,خر,اسب,خراسب,عینک
اسباب بازی,618.129777743313,550.42417647129,-0.274241300832863,-0.447296722533755,68.3991298305621,39.4997488989105,0.243698031813196,0.157790394486935,11,18,0,0,9,17,9,18,0,0,1,0.944444444444444,11,18,0,0,9,18,9,18,0,0,1,1,9,17,-67.7056012720224,-0.173055421700892,fa,doll,toy,عروسک,اسباب بازی,عروسکاسباب بازی,محافظه کار
استاد,514.286866678041,606.817666666241,-0.663441205759242,-0.429661676323101,22.4267037674104,82.8281079881997,0.0739511061822288,0.251937001545251,17,15,0,1,15,15,15,15,0,1,1,1,17,15,0,1,15,14,15,15,0,1,1,0.933333333333333,15,15,92.5307999881993,0.233779529436141,fa,dean,professor,رئیس دانشگاه,استاد,رئیس دانشگاهاستاد,خیریه
استعداد,622.031466650749,569.763624968806,-0.374687946129808,-0.410504447131986,45.2795941103917,37.375031024408,0.179777108855698,0.136448373918096,15,16,0,1,15,16,15,16,0,0,1,1,15,16,0,1,14,16,15,16,0,0,0.933333333333333,1,15,16,-52.2678416819435,-0.0358165010021785,fa,potential,talent,پتانسیل,استعداد,پتانسیلاستعداد,نهایی
استفاده کردن,694.22490909979,639.033769229832,-0.180268600220294,-0.031773323885803,95.8640149239596,67.1555416095245,0.442668901825609,0.242932396904284,11,14,2,0,11,13,11,13,0,0,1,1,10,14,3,0,10,13,10,13,1,0,1,1,11,13,-55.1911398699582,0.148495276334491,fa,apply,use,به کار بردن,استفاده کردن,به کار بردناستفاده کردن,ساندویچ
اسقف,780.539250026829,1054.40828581942,0.699268550405158,1.38837091226526,167.95446001343,139.620725146379,0.763289991475852,0.436014106641052,6,14,0,0,4,7,6,14,0,0,0.666666666666667,0.5,6,14,0,0,3,14,6,14,0,0,0.5,1,4,7,273.86903579259,0.689102361860098,fa,bishop,cardinal,راهب,اسقف,راهباسقف,جعبه
اسلحه,640.10745457363,581.821444104038,-0.222991443147256,-0.531041022614698,68.0274638364545,49.2942832715115,0.191998238188861,0.127141854895287,11,9,0,0,11,9,11,9,0,0,1,1,11,9,0,0,11,9,11,9,0,0,1,1,11,9,-58.2860104695924,-0.308049579467442,fa,rifle,gun,تفنگ,اسلحه,تفنگاسلحه,حلزون
اشتباه,587.36518176185,626.067499952323,-0.687625857828488,-0.39218326377178,68.5558321426159,116.14545688542,0.0854785860545302,0.351755223572339,12,7,1,0,11,6,12,6,0,0,0.916666666666667,1,12,7,1,0,12,6,12,6,0,0,1,1,11,6,38.7023181904733,0.295442594056708,fa,error,mistake,خطا,اشتباه,خطااشتباه,آدم ربایی
اضطراری,600.642833363093,759.492099960871,-0.0508095086349876,0.179334069310716,50.5576363764279,104.699479094546,0.19627931063528,0.331268189301477,13,10,0,1,12,10,12,10,0,1,1,1,13,10,0,1,12,10,12,10,0,1,1,1,12,10,158.849266597778,0.230143577945703,fa,urgent,emergency,فوری,اضطراری,فوریاضطراری,مدل
اطلاعات,553.572071429001,572.816428543409,-0.47626082554444,-0.406465903474951,42.3433597358984,51.580892591387,0.18841744859667,0.20196620137152,14,15,0,1,14,14,14,14,0,0,1,1,14,15,0,1,13,13,14,14,0,0,0.928571428571429,0.928571428571429,14,14,19.2443571144081,0.0697949220694885,fa,data,information,داده,اطلاعات,دادهاطلاعات,سرفه
اعتراف کردن,573.740750008175,664.866315772834,-0.256385110005372,-0.0589534771761585,56.9029603901518,74.2091446910499,0.225748543579519,0.265196499628791,8,20,1,1,8,19,8,19,0,0,1,1,8,21,1,0,8,18,8,19,0,0,1,0.947368421052632,8,19,91.1255657646584,0.197431632829214,fa,admit,confess,اقرار کردن,اعتراف کردن,اقرار کردناعتراف کردن,کم
اعتماد,530.312307667547,516.643499997397,-0.587066994552881,-0.661587290094311,40.8539215128189,23.3047168205737,0.166220909926316,0.15170601904436,13,14,1,0,13,12,13,14,0,0,1,0.857142857142857,13,14,1,0,13,14,13,14,0,0,1,1,13,12,-13.6688076701498,-0.0745202955414295,fa,respect,confidence,احترام,اعتماد,احتراماعتماد,ویژه
اغراق کردن,605.284454549168,594.3789999943,-0.397222768699381,-0.33912616563876,39.8222637585254,39.5341154911756,0.229701524024447,0.122875493834891,11,16,0,0,11,14,11,14,0,0,1,1,11,16,0,0,11,13,11,14,0,0,1,0.928571428571429,11,14,-10.9054545548673,0.0580966030606205,fa,underestimate,exaggerate,دست کم گرفتن,اغراق کردن,دست کم گرفتناغراق کردن,فعال کردن
افتخار,506.898199990708,642.009454550873,-0.779572375407629,-0.31447851569775,29.496530997608,74.1068666690829,0.08696706316837,0.21279262032292,16,13,1,2,15,11,15,11,0,0,1,1,16,13,1,2,15,11,15,11,0,0,1,1,15,11,135.111254560165,0.46509385970988,fa,privilege,honor,امتیاز,افتخار,امتیازافتخار,کیلومتر
افزوده,631.568550069004,584.811857122421,-0.296948714978023,-0.616004412379982,53.1034909549518,29.0498021542539,0.192915852945908,0.094875837147815,21,7,1,1,20,7,20,7,0,1,1,1,21,7,1,1,19,7,20,7,0,1,0.95,1,20,7,-46.7566929465834,-0.319055697401959,fa,extra,additional,اضافه,افزوده,اضافهافزوده,فرصت
افسانه,561.456999991957,629.942823538214,-0.602607324902719,-0.439126044030271,33.0053657433626,63.9304382393954,0.100615977847309,0.214890574758455,10,18,1,0,10,17,10,17,0,0,1,1,10,18,1,0,9,16,10,17,0,0,0.9,0.941176470588235,10,17,68.4858235462578,0.163481280872448,fa,myth,legend,اسطوره,افسانه,اسطورهافسانه,بازیابی کردن
افسردگی,669.109285720179,463.574000035762,-0.0696956470794422,-0.558308410379492,70.9496306957616,9.528999940376,0.293412616665106,0.0911802661645681,15,2,0,1,14,2,15,2,0,0,0.933333333333333,1,15,2,0,1,14,2,15,2,0,0,0.933333333333333,1,14,2,-205.535285684417,-0.48861276330005,fa,stress,depression,استرس,افسردگی,استرسافسردگی,خرس
اقامت کردن,632.465833371079,709.477714339321,0.352590798879604,-0.134538919187789,95.6357840912028,104.672990432127,0.742952450017757,0.298162555364358,7,7,0,1,6,7,6,7,0,1,1,1,7,7,0,1,6,7,6,7,0,1,1,1,6,7,77.0118809682419,-0.487129718067393,fa,stay,remain,ماندن,اقامت کردن,ماندناقامت کردن,طلایی
