target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ur_cue,ur_target,ur_word_combo
انجام,637.952740516684,548.576041622047,-0.787319668004171,-0.928532635039106,42.603959133363,31.2190901587849,0.118806011315815,0.0701991927996835,50,50,1,0,27,24,28,24,0,0,0.964285714285714,1,50,50,1,0,26,23,28,24,0,0,0.928571428571429,0.958333333333333,27,24,-89.3766988946363,-0.141212967034934,ur,result,outcome,نتیجہ,انجام,نتیجہانجام
انجن,791.852962918313,693.274772689002,-0.44376570069384,-0.596797388998683,85.4966229591684,50.7615931268695,0.187223551287067,0.0987010255646246,50,42,3,3,27,22,28,24,0,0,0.964285714285714,0.916666666666667,49,44,4,1,20,23,27,24,1,0,0.740740740740741,0.958333333333333,27,22,-98.5781902293108,-0.153031688304843,ur,tank,engine,ٹنکی,انجن,ٹنکیانجن
انجکشن,732.333823528904,765.65960001283,-0.52170314905982,-0.557890746776004,47.1481454929193,77.5333284427895,0.0995805949018008,0.154733657145559,29,36,2,1,17,15,17,16,0,0,1,0.9375,30,35,1,2,17,15,17,15,0,1,1,1,17,15,33.3257764839263,-0.0361875977161842,ur,dose,injection,خوراک,انجکشن,خوراکانجکشن
انداز,704.316466682701,691.888874960746,-0.65502627403018,-0.703559073134126,51.6524148505213,82.9597255439888,0.127195992694689,0.105900272934277,50,50,2,2,30,32,30,32,1,1,1,1,50,49,2,3,21,31,30,32,1,1,0.7,0.96875,30,32,-12.4275917219547,-0.0485327991039463,ur,rhythm,style,تال,انداز,تالانداز
اندر,614.628588205228,629.288583316646,-0.844006284206135,-0.756381183088716,23.835668000031,45.4764219824293,0.0899336762228856,0.11601178958554,33,43,1,0,17,24,17,24,1,0,1,1,33,43,1,0,17,23,17,24,1,0,1,0.958333333333333,17,24,14.6599951114184,0.0876251011174186,ur,outside,inside,باہر,اندر,باہراندر
اندھیرا,585.120199914843,644.982499990732,-0.811742635933929,-0.66155086788458,34.7081199945316,35.4061243998546,0.0686413334849669,0.0961909946785906,53,17,3,2,30,8,30,8,0,0,1,1,53,18,3,1,29,4,30,8,0,0,0.966666666666667,0.5,30,8,59.8623000758889,0.150191768049348,ur,shadow,dark,سایہ,اندھیرا,سایہاندھیرا
انسان,534.248000001608,669.382639991369,-1.026480708352,-0.775990834345391,24.5253558767524,52.7687458005171,0.0850608280355226,0.0923776700489117,34,49,1,2,20,25,20,25,1,0,1,1,35,48,0,3,21,23,21,25,0,0,1,0.92,20,25,135.134639989761,0.250489874006606,ur,man,human,آدمی,انسان,آدمیانسان
انصاف,599.677761894552,648.465785730701,-0.787552751448642,-0.645809103114288,45.9616345918718,35.4843890846676,0.150623631791006,0.102034831881942,46,50,1,2,21,28,21,28,0,0,1,1,46,51,1,1,20,28,21,28,0,0,0.952380952380952,1,21,28,48.7880238361489,0.141743648334354,ur,revenge,justice,انتقام,انصاف,انتقامانصاف
انعام,551.713333285614,626.01184000826,-0.944476129041558,-0.722259852489859,24.4080166991183,48.3147859717783,0.0506504913666188,0.154860404562452,47,46,2,1,30,25,30,26,0,0,1,0.961538461538462,46,46,3,1,28,23,30,26,0,0,0.933333333333333,0.884615384615385,30,25,74.2985067226464,0.222216276551699,ur,bonus,reward,اضافی انعام,انعام,اضافی انعامانعام
انعام.1,703.56291663461,585.324639981852,-0.736356778645538,-0.793994724624179,96.922537334223,38.855052696589,0.151343096811311,0.102087497700355,35,50,2,1,24,25,24,26,0,1,1,0.961538461538462,35,50,2,1,21,25,24,26,0,1,0.875,0.961538461538462,24,25,-118.238276652757,-0.0576379459786402,ur,nobel,prize,نوبل,انعام,نوبلانعام
انفیکشن,738.923521724521,924.308481459122,-0.433229967622112,-0.0278622890161122,44.3406456006046,38.8089945349051,0.105623919784255,0.113925401128484,35,50,0,0,23,27,23,30,0,0,1,0.9,35,50,0,0,23,30,23,30,0,0,1,1,23,27,185.384959734601,0.405367678606,ur,virus,infection,وائرس,انفیکشن,وائرسانفیکشن
انڈہ,581.344172396336,686.691999921783,-0.877899260908311,-0.574020339131645,33.2075229916295,47.4997526037772,0.0580136126168942,0.128607271671676,44,50,1,2,29,27,29,27,0,0,1,1,44,50,1,2,26,26,29,27,0,0,0.896551724137931,0.962962962962963,29,27,105.347827525447,0.303878921776666,ur,nest,egg,گھوںسلا,انڈہ,گھوںسلاانڈہ
انکسارپسند,1091.66024997602,1482.37096428159,0.240308519461642,1.04426615200847,76.1718851341167,106.278606842266,0.134888907028942,0.179915744024457,34,50,0,0,16,28,18,33,0,0,0.888888888888889,0.848484848484849,33,50,1,0,16,33,18,33,0,0,0.888888888888889,1,16,28,390.710714305577,0.803957632546825,ur,humble,modest,عاجزانہ,انکسارپسند,عاجزانہانکسارپسند
انگوٹھا,615.8079444448,881.537400011566,-0.748272365178758,-0.386444596827946,27.0322826766813,114.39519393357,0.0937829859529398,0.207893491121665,33,24,0,1,18,15,18,15,0,1,1,1,33,24,0,1,17,13,18,15,0,1,0.944444444444444,0.866666666666667,18,15,265.729455566766,0.361827768350812,ur,finger,thumb,انگلی,انگوٹھا,انگلیانگوٹھا
اونچا,691.59607995377,615.154476164312,-0.617548551420334,-0.909838449600422,97.3377294516684,57.6812343350689,0.171183177198634,0.130918069516489,54,49,0,0,25,21,25,21,0,0,1,1,53,49,1,0,24,21,24,21,1,0,1,1,25,21,-76.4416037894572,-0.292289898180088,ur,low,high,نیچا,اونچا,نیچااونچا
اونچائی,657.670590901721,721.730571104169,-0.560836686530747,-0.650905287672668,49.2919358323917,58.5008804334383,0.133556474426785,0.111791481419071,43,42,2,0,22,21,22,22,1,0,1,0.954545454545455,42,42,3,0,20,22,21,22,2,0,0.952380952380952,1,22,21,64.0599802024483,-0.0900686011419202,ur,weight,height,وزن,اونچائی,وزناونچائی
اوپر,603.133611077249,659.393100000383,-0.911303614813346,-0.62583675063447,41.4648767421562,56.0298107069166,0.0860811279654823,0.121920541683208,28,51,0,2,18,20,18,20,0,0,1,1,28,49,0,4,17,18,18,19,0,1,0.944444444444444,0.947368421052632,18,20,56.259488923134,0.285466864178876,ur,down,up,نیچے,اوپر,نیچےاوپر
اوپری,694.592045470146,849.568565215594,-0.52450203035282,-0.160935644593123,43.0265589702867,80.9599358162517,0.110352305534117,0.215294378132302,40,40,0,1,22,23,24,25,0,0,0.916666666666667,0.92,40,40,0,1,21,20,24,25,0,0,0.875,0.8,22,23,154.976519745448,0.363566385759696,ur,lower,upper,نچلا,اوپری,نچلااوپری
اٹلانٹک,1480.61844446202,1407.83519999612,0.993380999541783,1.29271074971696,142.251210879714,144.438770303002,0.303141323962032,0.383977829969537,28,41,0,4,9,10,11,23,0,1,0.818181818181818,0.434782608695652,27,43,1,2,2,23,11,24,0,0,0.181818181818182,0.958333333333333,9,10,-72.7832444659032,0.299329750175178,ur,pacific,atlantic,پیسفک,اٹلانٹک,پیسفکاٹلانٹک
اپارٹمنٹ,842.476400003358,764.649931022064,-0.220078386103956,-0.346894521190489,71.0653234304892,39.8764227471379,0.106699409537048,0.0747423988726548,37,51,0,0,20,29,20,31,0,0,1,0.935483870967742,37,50,0,1,20,29,20,31,0,0,1,0.935483870967742,20,29,-77.8264689812939,-0.126816135086533,ur,house,apartment,گھر,اپارٹمنٹ,گھراپارٹمنٹ
اپنی طرف متوجہ کرنا,986.025480025381,1071.83999999056,0.208408786456569,0.58600314386867,57.6606683685393,54.4259420304979,0.10956763137808,0.119567816918745,44,43,1,1,25,23,25,23,1,0,1,1,44,43,1,1,25,21,25,23,1,0,1,0.91304347826087,25,23,85.8145199651748,0.377594357412101,ur,attention,attract,توجہ,اپنی طرف متوجہ کرنا,توجہاپنی طرف متوجہ کرنا
اڑنا,696.585392845865,838.90886953553,-0.562813662112893,-0.284991317455632,59.9352398525348,64.5788174394477,0.108072082865172,0.169318968952514,50,48,0,1,28,23,30,24,0,0,0.933333333333333,0.958333333333333,50,47,0,2,30,16,30,24,0,0,1,0.666666666666667,28,23,142.323476689665,0.277822344657261,ur,land,fly,زمین,اڑنا,زمیناڑنا
اکتوبر,570.513199965103,742.907083381627,-1.01296499487573,-0.559725011053928,27.2441733552997,71.4574671942313,0.0548824839777401,0.149057346725272,16,48,2,1,10,24,10,26,0,0,1,0.923076923076923,16,49,2,0,9,8,10,26,0,0,0.9,0.307692307692308,10,24,172.393883416525,0.453239983821801,ur,september,october,ستمبر,اکتوبر,ستمبراکتوبر
اکثر,652.060076913158,684.046680006468,-0.712476842539326,-0.57288348954799,39.0067800634896,63.8441285600025,0.129220968099151,0.150154060165154,40,50,1,1,26,25,28,26,0,0,0.928571428571429,0.961538461538462,41,50,0,1,25,25,28,26,0,0,0.892857142857143,0.961538461538462,26,25,31.98660309331,0.139593352991336,ur,sometimes,often,کبھی کبھی,اکثر,کبھی کبھیاکثر
اکھثا کرنا,736.199666694507,457.789999999979,-0.878779765061289,-1.03605277184402,301.314733127099,,0.218448528336156,,33,26,1,1,3,1,19,12,0,1,0.157894736842105,0.0833333333333333,34,26,0,1,19,12,19,12,0,1,1,1,3,1,-278.409666694528,-0.157273006782736,ur,collect,gather,جمع کرنا,اکھثا کرنا,جمع کرنااکھثا کرنا
اہم,641.957111097549,977.829000029829,-0.603935960050814,-0.113101162903952,37.1936324909551,153.666984751574,0.100824877553446,0.342124418243334,47,18,0,2,27,10,27,10,0,0,1,1,47,19,0,1,27,9,27,10,0,0,1,0.9,27,10,335.87188893228,0.490834797146861,ur,valuable,important,قابل قدر,اہم,قابل قدراہم
اہمیت,870.326615312511,616.547769204893,-0.356505820787125,-0.851788854761331,90.740897556294,54.3478413002864,0.134816869389562,0.091418067971908,38,27,0,1,26,13,26,13,0,0,1,1,38,26,0,2,24,12,26,13,0,0,0.923076923076923,0.923076923076923,26,13,-253.778846107618,-0.495283033974206,ur,meaning,importance,مطلب,اہمیت,مطلباہمیت
ایجنسی,892.698699879681,846.070359962118,-0.0972694146892334,-0.263493520797216,98.1124313318688,67.2192815932606,0.292932616477154,0.155695691630301,23,52,0,2,10,25,10,25,0,0,1,1,23,52,0,2,6,24,10,24,0,1,0.6,1,10,25,-46.6283399175634,-0.166224106107982,ur,firm,agency,فرم,ایجنسی,فرمایجنسی
ایمان,618.51714997965,613.828294086527,-0.808000081503715,-0.813652517418656,57.230272039099,28.3999652113822,0.105648743358552,0.0883426992378389,37,37,0,0,20,17,21,17,0,0,0.952380952380952,1,37,37,0,0,20,17,21,17,0,0,0.952380952380952,1,20,17,-4.68885589312333,-0.00565243591494147,ur,hope,faith,امید,ایمان,امیدایمان
ایماندار,634.928045444762,844.037777787056,-0.698357972744815,-0.268322044578319,40.1065175121912,78.7670614996488,0.0953880808841508,0.204132898480003,50,21,1,0,22,9,23,10,0,0,0.956521739130435,0.9,51,21,0,0,22,5,23,10,0,0,0.956521739130435,0.5,22,9,209.109732342294,0.430035928166496,ur,decent,honest,مہذب,ایماندار,مہذبایماندار
ایمانداری,679.781380890186,663.408933309598,-0.686371264016406,-0.576562200997873,41.3483194486509,47.4756398424314,0.0910135842482429,0.0912983498640336,38,28,0,0,21,15,21,15,0,0,1,1,38,28,0,0,21,15,21,15,0,0,1,1,21,15,-16.3724475805889,0.109809063018534,ur,loyalty,honesty,وفاداری,ایمانداری,وفاداریایمانداری
ایمرجنسی,615.424052611876,699.739559993018,-0.659017348197661,-0.618791936750773,33.4703020239177,36.7570887759677,0.0915516384873623,0.0652314716742643,50,47,3,0,19,25,20,25,1,0,0.95,1,50,47,3,0,19,24,20,25,1,0,0.95,0.96,19,25,84.3155073811424,0.0402254114468881,ur,urgent,emergency,فوری طور پر,ایمرجنسی,فوری طور پرایمرجنسی
ایندھن,731.363500013839,896.203066700371,-0.521932884553462,-0.254322960214347,41.9024716829923,120.04917597304,0.0720050623306525,0.214870220930363,40,27,2,0,22,15,24,15,1,0,0.916666666666667,1,40,27,2,0,23,14,24,15,1,0,0.958333333333333,0.933333333333333,22,15,164.839566686531,0.267609924339115,ur,gas,fuel,گیس,ایندھن,گیسایندھن
ایٹمی,777.938555537804,751.91706250294,-0.437388591277123,-0.303565565577794,62.1319692149433,61.0222366549713,0.0948359495724083,0.131940807537072,32,34,1,0,18,16,19,16,0,0,0.947368421052632,1,31,34,2,0,14,16,19,16,0,0,0.736842105263158,1,18,16,-26.0214930348636,0.133823025699329,ur,atomic,nuclear,جوہری,ایٹمی,جوہریایٹمی
ایچ آئی وی,1191.27026668378,1527.96136838818,0.562210992160712,1.24547077846396,117.441203741318,81.6000854533605,0.221706663833303,0.19362328424965,33,39,0,1,15,19,18,24,0,0,0.833333333333333,0.791666666666667,33,40,0,0,12,23,18,24,0,0,0.666666666666667,0.958333333333333,15,19,336.691101704397,0.683259786303246,ur,aids,hiv,ایڈز,ایچ آئی وی,ایڈزایچ آئی وی
ایڈریس,752.008315740134,599.019374975011,-0.340988024835628,-0.561643717565593,64.7203210852632,77.9021352049637,0.153384928742204,0.219621175579642,34,20,0,0,19,8,20,8,0,0,0.95,1,33,20,1,0,20,8,20,8,0,0,1,1,19,8,-152.988940765124,-0.220655692729965,ur,number,address,نمبر,ایڈریس,نمبرایڈریس
ایڈرینالن,1402.09144437724,1560.64811765648,1.16144968211909,1.37273286210887,177.427977867308,155.310519161974,0.458135830144191,0.303062413748059,32,43,2,5,9,17,16,29,1,1,0.5625,0.586206896551724,34,46,0,2,17,29,17,29,0,1,1,1,9,17,158.556673279248,0.211283179989774,ur,hormone,adrenaline,ہارمون,ایڈرینالن,ہارمونایڈرینالن
ایک ارب,726.009714270064,790.571214275946,-0.477678598992802,-0.257062922395923,42.2541357827713,42.7983863939388,0.108190096683335,0.105327273639879,43,50,0,1,28,29,28,30,0,0,1,0.966666666666667,43,50,0,1,27,30,28,30,0,0,0.964285714285714,1,28,28,64.5615000058822,0.220615676596879,ur,million,billion,دس لاکھ,ایک ارب,دس لاکھایک ارب
ایک قسم کی جھاڑی,1000.1945882238,1154.88206427957,0.00335002062031999,0.532256506382676,88.6623527055978,102.112723696439,0.206566519315725,0.175602642470433,33,50,1,1,17,31,17,31,0,0,1,1,32,49,2,2,16,31,16,31,1,0,1,1,17,31,154.687476055769,0.528906485762356,ur,ming,ling,ایک قسم کا درخت,ایک قسم کی جھاڑی,ایک قسم کا درختایک قسم کی جھاڑی
باتھ روم,680.036434769463,771.214391312501,-0.704373297827378,-0.361176400547337,26.0297050006122,59.0897849574227,0.0524680801881019,0.13354608993681,30,50,0,0,23,23,23,26,0,0,1,0.884615384615385,30,50,0,0,20,24,23,26,0,0,0.869565217391304,0.923076923076923,23,23,91.1779565430375,0.343196897280042,ur,shower,bathroom,شاور,باتھ روم,شاورباتھ روم
بادبان,1481.10499992849,1161.07888879597,1.46064178828464,0.465729056563018,278.404885134318,119.150398537752,0.50543989279172,0.192150448591042,20,33,0,1,5,9,12,15,0,0,0.416666666666667,0.6,20,34,0,0,12,15,12,15,0,0,1,1,5,9,-320.026111132517,-0.994912731721618,ur,anchor,sail,لنگر,بادبان,لنگربادبان
بادشاھی,677.995285764728,671.617176511051,-0.740361643351188,-0.706017499644449,51.6024951084574,44.9041633167456,0.152022284769817,0.0797251094146874,35,32,2,2,14,17,15,17,1,0,0.933333333333333,1,35,31,2,3,13,10,15,17,1,0,0.866666666666667,0.588235294117647,14,17,-6.37810925367683,0.0343441437067387,ur,royal,kingdom,شاھانہ,بادشاھی,شاھانہبادشاھی
بادشاہ,589.10983868957,610.662481481091,-0.809325179348327,-0.868635087175591,45.1395417050118,57.0029960197907,0.106140797541308,0.15366073466495,49,47,2,0,31,27,31,27,0,0,1,1,49,47,2,0,30,25,31,27,0,0,0.967741935483871,0.925925925925926,31,27,21.5526427915203,-0.0593099078272646,ur,queen,king,ملکہ,بادشاہ,ملکہبادشاہ
بار,634.958920044636,722.796916606111,-0.748101646525914,-0.455173280525215,43.7598827401891,104.729639523129,0.11596734500262,0.310374047341287,47,29,1,1,25,12,26,12,0,0,0.961538461538462,1,47,28,1,2,21,12,25,12,1,0,0.84,1,25,12,87.8379965614756,0.292928366000698,ur,club,bar,کلب,بار,کلببار
بازو,572.447769228394,770.585904719786,-0.880430179324317,-0.516489565154435,21.8971740467235,95.4412946118958,0.0605021672352277,0.182356466743301,41,40,2,0,26,21,26,21,0,0,1,1,41,40,2,0,24,19,26,21,0,0,0.923076923076923,0.904761904761905,26,21,198.138135491393,0.363940614169883,ur,hand,arm,ہاتھ,بازو,ہاتھبازو
باس,700.339333339189,830.807923168824,-0.66471053038074,0.171396509623107,106.781324946417,119.374362756528,0.187834394087731,0.41566448014922,31,33,1,1,21,13,22,20,0,0,0.954545454545455,0.65,32,32,0,2,21,15,22,19,0,1,0.954545454545455,0.789473684210526,21,13,130.468589829635,0.836107040003847,ur,manager,boss,مینیجر,باس,مینیجرباس
بالاآخر,703.665799998885,759.874894755997,-0.554361592880838,-0.309841957575429,54.284978184952,49.0103332494254,0.107358634662387,0.137254311396056,31,38,1,2,20,19,21,21,0,1,0.952380952380952,0.904761904761905,31,38,1,2,18,21,21,21,0,1,0.857142857142857,1,20,19,56.209094757112,0.244519635305409,ur,finally,eventually,آخر میں,بالاآخر,آخر میںبالاآخر
باپ,562.872149954425,553.362647050844,-0.916939242727151,-0.888573127264694,45.2505193670874,23.779762046842,0.0974850813424845,0.0739754897826482,44,32,0,0,20,17,21,17,0,0,0.952380952380952,1,43,32,1,0,21,17,21,17,0,0,1,1,20,17,-9.50950290358037,0.0283661154624576,ur,mother,father,ماں,باپ,ماںباپ
باپ.1,608.386222228042,661.531555566794,-0.663905609910398,-0.580445940739809,55.8907818970938,60.1723934080946,0.158322554311924,0.166335573510325,33,24,1,1,18,9,18,9,1,0,1,1,34,23,0,2,17,9,19,9,0,0,0.894736842105263,1,18,9,53.1453333387528,0.0834596691705893,ur,uncle,dad,چچا,باپ,چچاباپ
باڑ,842.730166623457,784.475962971495,-0.274586366496672,-0.234817513448313,121.294915244391,54.9666360714384,0.283069058793328,0.166110270860017,27,53,2,2,12,27,12,30,0,1,1,0.9,27,53,2,2,12,29,12,30,0,1,1,0.966666666666667,12,27,-58.2542036519617,0.0397688530483597,ur,wall,fence,دیوار,باڑ,دیوارباڑ
باکمال آدمی,866.969464278183,1031.98747062444,-0.12328837911157,0.191213493698382,49.7246975731617,76.0527114017145,0.0950227082504553,0.135331023745589,40,29,0,1,28,17,28,18,0,0,1,0.944444444444444,40,29,0,1,27,16,28,18,0,0,0.964285714285714,0.888888888888889,28,17,165.018006346261,0.314501872809952,ur,celebrity,star,مشہور شخصیت,باکمال آدمی,مشہور شخصیتباکمال آدمی
بایاں,633.52383333474,779.811833339782,-0.839330361439409,-0.22889285041682,59.1786801856683,51.1412310563911,0.0818717757296383,0.119019205228211,40,33,0,0,18,18,19,19,0,0,0.947368421052632,0.947368421052632,40,33,0,0,16,19,19,19,0,0,0.842105263157895,1,18,18,146.288000005042,0.610437511022589,ur,right,left,دایاں,بایاں,دایاںبایاں
بت,749.342782613961,746.126818187377,-0.507638561443335,-0.372690346042697,51.0112825401405,44.0093561997298,0.118710250920423,0.112150395331609,50,45,2,0,23,22,25,26,0,0,0.92,0.846153846153846,49,45,3,0,25,26,25,26,0,0,1,1,23,22,-3.21596442658313,0.134948215400639,ur,monument,statue,یادگار,بت,یادگاربت
بتانا,632.885999990662,753.816187114371,-0.787271077166828,-0.534871152684,34.6638294023908,66.2896529016925,0.116395406476524,0.159457372363928,25,39,2,0,17,16,17,17,0,0,1,0.941176470588235,25,37,2,2,17,10,17,16,0,1,1,0.625,17,16,120.93018712371,0.252399924482828,ur,say,tell,کہہ دو,بتانا,کہہ دوبتانا
بجلی,632.982545436392,676.180874955069,-0.695389592310573,-0.614395183529421,61.1699903457309,56.9877948926246,0.122089200040756,0.129374255296678,22,50,0,0,11,24,11,26,0,0,1,0.923076923076923,22,50,0,0,10,5,11,26,0,0,0.909090909090909,0.192307692307692,11,24,43.1983295186773,0.0809944087811515,ur,current,electricity,کرنٹ,بجلی,کرنٹبجلی
بحالی,756.020461519212,749.941499988723,-0.462221236462169,-0.374521565361746,49.807782761222,63.6000063927414,0.0929607639182947,0.155563638701178,45,31,1,0,26,14,28,14,0,0,0.928571428571429,1,44,31,2,0,26,12,27,14,1,0,0.962962962962963,0.857142857142857,26,14,-6.07896153048898,0.0876996711004228,ur,service,maintenance,سروس,بحالی,سروسبحالی
بحث,843.663692337969,748.682142860065,-0.403484778638383,-0.243860847114057,65.7248499585757,117.51090031596,0.144327331230634,0.453826234513758,30,27,2,0,13,14,13,14,0,0,1,1,30,26,2,1,13,14,13,14,0,0,1,1,13,14,-94.9815494779044,0.159623931524325,ur,conversation,discussion,گفتگو,بحث,گفتگوبحث
بحران,835.030079999227,720.163090879849,-0.183175537393688,-0.552698775010508,76.7098609625388,45.0610008560605,0.145758059517608,0.082682673426723,39,48,0,1,25,22,26,24,0,0,0.961538461538462,0.916666666666667,38,48,1,1,25,22,25,24,1,0,1,0.916666666666667,25,22,-114.866989119378,-0.36952323761682,ur,situation,crisis,حالات,بحران,حالاتبحران
بحریہ,659.615055391737,764.946866654874,-0.578544156108551,-0.396800204927191,37.3573020515115,42.2020917822901,0.0819884376441414,0.0910960531277617,31,51,0,4,18,30,19,31,0,2,0.947368421052632,0.967741935483871,31,52,0,3,19,30,19,31,0,2,1,0.967741935483871,18,30,105.331811263138,0.181743951181359,ur,marine,navy,سمندری,بحریہ,سمندریبحریہ
بخار,539.280999995943,711.128646989952,-0.959514621209754,-0.639309477773571,19.6163317654972,61.2194061919526,0.0560890837712528,0.170031975007376,39,29,2,3,27,17,27,18,0,1,1,0.944444444444444,39,29,2,3,25,18,27,18,0,1,0.925925925925926,1,27,17,171.847646994009,0.320205143436182,ur,cough,fever,کھانسی,بخار,کھانسیبخار
بدحالی,725.387352914135,754.173588233108,-0.446327192322668,-0.150965883324339,33.7185579306073,75.4193459252327,0.0997978020712381,0.275009071888067,33,27,0,1,17,17,17,18,0,1,1,0.944444444444444,33,27,0,1,17,18,17,18,0,1,1,1,17,17,28.7862353189726,0.295361308998329,ur,poverty,misery,غربت,بدحالی,غربتبدحالی
بدصورت,816.525599952575,648.061454558766,-0.473229602707515,-0.821182328045819,77.4312028234097,39.0218892977536,0.137578833071081,0.0873288851287491,50,18,3,0,25,11,27,11,0,0,0.925925925925926,1,50,18,3,0,25,11,27,11,0,0,0.925925925925926,1,25,11,-168.464145393809,-0.347952725338304,ur,disgusting,ugly,ناگوار,بدصورت,ناگواربدصورت
بدقسمتی,596.023043477272,786.415433407561,-0.793058041165538,-0.453731225996756,35.2408092103051,47.7367157303067,0.0757851879368548,0.085137475609756,45,50,0,1,23,30,23,30,0,0,1,1,45,50,0,1,23,21,23,30,0,0,1,0.7,23,30,190.392389930289,0.339326815168782,ur,unfortunate,misfortune,بد نصیبی,بدقسمتی,بد نصیبیبدقسمتی
