target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,nl_cue,nl_target,nl_word_combo
beloning,551.125666673095,639.634900000179,-0.399660575537442,-0.246665965969062,79.732273024995,122.225989581526,0.209560749871847,0.286101012982389,10,12,0,0,9,10,9,10,0,0,1,1,10,12,0,0,9,9,9,10,0,0,1,0.9,9,10,88.509233327084,0.15299460956838,nl,bonus,reward,bonus,beloning,bonusbeloning
bereiden,543.327437500768,570.408812506601,-0.453407336758403,-0.201926511117804,26.8907322933706,34.0100406652037,0.114097374095268,0.207747146623407,16,19,0,0,16,16,16,17,0,0,1,0.941176470588235,16,19,0,0,15,17,16,17,0,0,0.9375,1,16,16,27.0813750058334,0.251480825640599,nl,ready,prepare,klaar,bereiden,klaarbereiden
berekenen,561.141666671962,581.61823076188,-0.346827826631593,-0.253642913264981,58.4287538626193,37.9603245402418,0.275589877941981,0.161622693101725,10,13,0,1,9,13,9,13,0,0,1,1,10,13,0,1,9,13,9,13,0,0,1,1,9,13,20.476564089918,0.0931849133666123,nl,count,calculate,tellen,berekenen,tellenberekenen
berg,489.779555548366,562.044846163022,-0.677073674068157,-0.286632099755187,17.2808268360703,37.6128016890994,0.0671650107320296,0.148358948922287,18,13,0,0,18,13,18,13,0,0,1,1,18,13,0,0,18,13,18,13,0,0,1,1,18,13,72.2652906146562,0.390441574312969,nl,hill,mountain,heuvel,berg,heuvelberg
bericht,533.406611107778,513.06010345485,-0.472591884548887,-0.585574950185062,37.2631338194364,17.6780754467871,0.101061759396508,0.081403070526301,19,29,0,0,18,29,19,29,0,0,0.947368421052632,1,19,29,0,0,19,28,19,29,0,0,1,0.96551724137931,18,29,-20.3465076529282,-0.112983065636174,nl,warning,message,waarschuwing,bericht,waarschuwingbericht
beroemd,443.073454537053,534.849125009599,-0.772257689284699,-0.406459082232298,15.6624695392635,51.4258289558509,0.09590873628948,0.273129958907731,11,19,0,0,11,16,11,16,0,0,1,1,11,19,0,0,11,15,11,16,0,0,1,0.9375,11,16,91.7756704725461,0.3657986070524,nl,popular,famous,populair,beroemd,populairberoemd
beroven,677.103454513148,632.806521748712,0.0562286356351033,0.00748115480061294,72.3554472696197,37.8670868495327,0.243441933225475,0.184463446799378,12,23,0,1,11,23,11,23,0,0,1,1,12,24,0,0,11,23,11,23,0,0,1,1,11,23,-44.2969327644352,-0.0487474808344903,nl,steal,rob,stelen,beroven,stelenberoven
beroving,660.912099991972,692.707000017402,-0.0325324314166208,0.260746099103142,89.1950209330209,40.9075092719213,0.253962001070461,0.236829488255379,11,12,1,1,10,10,10,12,1,0,1,0.833333333333333,11,12,1,1,9,11,10,12,1,0,0.9,0.916666666666667,10,10,31.7949000254301,0.293278530519762,nl,theft,robbery,diefstal,beroving,diefstalberoving
beschaving,569.151500005126,497.573142877647,-0.312282644596545,-0.616188949922634,41.7158041543515,40.7215067927575,0.16590153095138,0.176504632751123,14,8,0,0,14,7,14,7,0,0,1,1,14,8,0,0,14,7,14,7,0,0,1,1,14,7,-71.5783571274795,-0.303906305326089,nl,culture,civilization,cultuur,beschaving,cultuurbeschaving
bescheiden,550.300727277333,656.993874981934,-0.547463766623351,-0.192009456764529,46.6156711020578,56.7633645937889,0.15681678395111,0.135873991492989,13,16,1,0,11,16,11,16,1,0,1,1,13,16,1,0,11,16,11,16,1,0,1,1,11,16,106.693147704601,0.355454309858821,nl,humble,modest,nederig,bescheiden,nederigbescheiden
beschrijving,536.72957144305,488.022363602857,-0.415682109358651,-0.539956210972635,61.8961656032729,16.5065040975239,0.24384191419418,0.0653751392059674,14,12,0,0,14,11,14,11,0,0,1,1,14,12,0,0,14,11,14,11,0,0,1,1,14,11,-48.7072078401933,-0.124274101613984,nl,profile,description,profiel,beschrijving,profielbeschrijving
beschuldiging,646.351434772356,608.329071431947,-0.110241887526296,-0.13950430709103,74.3066203898863,45.0940839707188,0.203937309199723,0.169125577512856,23,15,0,0,23,14,23,14,0,0,1,1,23,15,0,0,23,14,23,14,0,0,1,1,23,14,-38.0223633404092,-0.0292624195647342,nl,complaint,accusation,klacht,beschuldiging,klachtbeschuldiging
bestemming,724.558750005639,580.037142855398,0.0185281784422227,-0.359432492111013,94.3851476860689,45.9289586034018,0.300538273883943,0.14126604620316,18,8,0,0,16,7,16,7,0,0,1,1,18,8,0,0,13,7,16,7,0,0,0.8125,1,16,7,-144.521607150241,-0.377960670553236,nl,fate,destiny,lotsbestemming,bestemming,lotsbestemmingbestemming
bestuurder,559.062250000905,521.944624979949,-0.441674823696943,-0.376745085534905,26.423248477061,29.9888614515695,0.10866322832567,0.212412528681706,17,17,0,0,16,16,16,16,0,0,1,1,17,17,0,0,16,14,16,16,0,0,1,0.875,16,16,-37.1176250209555,0.0649297381620379,nl,passenger,driver,passagier,bestuurder,passagierbestuurder
bevel,539.874999994322,748.053777777345,-0.445976642864822,0.369603117330417,41.8632255349221,128.352447680351,0.155983535252439,0.510436178047331,14,9,0,0,11,9,14,9,0,0,0.785714285714286,1,14,9,0,0,11,9,14,9,0,0,0.785714285714286,1,11,9,208.178777783022,0.815579760195239,nl,command,order,commando,bevel,commandobevel
bevestigen,610.951714276681,581.712599982081,-0.328134366456202,-0.0774648284846282,63.6920238674694,57.7410631236264,0.254457587519831,0.264592631303824,8,16,0,0,7,15,7,15,0,0,1,1,8,16,0,0,7,15,7,15,0,0,1,1,7,15,-29.2391142945999,0.250669537971574,nl,confirmation,confirm,bevestiging,bevestigen,bevestigingbevestigen
bevriezen,528.268315756615,575.413916660194,-0.481381458112201,-0.366739744270759,25.5167798504316,27.2435158541608,0.107724991558636,0.143815491504944,20,14,0,0,19,12,19,12,0,0,1,1,20,14,0,0,19,12,19,12,0,0,1,1,19,12,47.1456009035785,0.114641713841442,nl,melt,freeze,smelten,bevriezen,smeltenbevriezen
bewaren,526.059909068683,513.848499999573,-0.58273032503272,-0.549430859672333,66.7352260266904,40.4153221021191,0.185779858010023,0.181922719458205,14,15,1,1,11,14,12,14,0,1,0.916666666666667,1,14,15,1,1,12,14,12,14,0,1,1,1,11,14,-12.2114090691103,0.0332994653603869,nl,hold,keep,houden,bewaren,houdenbewaren
bewijs,471.125599988891,546.055812511546,-0.75520117999273,-0.494890535057803,23.2003551036842,37.6612699486216,0.0994735567419886,0.139810277805974,16,18,0,0,15,16,15,16,0,0,1,1,16,18,0,0,15,16,15,16,0,0,1,1,15,16,74.9302125226546,0.260310644934927,nl,evidence,proof,bewijsmateriaal,bewijs,bewijsmateriaalbewijs
bier,486.837749986104,462.631888907438,-0.622151464444844,-0.80104104739764,38.1562725686375,31.3218213048414,0.131842504013357,0.128615778791482,13,10,0,0,12,9,13,9,0,0,0.923076923076923,1,13,10,0,0,12,7,13,9,0,0,0.923076923076923,0.777777777777778,12,9,-24.2058610786657,-0.178889582952795,nl,drink,beer,drankje,bier,drankjebier
bijeenkomen,745.077769239259,718.46343750093,0.194708102345621,0.321754566464873,144.143156796545,57.1762551401237,0.448834869880618,0.227554119885227,13,16,0,0,13,16,13,16,0,0,1,1,13,16,0,0,13,15,13,16,0,0,1,0.9375,13,16,-26.6143317383288,0.127046464119252,nl,collect,gather,verzamelen,bijeenkomen,verzamelenbijeenkomen
bijstand,656.724933344263,609.332314270589,0.0625438069902896,-0.133252768770571,65.8977928848949,33.4630757848398,0.257092469697194,0.140459613378642,17,37,0,1,15,35,15,35,0,1,1,1,17,38,0,0,15,35,15,36,0,0,1,0.972222222222222,15,35,-47.392619073675,-0.195796575760861,nl,support,assistance,steun,bijstand,steunbijstand
binnen,424.654823534677,507.294500002987,-0.833570210745278,-0.809282930369758,21.1280277739459,42.292500003008,0.0780123923009853,0.0439721074304017,17,3,0,0,17,2,17,2,0,0,1,1,17,3,0,0,17,2,17,2,0,0,1,1,17,2,82.63967646831,0.0242872803755203,nl,outside,inside,buiten,binnen,buitenbinnen
biologie,652.726749988091,491.739499996523,-0.278132319881749,-0.359622311258126,112.827021173044,30.1259276466314,0.391416057844289,0.231074407973316,8,6,0,0,8,6,8,6,0,0,1,1,8,6,0,0,8,6,8,6,0,0,1,1,8,6,-160.987249991568,-0.081489991376377,nl,chemistry,biology,chemie,biologie,chemiebiologie
biologisch,547.439590904966,567.933125011176,-0.506306653141834,-0.410921233979275,29.7889523388058,19.5081139961077,0.125483029747141,0.149507734479289,22,10,0,0,22,8,22,8,0,0,1,1,22,10,0,0,22,7,22,8,0,0,1,0.875,22,8,20.4935341062094,0.0953854191625588,nl,chemical,biological,chemisch,biologisch,chemischbiologisch
blauw,512.298071437412,461.042076941965,-0.689078607649603,-0.959245111067673,55.7916400516798,18.5787810553638,0.214826694104588,0.0628897094031343,16,14,0,0,14,13,15,14,0,0,0.933333333333333,0.928571428571429,16,14,0,0,14,13,15,14,0,0,0.933333333333333,0.928571428571429,14,13,-51.2559944954468,-0.27016650341807,nl,brown,blue,bruin,blauw,bruinblauw
blessure,578.326250010694,634.111884616357,-0.372122432298558,-0.162303234583997,23.5379392347345,30.6223156203285,0.0901599297554206,0.0972826706796109,9,27,0,1,8,26,8,27,0,1,1,0.962962962962963,9,28,0,0,8,27,8,28,0,0,1,0.964285714285714,8,26,55.7856346056627,0.209819197714561,nl,wound,injury,wond,blessure,wondblessure
bloem,525.293066677201,480.628380939635,-0.556456589826163,-0.656310249729321,35.8352130020769,27.0906708199796,0.142711871040027,0.104308491886942,15,22,0,0,15,21,15,21,0,0,1,1,15,22,0,0,15,21,15,21,0,0,1,1,15,21,-44.6646857375661,-0.0998536599031579,nl,plant,flower,plant,bloem,plantbloem
boek,463.130307701714,563.97807146307,-0.751554128069534,-0.254367332839518,55.6146330429127,88.1445578629118,0.21400978195728,0.392690423135516,13,16,0,0,13,14,13,15,0,0,1,0.933333333333333,13,16,0,0,12,13,13,15,0,0,0.923076923076923,0.866666666666667,13,14,100.847763761356,0.497186795230016,nl,bible,book,bijbel,boek,bijbelboek
boom,500.117058858578,513.288000003005,-0.607426459384674,-0.366543416084608,44.1872178411784,78.2221779604224,0.147006661724147,0.305839840709435,17,8,0,0,17,8,17,8,0,0,1,1,17,8,0,0,17,8,17,8,0,0,1,1,17,8,13.1709411444266,0.240883043300065,nl,bush,tree,struik,boom,struikboom
boos,511.215374988831,495.580846133508,-0.551984021895604,-0.686200334152789,47.2981415087584,22.4450462630242,0.18020069626189,0.104668240568283,10,15,0,0,8,13,8,13,0,0,1,1,10,15,0,0,7,12,8,13,0,0,0.875,0.923076923076923,8,13,-15.6345288553237,-0.134216312257184,nl,jealous,angry,jaloers,boos,jaloersboos
boot,532.58571429491,586.36766666225,-0.512132501897183,-0.332421345806792,47.2095684087868,58.9860442297575,0.169898352283875,0.174299815943632,14,31,0,0,14,27,14,28,0,0,1,0.964285714285714,14,31,0,0,14,28,14,28,0,0,1,1,14,27,53.7819523673403,0.179711156090391,nl,submarine,boat,onderzeeër,boot,onderzeeërboot
bord,545.900200000974,543.085500037129,-0.641686334616952,-0.48846995354717,48.2093204890501,60.8018050836856,0.142220245435953,0.247647278945219,10,11,0,1,10,10,10,11,0,1,1,0.909090909090909,10,11,0,1,10,9,10,11,0,1,1,0.818181818181818,10,10,-2.81469996384533,0.153216381069782,nl,bowl,plate,schaal,bord,schaalbord
borst,551.947333331679,701.692583351212,-0.402951088976973,-0.0620913451808253,67.9303986733765,123.377081743503,0.220878967862224,0.358601571589558,10,12,1,0,9,12,9,12,1,0,1,1,10,12,1,0,9,12,9,12,1,0,1,1,9,12,149.745250019533,0.340859743796148,nl,stomach,chest,maag,borst,maagborst
boston,602.670888856422,808.990857147151,-0.142097152573529,0.498017716810686,75.2575483734944,136.0177428015,0.181999461282032,0.443153680545713,10,15,1,0,9,7,10,15,1,0,0.9,0.466666666666667,10,15,1,0,6,15,10,15,1,0,0.6,1,9,7,206.319968290729,0.640114869384215,nl,washington,boston,washington,boston,washingtonboston
boter,508.62245455614,516.258583323154,-0.552306025832841,-0.58972504958843,20.7238110891686,28.4265778369467,0.0809688597779111,0.12859040960031,14,13,0,1,11,12,11,12,0,1,1,1,14,13,0,1,11,12,11,12,0,1,1,1,11,12,7.63612876701416,-0.0374190237555889,nl,honey,butter,honing,boter,honingboter
bouwen,484.839769234722,545.480199970805,-0.667997978170585,-0.440365652629641,30.3739778472259,48.0570069126651,0.0794200165959096,0.150125599761418,14,5,0,0,13,5,13,5,0,0,1,1,14,5,0,0,13,5,13,5,0,0,1,1,13,5,60.6404307360837,0.227632325540944,nl,construction,build,bouw,bouwen,bouwbouwen
bovenste,570.037300005132,555.895809528836,-0.352676346979468,-0.382776532597931,61.1398701173136,21.4984940821826,0.188680501542551,0.105721217540814,20,22,0,0,20,21,20,21,0,0,1,1,20,22,0,0,20,21,20,21,0,0,1,1,20,21,-14.1414904762951,-0.0301001856184631,nl,lower,upper,lager,bovenste,lagerbovenste
brandstof,531.10030771586,630.200600085803,-0.567453550831414,0.0996513177677719,18.9608242218878,53.3385358651655,0.0626116844764852,0.274779960866918,14,6,1,0,13,5,13,5,0,0,1,1,14,6,1,0,12,3,13,5,0,0,0.923076923076923,0.6,13,5,99.1002923699436,0.667104868599186,nl,gas,fuel,gas,brandstof,gasbrandstof
breed,521.659857121882,643.095666664924,-0.588413043736307,-0.0512762408932229,34.9612039073994,153.935407498911,0.161354334147184,0.52300367100661,15,7,0,0,14,6,14,6,0,0,1,1,15,7,0,0,12,6,14,6,0,0,0.857142857142857,1,14,6,121.435809543042,0.537136802843084,nl,narrow,wide,smal,breed,smalbreed
breken,502.759499990119,678.026769233637,-0.644182213318708,0.180951869130487,34.4526297522421,66.8232907266553,0.0985333724813296,0.353726128556898,8,15,0,0,6,13,6,13,0,0,1,1,8,15,0,0,6,11,6,13,0,0,1,0.846153846153846,6,13,175.267269243518,0.825134082449196,nl,smash,break,verpletteren,breken,verpletterenbreken
brief,584.195714291358,484.304600037253,-0.476069385567376,-0.669059626275773,46.8855698481082,37.5176477524046,0.120258073381218,0.161776608446187,15,11,0,0,14,10,14,10,0,0,1,1,15,11,0,0,14,10,14,10,0,0,1,1,14,10,-99.8911142541045,-0.192990240708397,nl,telegram,letter,telegram,brief,telegrambrief
bro,521.037714291493,511.217199999385,-0.500273491075207,-0.591242459772522,29.6755255105284,7.06113572677354,0.183913547485402,0.14078675452582,15,6,1,0,14,5,15,5,1,0,0.933333333333333,1,15,6,1,0,11,4,15,5,1,0,0.733333333333333,0.8,14,5,-9.82051429210776,-0.0909689686973155,nl,dude,bro,gozer,bro,gozerbro
broer,523.282666663046,468.264866656587,-0.592979758372451,-0.790051889209978,55.8879572654848,29.8134665865062,0.167133511803399,0.119477786972444,22,15,0,0,21,15,21,15,0,0,1,1,22,15,0,0,21,11,21,15,0,0,1,0.733333333333333,21,15,-55.0178000064589,-0.197072130837527,nl,sister,brother,zus,broer,zusbroer
bruid,508.774000015813,550.740299986954,-0.718090543156719,-0.521064869416705,26.2517650622404,65.0514069876865,0.102467930867601,0.199013596642279,13,11,0,0,13,10,13,11,0,0,1,0.909090909090909,13,11,0,0,13,11,13,11,0,0,1,1,13,10,41.9662999711418,0.197025673740014,nl,groom,bride,bruidegom,bruid,bruidegombruid
bruiloft,495.774900019722,521.360222210299,-0.586641078875931,-0.561410689978755,27.7637727554071,68.4787289230575,0.151342887125405,0.320809615783624,12,10,0,0,10,9,10,9,0,0,1,1,12,10,0,0,9,8,10,9,0,0,0.9,0.888888888888889,10,9,25.585322190577,0.0252303888971765,nl,engagement,wedding,verloving,bruiloft,verlovingbruiloft
buik,546.960000016581,618.368625025476,-0.561512962573534,-0.179582561027085,69.8894513060833,21.2684443463854,0.221935125840544,0.11369576657563,15,8,0,0,13,8,13,8,0,0,1,1,15,8,0,0,11,8,13,8,0,0,0.846153846153846,1,12,8,71.4086250088953,0.381930401546448,nl,spinal,abdominal,ruggengraat,buik,ruggengraatbuik
buitenaards wezen,807.427428556525,930.143999983251,0.579325010898133,1.46474060793922,47.8797577523933,130.886292958621,0.14030070068834,0.784668753098154,22,8,0,0,21,8,21,8,0,0,1,1,22,8,0,0,16,7,21,8,0,0,0.761904761904762,0.875,21,8,122.716571426726,0.88541559704109,nl,ufo,alien,ufo,buitenaards wezen,ufobuitenaards wezen
bureau,510.399700005096,491.198181829008,-0.594354814977554,-0.629683530946821,36.3374384956698,34.8199902461878,0.110031474479694,0.088733139578845,10,13,0,0,10,11,10,11,0,0,1,1,10,13,0,0,7,11,10,11,0,0,0.7,1,10,11,-19.2015181760887,-0.0353287159692667,nl,firm,agency,firma,bureau,firmabureau
burgemeester,507.224705897624,660.916500027483,-0.574094724786596,-0.14604997794574,24.0255489747573,96.1040437721878,0.0758506800019805,0.215383511245338,19,10,0,0,17,10,17,10,0,0,1,1,19,10,0,0,12,9,17,10,0,0,0.705882352941177,0.9,17,10,153.691794129859,0.428044746840856,nl,sheriff,mayor,sheriff,burgemeester,sheriffburgemeester
bus,459.046055549638,482.072444448969,-0.81998037080378,-0.551870966908155,17.0963382862633,27.5527700720851,0.0695591981802689,0.190278575441951,18,20,0,0,18,18,18,18,0,0,1,1,18,20,0,0,18,17,18,18,0,0,1,0.944444444444444,18,18,23.0263888993309,0.268109403895625,nl,train,bus,trein,bus,treinbus
busje,506.335916637957,521.956250024189,-0.582350626805268,-0.495602070616012,29.2914053894373,55.557443195095,0.141373155418506,0.216997800350947,13,12,0,0,12,12,13,12,0,0,0.923076923076923,1,13,12,0,0,13,12,13,12,0,0,1,1,12,12,15.6203333862314,0.0867485561892566,nl,trailer,van,aanhanger,busje,aanhangerbusje
camping,509.220250046705,522.675083328885,-0.636915476782369,-0.403968541981809,33.4930677885651,27.4702119246064,0.119958960003643,0.134561225113366,13,12,0,0,12,12,12,12,0,0,1,1,13,12,0,0,10,11,12,12,0,0,0.833333333333333,0.916666666666667,12,12,13.4548332821796,0.23294693480056,nl,picnic,camping,picknick,camping,picknickcamping
centimeter,631.948785744084,609.308750033615,-0.0817787592103404,-0.169369549576637,80.6363878303489,28.8834731197832,0.424242630314249,0.112085690952341,15,23,0,0,14,20,14,20,0,0,1,1,15,23,0,0,11,20,14,20,0,0,0.785714285714286,1,14,20,-22.6400357104689,-0.087590790366297,nl,mile,centimeter,mijl,centimeter,mijlcentimeter
cerebraal,855.108555561347,794.859999995679,0.778738045116353,0.894384269575321,107.789421335956,,0.401537306325579,,17,5,0,0,9,1,15,5,0,0,0.6,0.2,17,5,0,0,15,4,15,5,0,0,1,0.8,9,1,-60.2485555656677,0.115646224458968,nl,brain,cerebral,brein,cerebraal,breincerebraal
ceremonie,711.501555599194,582.653714330489,0.17634734723403,-0.316711768557331,69.35721237021,63.9963422043126,0.199031591635027,0.186171994615969,10,9,0,0,9,7,9,7,0,0,1,1,10,9,0,0,9,6,9,7,0,0,1,0.857142857142857,9,7,-128.847841268706,-0.493059115791362,nl,ritual,ceremony,ritueel,ceremonie,ritueelceremonie
champagne,590.198733334693,460.205666672623,-0.326410941741088,-0.790850681016045,53.5505342767271,48.4829068684943,0.145495045394749,0.256592008494238,15,7,1,0,15,6,15,6,0,0,1,1,15,7,1,0,15,6,15,6,0,0,1,1,15,6,-129.993066662071,-0.464439739274957,nl,wine,champagne,wijn,champagne,wijnchampagne
chantage,586.486769240334,653.118599993516,-0.229588752226214,-0.044087336830471,47.8113844659007,43.4255361351894,0.179540478967057,0.143890127553955,13,27,0,1,13,25,13,26,0,0,1,0.961538461538462,13,27,0,1,13,25,13,26,0,0,1,0.961538461538462,13,25,66.631830753183,0.185501415395743,nl,bribe,blackmail,omkoping,chantage,omkopingchantage
charmant,559.665727205135,524.346571411555,-0.30244812504571,-0.453025073584905,45.4548621526427,48.2986080394525,0.196629632867006,0.221993859476112,13,9,0,0,11,7,11,7,0,0,1,1,13,8,0,1,11,5,11,6,0,1,1,0.833333333333333,11,7,-35.3191557935802,-0.150576948539195,nl,attractive,charming,aantrekkelijk,charmant,aantrekkelijkcharmant
chef,477.095599995231,486.241368409236,-0.74838348530806,-0.704448078317782,31.01833029609,19.7641875142649,0.0974796678272881,0.0842082694393036,16,21,0,0,15,19,15,19,0,0,1,1,16,21,0,0,14,19,15,19,0,0,0.933333333333333,1,15,19,9.14576841400509,0.0439354069902784,nl,cook,chef,kok,chef,kokchef
chirurgie,558.848000023831,715.168200039701,-0.376041808997822,0.277879820214392,48.3553560560723,85.53686973749,0.0727356324074488,0.273326892852878,6,17,0,0,4,15,4,15,0,0,1,1,6,17,0,0,4,15,4,15,0,0,1,1,4,15,156.32020001587,0.653921629212214,nl,operate,surgery,opereren,chirurgie,opererenchirurgie
chocolade,483.075842101828,644.120999998012,-0.730760448822505,-0.256307796949688,20.9194035494136,68.8201653195031,0.0728144336570166,0.228846067091772,20,11,0,0,19,9,19,9,0,0,1,1,20,11,0,0,19,8,19,9,0,0,1,0.888888888888889,19,9,161.045157896184,0.474452651872817,nl,sugar,chocolate,suiker,chocolade,suikerchocolade
christen,687.693647078487,807.533000018709,0.10148301982721,0.321608454769462,101.393613109836,116.098372391508,0.331253000035941,0.247565380977713,18,8,0,0,17,7,17,7,0,0,1,1,18,8,0,0,15,7,17,7,0,0,0.88235294117647,1,17,7,119.839352940222,0.220125434942252,nl,catholic,christian,katholiek,christen,katholiekchristen
circus,461.441571443491,715.138375074501,-0.622198322449577,0.173691902380732,45.9194777626271,214.229679331447,0.191196474750243,0.667125558634485,8,10,0,0,7,8,7,8,0,0,1,1,8,10,0,0,7,8,7,8,0,0,1,1,7,8,253.696803631009,0.79589022483031,nl,zoo,circus,dierentuin,circus,dierentuincircus
