target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,sr_cue,sr_target,sr_word_combo,unrelated_sr_cue
тунел,659.353999984999,668.312979990367,-0.655804783086534,-0.625333099346424,28.6197681495987,35.1389889480022,0.0753910521734682,0.0690427441043062,52,52,2,2,52,50,52,50,0,0,1,1,52,52,2,2,52,47,52,50,0,0,1,0.94,52,50,8.95898000536795,0.0304716837401097,sr,bridge,tunnel,мост,тунел,мосттунел,геније
убиство,642.369843143088,620.036979184135,-0.639315699594646,-0.632817401479912,26.2296181099951,21.8338698245569,0.0630535888732856,0.0548350251462484,52,52,1,0,51,48,51,50,1,0,1,0.96,52,52,1,0,51,49,51,50,1,0,1,0.98,51,48,-22.332863958953,0.00649829811473412,sr,suicide,murder,самоубиство,убиство,самоубиствоубиство,статус
убити,673.93297823998,620.018666659941,-0.636223241106179,-0.743363199704592,39.4362834432979,20.4081788398967,0.0952489380058095,0.0520639148049413,52,52,0,1,46,51,46,51,0,0,1,1,52,52,0,1,46,50,46,51,0,0,1,0.980392156862745,46,51,-53.9143115800389,-0.107139958598412,sr,poison,kill,отров,убити,отровубити,династија
убица,615.373291652569,586.655882356777,-0.704965056931545,-0.738759310019608,21.92913994394,19.1196456739619,0.0588825131201324,0.0569660593132744,52,55,2,1,48,51,48,51,0,0,1,1,51,55,3,1,46,50,48,51,0,0,0.958333333333333,0.980392156862745,48,51,-28.7174092957916,-0.0337942530880631,sr,killer,murderer,злочинац,убица,злочинацубица,међународни
уво,540.458420008362,567.913192306353,-0.987086286866267,-0.868367464735322,15.678875116643,20.284921987838,0.0499072594086239,0.0732915961076117,52,54,1,4,50,52,50,53,1,0,1,0.981132075471698,52,54,1,4,47,52,50,53,1,0,0.94,0.981132075471698,50,52,27.4547722979916,0.118718822130944,sr,eye,ear,око,уво,окоуво,грло
ужасан,630.171624984903,750.934653041726,-0.71598643257803,-0.318683027394812,26.5271368859096,41.969729399076,0.0543049253666041,0.117266881668891,50,52,2,2,48,49,48,49,0,0,1,1,49,52,3,2,45,46,48,49,0,0,0.9375,0.938775510204082,48,49,120.763028056824,0.397303405183218,sr,terrible,horrible,страшан,ужасан,страшанужасан,продуцент
уже,597.13871111957,695.003319138076,-0.812113789358178,-0.576888342913452,28.9887210641399,26.5863176693333,0.0902132074958275,0.0767989110316264,52,51,1,0,45,47,48,48,0,0,0.9375,0.979166666666667,52,51,1,0,48,45,48,48,0,0,1,0.9375,45,47,97.8646080185063,0.235225446444726,sr,chain,rope,ланац,уже,ланацуже,хоби
узбуђен,700.299166650637,700.267254895612,-0.539716942280569,-0.529922683093685,38.2258208811588,46.0976403824216,0.0707426584786377,0.101905504125172,54,57,3,1,48,51,48,52,1,0,1,0.980769230769231,54,57,3,1,48,49,48,52,1,0,1,0.942307692307692,48,51,-0.0319117550250212,0.0097942591868837,sr,proud,excited,поносан,узбуђен,поносанузбуђен,тинејџерски
узрок,672.01406818479,674.343576906906,-0.691724582981468,-0.580885480299048,25.2385586860415,30.7980574542056,0.0604399194388611,0.0665890444223966,51,54,1,2,44,52,45,52,0,0,0.977777777777778,1,51,54,1,2,45,52,45,52,0,0,1,1,44,52,2.32950872211654,0.11083910268242,sr,reason,cause,разлог,узрок,разлогузрок,факултет
укруг,945.032393933852,904.748758651366,0.0502467504399847,0.0990963293855386,102.646635465614,78.8364386610297,0.216685986222656,0.215605847550407,54,53,3,0,33,29,53,47,0,0,0.622641509433962,0.617021276595745,54,53,3,0,50,45,52,47,1,0,0.961538461538462,0.957446808510638,33,29,-40.2836352824861,0.0488495789455539,sr,round,around,округао,укруг,округаоукруг,стриц
улаз,575.802800034236,635.045021279307,-0.902717046862649,-0.594635918397625,18.5955225885891,26.9482245328724,0.0568237928344734,0.120037998967341,52,51,1,3,50,48,50,48,0,0,1,1,51,51,2,3,49,47,49,48,1,0,1,0.979166666666667,50,47,59.2422212450713,0.308081128465023,sr,exit,entrance,излаз,улаз,излазулаз,мост
улица,629.177041693758,658.634568630788,-0.730296935102712,-0.584589780768638,32.4878954092434,49.0556723269881,0.0757727805476914,0.111930354588908,51,53,4,2,48,51,48,51,0,0,1,1,51,53,4,2,39,49,48,51,0,0,0.8125,0.96078431372549,48,51,29.4575269370296,0.145707154334074,sr,avenue,street,авенија,улица,авенијаулица,потенцијал
уличица,953.33274415611,901.108173907439,0.0792807871350415,-0.0207320897599931,79.9829208652155,51.3301799626052,0.174144777456471,0.116318482881902,51,50,1,2,43,46,47,49,0,0,0.914893617021277,0.938775510204082,51,50,1,2,41,48,47,49,0,0,0.872340425531915,0.979591836734694,43,46,-52.2245702486713,-0.100012876895035,sr,corner,alley,сокак,уличица,сокакуличица,бескористан
уложити,685.924489804257,769.971877527427,-0.522116747064367,-0.262922916685598,30.3329640241523,36.239253485926,0.0816680605684778,0.09727149490169,53,55,3,3,49,49,50,49,0,0,0.98,1,53,55,3,3,47,48,50,49,0,0,0.94,0.979591836734694,49,49,84.0473877231699,0.259193830378769,sr,finance,invest,финансирати,уложити,финансиратиуложити,енглески
умрети,650.700377783027,645.410148925454,-0.694659602182615,-0.619354179299456,30.338542088981,50.5015197589433,0.0509433566517603,0.0816953566257787,50,52,0,3,46,47,46,48,0,0,1,0.979166666666667,50,52,0,3,44,45,46,48,0,0,0.956521739130435,0.9375,45,47,-5.29022885757342,0.0753054228831593,sr,suffer,die,патити,умрети,патитиумрети,фунта
универзитет,696.065094334863,840.452347835065,-0.486695237056677,-0.227949715489953,47.2997255951181,44.2928903035172,0.112842463954757,0.0850780223725254,55,53,0,1,53,46,53,48,0,1,1,0.958333333333333,55,53,0,1,53,49,53,49,0,0,1,1,53,46,144.387253500203,0.258745521566724,sr,college,university,факултет,универзитет,факултетуниверзитет,случајно
униформа,768.251173894904,827.337431388482,-0.19278811706498,-0.237511891280014,52.4028987771793,58.346262323431,0.250659686164035,0.130545983560453,52,53,0,3,46,51,46,51,0,0,1,1,52,52,0,4,44,49,46,50,0,1,0.956521739130435,0.98,46,51,59.086257493578,-0.0447237742150336,sr,badge,uniform,значка,униформа,значкауниформа,саосећајан
уништење,798.312788467684,820.425717401455,-0.180823400895821,-0.0698951760382241,44.6938832515187,50.2581611306798,0.133014884564674,0.127462788396231,54,52,1,1,52,46,52,48,0,0,1,0.958333333333333,54,52,1,1,51,47,52,48,0,0,0.980769230769231,0.979166666666667,52,46,22.1129289337711,0.110928224857597,sr,creation,destruction,стварање,уништење,стварањеуништење,клуб
унутра,643.906744688721,716.637489785988,-0.734705523365762,-0.511252239591485,33.5256203179152,46.2236304516456,0.0645007730294044,0.0985729214987311,53,53,1,1,47,49,47,49,1,0,1,1,53,52,1,2,44,47,47,48,1,1,0.936170212765957,0.979166666666667,47,49,72.7307450972676,0.223453283774277,sr,outside,inside,напољу,унутра,напољуунутра,пратња
уобичајен,879.090155600844,932.447239167268,-0.016540112025862,0.133656941050525,48.5794728380214,53.1100132400981,0.0913033225525825,0.14204231156432,51,51,1,2,45,46,47,49,0,2,0.957446808510638,0.938775510204082,51,53,1,0,46,51,47,51,0,0,0.978723404255319,1,45,46,53.3570835664235,0.150197053076387,sr,ordinary,usual,обичан,уобичајен,обичануобичајен,држати
уобичајено,807.370470586555,856.115155547416,-0.148412816042768,-0.0674299522509189,39.4490105025804,43.0955413269551,0.090232282119018,0.121432306774644,57,51,1,0,51,45,52,48,0,0,0.980769230769231,0.9375,56,51,2,0,51,48,52,48,0,0,0.980769230769231,1,51,45,48.744684960861,0.0809828637918488,sr,normally,usually,обично,уобичајено,обичноуобичајено,биљка
уплашити,766.874163264731,860.133652171757,-0.356552017404864,-0.0377633579485026,51.6565161126807,59.4641497136031,0.101696074647216,0.169566596395941,51,50,0,0,49,46,49,46,0,0,1,1,51,50,0,0,49,43,49,46,0,0,1,0.934782608695652,49,46,93.2594889070267,0.318788659456361,sr,scare,frighten,плашити,уплашити,плашитиуплашити,значка
урадити,755.564304340846,742.722088879121,-0.471973069587109,-0.378268081109589,58.5802453678632,33.6895212659393,0.118121870120509,0.0895256713266041,50,51,1,1,46,45,47,46,1,1,0.978723404255319,0.978260869565217,51,51,0,1,47,46,48,46,0,1,0.979166666666667,1,46,45,-12.842215461725,0.0937049884775201,sr,make,do,направити,урадити,направитиурадити,гуска
уређај,628.539816358141,612.890638305749,-0.73743608063373,-0.713893593256029,21.0966115430676,21.0835029859966,0.0598953997524579,0.0599003064866674,51,51,1,0,50,47,50,47,0,0,1,1,51,51,1,0,43,47,50,47,0,0,0.86,1,49,47,-15.6491780523922,0.0235424873777008,sr,chip,device,чип,уређај,чипуређај,зид
урин,782.256404765841,755.370895829636,-0.346402524845948,-0.358211821461863,42.5003368999762,23.6379248415762,0.115731499304879,0.0645471827139322,50,53,1,0,42,48,43,49,0,0,0.976744186046512,0.979591836734694,50,53,1,0,43,49,43,49,0,0,1,1,42,48,-26.8855089362057,-0.0118092966159146,sr,blood,urine,крв,урин,крвурин,донети
усамљен,709.609145841262,728.195040812315,-0.514833065982931,-0.426304638219521,42.7820476517261,32.0276355597748,0.0896094268185075,0.0741133538454099,50,52,0,0,48,49,49,49,0,0,0.979591836734694,1,50,52,0,0,45,48,49,49,0,0,0.918367346938776,0.979591836734694,48,49,18.5858949710527,0.0885284277634101,sr,alone,lonely,сам,усамљен,самусамљен,ударац
успети,670.901020011552,728.776612250135,-0.690294335473371,-0.452850509988573,35.9050961341573,53.8914266187073,0.0709061789579043,0.137969854129552,56,51,2,2,50,49,50,49,1,0,1,1,56,52,2,1,50,48,50,49,1,0,1,0.979591836734694,50,49,57.8755922385833,0.237443825484798,sr,manage,succeed,снаћи се,успети,снаћи сеуспети,под
устав,670.604958323297,687.589851863116,-0.62272487264034,-0.568373561921002,36.5651418872544,28.8231473412896,0.13510158538292,0.0753140300046348,52,58,0,1,48,54,49,54,0,0,0.979591836734694,1,52,59,0,0,49,54,49,54,0,0,1,1,48,54,16.984893539819,0.0543513107193387,sr,law,constitution,закон,устав,законустав,успех
утакмица,647.248479990774,763.685782608693,-0.699773363216177,-0.550709932174286,20.1363370180449,52.6570898539629,0.0644119114113953,0.100263385085867,54,51,2,4,50,46,50,47,1,0,1,0.978723404255319,54,51,2,4,49,45,50,47,1,0,0.98,0.957446808510638,50,46,116.437302617919,0.14906343104189,sr,tournament,match,турнир,утакмица,турнирутакмица,земља
уторак,601.5911224292,731.121901966452,-0.847228720815646,-0.413641848502748,38.9771085670464,58.6657195202023,0.0834357168801561,0.1640190294679,52,53,0,2,49,51,49,51,0,2,1,1,52,53,0,2,49,50,49,51,0,2,1,0.980392156862745,49,51,129.530779537252,0.433586872312898,sr,monday,tuesday,понедељак,уторак,понедељакуторак,библија
ухапсити,883.439619986604,838.996104169739,-0.0463029998582863,-0.0897173055928553,47.3583905317371,31.6170177112662,0.114352361433599,0.0680733156038614,51,51,0,2,50,48,51,49,0,2,0.980392156862745,0.979591836734694,51,51,0,2,49,48,51,49,0,2,0.96078431372549,0.979591836734694,50,48,-44.4435158168653,-0.043414305734569,sr,punish,arrest,казнити,ухапсити,казнитиухапсити,спор
ухватити,713.217799983973,757.016936145775,-0.497059053898027,-0.337127095514708,34.2345760262577,38.7906040361225,0.0782003302527639,0.0918645714555894,51,51,0,4,50,48,50,48,0,1,1,1,51,51,0,4,48,47,50,48,0,1,0.96,0.979166666666667,50,47,43.799136161802,0.159931958383319,sr,grab,catch,зграбити,ухватити,зграбитиухватити,мафија
уцена,651.5656037959,758.932473699527,-0.582590415147316,-0.342160882795586,24.1632691917031,39.8711496466017,0.0799284252118101,0.0954501229074504,56,50,0,3,53,38,53,44,0,1,1,0.863636363636364,56,50,0,3,51,44,53,44,0,1,0.962264150943396,1,53,38,107.366869903627,0.240429532351729,sr,bribe,blackmail,мито,уцена,митоуцена,зелена
учитељ,600.409139997974,677.992574478616,-0.812360108666584,-0.612224753410902,23.8608249430887,38.8589225417174,0.0494562870419047,0.110717522977971,54,53,2,0,50,47,50,47,0,0,1,1,54,53,2,0,50,46,50,47,0,0,1,0.978723404255319,50,47,77.5834344806417,0.200135355255682,sr,student,teacher,ученик,учитељ,ученикучитељ,надимак
факс,683.487541647564,776.548938782407,-0.513675224351742,-0.340312631088541,35.6544337682355,44.0545015701836,0.0973014188551272,0.149181708954223,50,53,1,2,48,49,48,50,0,1,1,0.98,50,53,1,2,47,49,48,50,0,1,0.979166666666667,0.98,48,49,93.0613971348425,0.173362593263201,sr,mail,fax,пошта,факс,поштафакс,остати
фантазија,795.802489780373,706.736065228978,-0.275006481744089,-0.522442356280878,44.8858739661776,30.595547911089,0.132058332636752,0.063554145501803,52,50,3,2,49,46,49,46,1,1,1,1,52,50,3,2,47,39,49,46,1,1,0.959183673469388,0.847826086956522,49,46,-89.0664245513951,-0.247435874536789,sr,reality,fantasy,стварност,фантазија,стварностфантазија,ураган
фантастичан,829.986173924498,917.294192294576,-0.317084992163844,-0.0492289822093189,51.348470682894,59.2781632782985,0.0795811095605097,0.12544142387607,50,53,1,2,46,52,46,52,1,0,1,1,49,53,2,2,43,50,45,52,2,0,0.955555555555556,0.961538461538462,46,52,87.308018370078,0.267856009954525,sr,wonderful,fantastic,предиван,фантастичан,предиванфантастичан,феномен
фаталан,772.969749951705,757.409255328023,-0.24850448009682,-0.289004801828852,43.2103208120394,22.4461919898069,0.13495718110228,0.0573769200847068,55,50,1,1,48,47,49,49,0,1,0.979591836734694,0.959183673469388,54,50,2,1,47,47,48,49,1,1,0.979166666666667,0.959183673469388,48,47,-15.5604946236822,-0.040500321732032,sr,deadly,fatal,смртоносан,фаталан,смртоносанфаталан,испитивати
федерација,817.010108703861,943.723693886409,-0.233463930681685,-0.0504034069128239,41.4037251201895,62.3649716437531,0.0960040316445885,0.0949953828630765,50,53,0,1,47,49,49,49,0,0,0.959183673469388,1,50,53,0,1,47,49,49,49,0,0,0.959183673469388,1,46,49,126.713585182548,0.183060523768861,sr,colony,federation,колонија,федерација,колонијафедерација,љубоморан
фестивал,668.83185998611,758.100729168019,-0.596754305847944,-0.387817953023027,32.4754479154706,35.5463712275162,0.055927007903978,0.0659169121189891,53,52,0,0,51,48,51,49,0,0,1,0.979591836734694,53,52,0,0,47,49,51,49,0,0,0.92156862745098,1,50,48,89.2688691819092,0.208936352824917,sr,carnival,festival,карневал,фестивал,карневалфестивал,сада
физички,622.425812510918,722.84560001137,-0.758238842217139,-0.492677688873612,41.9689823369869,39.5987421548293,0.103999925200525,0.0867247071952973,52,53,0,1,48,50,49,50,0,0,0.979591836734694,1,52,53,0,1,49,50,49,50,0,0,1,1,48,50,100.419787500452,0.265561153343527,sr,sexual,physical,сексуални,физички,сексуалнифизички,одговор
филм,607.289022729525,605.611021275762,-0.740528536021328,-0.805235981518441,19.7213676671884,24.7046691369055,0.0527751245925761,0.0640801300603848,50,52,0,1,44,47,45,48,0,0,0.977777777777778,0.979166666666667,49,51,1,2,44,47,45,48,0,0,0.977777777777778,0.979166666666667,44,47,-1.67800145376202,-0.0647074454971127,sr,porn,movie,порнографија,филм,порнографијафилм,патња
финансирати,942.510999992398,970.19579244066,0.17968399571295,0.158853248330695,46.3436442715582,58.6794181178963,0.104730186659594,0.121959515047462,52,59,1,0,49,53,51,53,1,0,0.96078431372549,1,53,59,0,0,52,49,52,53,0,0,1,0.924528301886792,49,53,27.684792448262,-0.0208307473822548,sr,financially,financing,финансијски,финансирати,финансијскифинансирати,слој
финансирање,924.277680018768,781.124859994755,-0.0579232140042494,-0.228936206198776,58.8995440629952,40.4357111074966,0.128316312953417,0.0839757705535668,51,52,1,0,50,50,50,51,1,0,1,0.980392156862745,51,52,1,0,50,51,50,51,1,0,1,1,50,50,-143.152820024014,-0.171012992194527,sr,budget,funding,буџет,финансирање,буџетфинансирање,попети се
финансијски,787.544936157512,981.794124990089,-0.309827724899493,0.234162144681596,49.38675268924,62.1010327322673,0.116833358328772,0.159414105438804,51,51,0,5,47,48,47,49,0,2,1,0.979591836734694,51,52,0,4,42,44,47,50,0,1,0.893617021276596,0.88,47,48,194.249188832577,0.543989869581089,sr,banking,financial,банкарски,финансијски,банкарскифинансијски,рерна
флота,751.187339992671,748.256899980913,-0.183931482774628,-0.392508938580025,59.1627161240689,30.4140634043228,0.241144552575593,0.0715333174033756,51,52,0,1,50,40,50,46,0,0,1,0.869565217391304,50,52,1,1,41,46,49,46,1,0,0.836734693877551,1,50,40,-2.93044001175804,-0.208577455805397,sr,naval,fleet,морнарички,флота,морнаричкифлота,јун
фотограф,714.467750018554,799.423297881924,-0.478138335173638,-0.269727687496418,41.7854527796569,40.10356195835,0.113253848538463,0.124241632530574,53,50,2,1,48,47,48,48,1,1,1,0.979166666666667,53,50,2,1,47,46,48,48,1,1,0.979166666666667,0.958333333333333,48,47,84.9555478633703,0.20841064767722,sr,autograph,photographer,аутограм,фотограф,аутограмфотограф,битка
фотографија,724.284840004578,761.158346935414,-0.474933744760253,-0.262491002235276,38.7395571336614,40.3584711522158,0.0841819006201908,0.106450445479235,53,53,0,0,50,50,50,50,0,0,1,1,53,53,0,0,50,48,50,50,0,0,1,0.96,50,49,36.8735069308365,0.212442742524977,sr,picture,photo,слика,фотографија,сликафотографија,ватра
фраза,720.331318146359,770.817191486364,-0.505109690766364,-0.275334297463601,43.3383292273075,35.9744475715206,0.0965083375338197,0.0978809542293328,50,50,2,0,44,47,45,49,0,0,0.977777777777778,0.959183673469388,50,50,2,0,45,45,45,49,0,0,1,0.918367346938776,44,47,50.4858733400049,0.229775393302763,sr,dictionary,phrase,речник,фраза,речникфраза,сида
француски,591.877549010969,845.651640006739,-0.782685575844191,-0.202615711441703,19.6189995101394,60.9418176870096,0.0513873598422631,0.137782539051697,52,52,0,2,51,50,51,50,0,1,1,1,52,52,0,2,51,47,51,50,0,1,1,0.94,51,50,253.77409099577,0.580069864402488,sr,english,french,енглески,француски,енглескифранцуски,зарђао
фудбал,637.771875000741,631.590482762251,-0.690919034171562,-0.657080314298642,51.1084258208557,23.7645944619,0.169431159648059,0.0745680712610199,51,61,1,3,48,58,48,58,0,0,1,1,51,61,1,3,48,57,48,58,0,0,1,0.982758620689655,48,58,-6.18139223848982,0.0338387198729206,sr,basketball,football,кошарка,фудбал,кошаркафудбал,миља
функционалан,1072.61064284938,1063.3500666566,0.315319131219664,0.507613079943482,68.237329731825,66.077853340972,0.149202367872143,0.143390470140302,50,52,1,1,42,45,45,49,0,0,0.933333333333333,0.918367346938776,48,52,3,1,40,49,43,49,2,0,0.930232558139535,1,42,45,-9.26057619278549,0.192293948723818,sr,operational,functional,оперативан,функционалан,оперативанфункционалан,серија
халуцинација,903.594645850129,1046.26030771558,0.168208145576774,0.442089277650714,42.3497648414743,59.0451862271307,0.0858848310943723,0.140599365234975,52,50,2,1,48,39,51,47,1,1,0.941176470588235,0.829787234042553,52,48,2,3,50,43,51,45,1,3,0.980392156862745,0.955555555555556,48,39,142.665661865452,0.27388113207394,sr,illusion,hallucination,илузија,халуцинација,илузијахалуцинација,вешање
хамбургер,740.155723397995,959.62219564784,-0.336137167935517,0.194063151191843,35.752854144743,74.635746090407,0.109897534323346,0.198674600772359,51,50,2,3,47,46,47,48,0,2,1,0.958333333333333,51,50,2,3,44,48,47,48,0,2,0.936170212765957,1,47,46,219.466472249845,0.530200319127361,sr,sandwich,hamburger,сендвич,хамбургер,сендвичхамбургер,директан
хармонија,714.659209296703,798.860803905669,-0.387878262823773,-0.194721062458937,34.9969495652719,41.9567265546417,0.101462969273133,0.102812086862581,50,53,1,0,43,51,44,52,0,0,0.977272727272727,0.980769230769231,50,52,1,1,44,51,44,51,0,1,1,1,43,51,84.2015946089656,0.193157200364835,sr,balance,harmony,равнотежа,хармонија,равнотежахармонија,учити
хаљина,625.217938775352,687.648823530282,-0.734203237841246,-0.543215464454702,22.9523717058925,26.7532280570522,0.0534730676820227,0.0755850678033667,52,55,0,1,49,51,49,52,0,0,1,0.980769230769231,52,54,0,2,46,51,49,51,0,1,0.938775510204082,1,49,51,62.4308847549302,0.190987773386544,sr,skirt,dress,сукња,хаљина,сукњахаљина,загађење
хеликоптер,775.718897973076,819.553326913717,-0.4347604079662,-0.102489713916562,49.9251210225112,40.9556847963206,0.0935209063064115,0.133636194543452,54,55,3,2,49,52,50,53,2,1,0.98,0.981132075471698,54,55,3,2,49,52,51,53,1,1,0.96078431372549,0.981132075471698,49,52,43.8344289406405,0.332270694049638,sr,ambulance,helicopter,кола хитне помоћи,хеликоптер,кола хитне помоћихеликоптер,узбудљив
хемијска оловка,942.341879998179,960.308318187535,0.114873298833913,0.170553372677285,55.457761133317,58.7502131000108,0.0963715047006847,0.16469757298659,56,50,3,1,50,44,50,45,0,0,1,0.977777777777778,56,50,3,1,50,38,50,45,0,0,1,0.844444444444444,50,44,17.9664381893562,0.0556800738433719,sr,paper,pen,папир,хемијска оловка,папирхемијска оловка,маринац
хероин,603.095708327269,814.006104174365,-0.837952120875116,-0.19769108423741,16.6258966288338,49.6377062227864,0.0475515576769221,0.129976519270953,50,51,2,0,48,48,48,50,1,0,1,0.96,50,51,2,0,47,49,48,50,1,0,0.979166666666667,0.98,48,48,210.910395847096,0.640261036637706,sr,cocaine,heroin,кокаин,хероин,кокаинхероин,сестра
хив,810.043435906931,890.327722237699,-0.0740316372900398,0.0907150413897847,34.9017588052905,108.397620490507,0.12764811401031,0.35388197381483,50,51,1,2,39,18,46,46,0,1,0.847826086956522,0.391304347826087,51,52,0,1,43,45,46,47,0,0,0.934782608695652,0.957446808510638,39,18,80.284286330768,0.164746678679824,sr,aids,hiv,сида,хив,сидахив,национално
хирургија,685.673980712585,884.287291666628,-0.404349961035244,-0.115713965310451,27.012233230613,59.9696023407644,0.0735073767348992,0.106612831444771,55,54,1,1,52,48,53,49,1,0,0.981132075471698,0.979591836734694,55,54,1,1,49,48,53,49,1,0,0.924528301886792,0.979591836734694,52,48,198.613310954043,0.288635995724793,sr,operate,surgery,оперисати,хирургија,оперисатихирургија,вожња
хитан случај,741.065919992367,789.475320000573,-0.314844293230013,-0.172109737341198,25.8743986079425,35.0173498754437,0.0704470470561632,0.0794666856156881,52,55,2,3,50,50,50,51,0,1,1,0.980392156862745,51,56,3,2,47,52,49,52,1,0,0.959183673469388,1,50,50,48.4094000082066,0.142734555888815,sr,urgent,emergency,хитан,хитан случај,хитанхитан случај,модел
хладан,601.757826080447,613.003391301498,-0.786098323414846,-0.813689829836475,29.8413371850605,25.7021051465132,0.0864681641987551,0.05980774408254,52,50,2,1,46,46,46,46,0,0,1,1,52,50,2,1,46,46,46,46,0,0,1,1,46,46,11.2455652210513,-0.0275915064216287,sr,hot,cold,топао,хладан,топаохладан,пацијент
ходати,675.01623402998,682.125680846879,-0.498642674705592,-0.580186662768205,48.200780754254,27.9401427499019,0.156360593183937,0.105434613284945,51,54,2,1,47,47,49,48,0,1,0.959183673469388,0.979166666666667,51,54,2,1,47,48,49,48,0,1,0.959183673469388,1,47,47,7.10944681689864,-0.0815439880626131,sr,run,walk,трчати,ходати,трчатиходати,наочаре
храбар,632.328145829401,664.722040000463,-0.738245017618435,-0.711754334134538,26.3083344694462,31.6607282645828,0.0660941971629662,0.0577609038616323,50,54,0,2,48,50,48,50,0,1,1,1,50,54,0,2,44,50,48,50,0,1,0.916666666666667,1,48,50,32.3938941710617,0.026490683483897,sr,noble,brave,племенит,храбар,племенитхрабар,технички
хришћанин,686.998829775348,763.552812483699,-0.570445508280224,-0.217481519684817,31.6735191158655,35.8206312626859,0.0806865386581447,0.0694133560231195,51,54,5,2,47,49,48,49,2,1,0.979166666666667,1,52,54,4,2,42,49,49,49,1,1,0.857142857142857,1,47,48,76.5539827083503,0.352963988595407,sr,catholic,christian,католик,хришћанин,католикхришћанин,лептир
цар,561.68572546581,621.154790673711,-0.942030269409391,-0.670916221928551,28.3438952419348,31.4014224965443,0.0780149413797115,0.10963282868829,54,53,0,1,51,44,51,44,0,0,1,1,53,53,1,1,45,43,50,44,1,0,0.9,0.977272727272727,51,43,59.4690652079013,0.27111404748084,sr,imperial,emperor,царски,цар,царскицар,одрасла особа
царство,693.17114287479,640.323519999007,-0.507169389272056,-0.66744785087746,32.7808890190005,23.6816914863678,0.0817371980183688,0.063312275237114,52,53,3,0,49,50,50,50,1,0,0.98,1,52,53,3,0,50,49,50,50,1,0,1,0.98,49,50,-52.8476228757838,-0.160278461605404,sr,dynasty,empire,династија,царство,династијацарство,коначно
цвет,628.785545448233,623.872792467482,-0.677421345106689,-0.735120972968249,49.5001960923525,21.277694070327,0.14674350501435,0.0586731508584272,52,58,3,3,44,53,44,55,0,0,1,0.963636363636364,51,58,4,3,43,53,43,55,1,0,1,0.963636363636364,44,53,-4.91275298075118,-0.0576996278615595,sr,plant,flower,биљка,цвет,биљкацвет,истраживање
цена,669.090562497572,594.380539970636,-0.616817796907634,-0.865868711771053,41.8744891807018,29.3793450920248,0.0907449118698181,0.0763790334909236,51,51,1,0,48,50,48,50,1,0,1,1,52,51,0,0,47,50,49,50,0,0,0.959183673469388,1,48,50,-74.7100225269362,-0.249050914863419,sr,value,price,вредност,цена,вредностцена,радио
ценити,731.867400009314,717.650999997453,-0.456808463735076,-0.46655196612659,52.2626250241268,38.0884997506736,0.111099575047431,0.110928743655634,51,56,0,0,45,50,47,51,0,0,0.957446808510638,0.980392156862745,50,55,1,1,44,50,47,50,0,1,0.936170212765957,1,45,50,-14.216400011861,-0.00974350239151395,sr,admire,appreciate,дивити се,ценити,дивити сеценити,патња
центиметар,816.091962962491,809.064425524187,-0.206303336221255,-0.234018329972263,53.5719290485872,43.60379830648,0.122716230031565,0.0841286481319256,57,54,1,3,54,47,54,49,0,0,1,0.959183673469388,57,54,1,3,43,49,54,49,0,0,0.796296296296296,1,54,47,-7.02753743830363,-0.0277149937510073,sr,mile,centimeter,миља,центиметар,миљацентиметар,милионер
централа,873.960428603687,851.534142840383,-0.0907285143586718,-0.0225697691681512,57.5460683568703,56.8884045852152,0.125740866258055,0.160405909792272,54,50,1,3,49,49,51,49,0,3,0.96078431372549,1,54,51,1,2,49,47,51,50,0,2,0.96078431372549,0.94,49,49,-22.4262857633049,0.0681587451905206,sr,base,headquarters,база,централа,базацентрала,симптом
церемонија,807.709519992181,852.474042536187,-0.253170679557296,-0.094477056511324,29.5595758704323,40.5871392134064,0.0637901250314665,0.0986940864798867,54,50,1,0,50,47,51,48,1,0,0.980392156862745,0.979166666666667,54,50,1,0,49,48,51,48,1,0,0.96078431372549,1,50,47,44.7645225440056,0.158693623045972,sr,ritual,ceremony,ритуал,церемонија,ритуалцеремонија,унутрашњи
цивилизација,862.43759998436,831.274699994262,-0.142642914038437,-0.0762775919125685,40.0385782923814,30.8034311721726,0.0937070299348719,0.0820303121292068,50,55,0,1,45,50,46,53,0,0,0.978260869565217,0.943396226415094,50,55,0,1,46,52,46,53,0,0,1,0.981132075471698,45,50,-31.1628999900981,0.0663653221258682,sr,culture,civilization,култура,цивилизација,културацивилизација,тело
