target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ja_cue,ja_target,ja_word_combo,unrelated_ja_cue
睡眠,733.869983053015,632.266898550388,-0.185003012358221,-0.41510419710183,45.955879622611,21.9466821287844,0.110190862070328,0.0905476449768664,64,89,0,3,59,69,59,69,0,2,1,1,63,90,1,2,57,69,58,70,1,1,0.982758620689655,0.985714285714286,59,69,-101.603084502627,-0.230101184743609,ja,rest,sleep,休養,睡眠,休養睡眠,管理
知っていた,746.693805182192,694.445717947562,0.108488800463083,-0.231258953819215,23.626244703699,20.8107669650092,0.0844190377719957,0.0585856997518927,102,90,2,0,77,78,81,79,0,0,0.950617283950617,0.987341772151899,102,90,2,0,79,79,81,79,0,0,0.975308641975309,1,77,78,-52.2480872346299,-0.339747754282298,ja,recognize,knew,認識する,知っていた,認識する知っていた,年金
知らせる,807.33155881826,612.317976183175,0.042915874979744,-0.548117444017903,40.3821951419243,26.1568742074463,0.153239013218339,0.0865205155917963,93,91,4,2,68,84,69,85,0,0,0.985507246376812,0.988235294117647,93,91,4,2,67,83,69,85,0,0,0.971014492753623,0.976470588235294,68,84,-195.013582635084,-0.591033318997647,ja,report,inform,報告する,知らせる,報告する知らせる,怖い
知る,595.018651505221,591.270071436881,-0.653214386739107,-0.657569037802622,23.4834712474645,20.1524616080816,0.0703669476359217,0.0688122625229951,74,68,3,4,66,56,67,56,2,0,0.985074626865672,1,72,68,5,4,66,56,66,56,3,0,1,1,66,56,-3.74858006833972,-0.0043546510635144,ja,now,know,今,知る,今知る,男
知的な,638.297679487308,768.747639993093,-0.518021786524548,0.0618948742078564,17.7752780340387,29.3388680507552,0.0461383951069319,0.0815279225862021,89,87,2,2,78,75,79,79,1,0,0.987341772151899,0.949367088607595,89,88,2,1,75,77,79,79,1,0,0.949367088607595,0.974683544303797,78,75,130.449960505785,0.579916660732404,ja,smart,intelligent,賢明な,知的な,賢明な知的な,人形
知識,598.025132360057,625.219491525846,-0.654952115283733,-0.565184272131697,19.4514492861662,21.3133174546483,0.0518221579831409,0.0626240054455165,75,68,1,1,68,59,68,59,0,0,1,1,75,67,1,2,67,53,68,59,0,0,0.985294117647059,0.898305084745763,68,59,27.1943591657897,0.0897678431520356,ja,experience,knowledge,経験,知識,経験知識,含む
石,547.390688529585,623.415409093265,-0.690031381230901,-0.597425288890834,19.6561546709854,26.5607211408357,0.0610953706480867,0.0918692458999098,70,70,4,3,61,67,61,67,1,0,1,1,70,69,4,4,59,65,61,66,1,1,0.967213114754098,0.984848484848485,61,66,76.0247205636805,0.0926060923400666,ja,rock,stone,岩,石,岩石,サイズ
石油,544.496608084106,602.742812492787,-0.815474370680243,-0.532330074370498,14.499374347159,14.9879822136288,0.0515213051293593,0.0623097627518867,65,80,2,2,57,64,57,64,0,0,1,1,65,80,2,2,57,64,57,64,0,0,1,1,57,64,58.2462044086811,0.283144296309745,ja,coal,oil,石炭,石油,石炭石油,バナナ
砂,558.396826675237,663.952012814235,-0.727622647622757,-0.3756990210176,19.4482266430789,27.6450948802871,0.0554694662551708,0.123080178365971,89,89,2,6,76,79,76,80,0,0,1,0.9875,89,89,2,6,75,75,76,79,0,1,0.986842105263158,0.949367088607595,75,78,105.555186138998,0.351923626605156,ja,mud,sand,泥,砂,泥砂,着陸する
研究,542.170212511715,585.538582080164,-0.842913932677672,-0.614397449672323,13.4195343936386,27.1251203627412,0.0406934860262737,0.095973683633688,89,77,1,2,80,67,80,67,0,0,1,1,89,76,1,3,80,66,80,66,0,1,1,1,80,67,43.3683695684487,0.228516483005349,ja,research,study,調査,研究,調査研究,突然に
砲兵,823.554538478071,864.646080659875,0.060053939664728,0.429058762185214,54.9549716298259,49.9130614405625,0.172958566644759,0.156671044733499,75,86,5,5,52,62,58,79,0,1,0.896551724137931,0.784810126582278,74,87,6,4,53,67,58,80,0,0,0.913793103448276,0.8375,52,62,41.0915421818045,0.369004822520485,ja,cavalry,artillery,騎兵,砲兵,騎兵砲兵,鍵のかかった
破壊,682.599207785657,809.756534243541,-0.129433320603536,0.102416016770113,24.6922462504921,39.3085600687783,0.118911741225149,0.128063335093967,98,94,3,1,78,73,80,75,0,0,0.975,0.973333333333333,96,94,5,1,74,70,78,75,2,0,0.948717948717949,0.933333333333333,77,73,127.157326457884,0.231849337373649,ja,creation,destruction,創造,破壊,創造破壊,一度もない
確認する,653.648242851432,641.539292679799,-0.443879472559386,-0.407877892061315,21.0138465547421,34.8989932697436,0.0597645348064569,0.132088909192356,77,88,2,4,70,82,70,82,0,1,1,1,77,86,2,6,70,78,70,80,0,3,1,0.975,70,82,-12.1089501716334,0.0360015804980711,ja,confirmation,confirm,確認,確認する,確認確認する,クラブ
示す,707.234984385024,579.948218169726,-0.301730548233251,-0.647318652271687,32.7106157818648,16.3289080752719,0.0934518015736741,0.0512814623334647,84,62,2,5,64,55,70,55,1,1,0.914285714285714,1,83,62,3,5,68,49,69,55,2,1,0.985507246376812,0.890909090909091,64,55,-127.286766215298,-0.345588104038436,ja,point,indicate,指摘する,示す,指摘する示す,騙す
祖母,536.618276910733,695.920438586584,-0.799685089856098,-0.20882861961004,13.5793803588123,49.9244121101611,0.0485543487027176,0.124470609482194,71,68,4,4,65,57,65,57,0,1,1,1,71,66,4,6,65,55,65,56,0,2,1,0.982142857142857,65,57,159.302161675851,0.590856470246058,ja,grandfather,grandmother,祖父,祖母,祖父祖母,ピアノ
祝祭,861.299683337508,1153.2410555442,0.359208650573191,1.50059871671664,42.6263354337083,66.4392621486539,0.153225053576068,0.233396693648844,71,86,5,10,60,55,62,74,0,4,0.967741935483871,0.743243243243243,71,89,5,7,55,75,61,77,1,1,0.901639344262295,0.974025974025974,60,54,291.941372206693,1.14139006614344,ja,carnival,festival,祭典,祝祭,祭典祝祭,走る
神,575.650753842061,535.118862070959,-0.765578349426108,-0.778869284134877,10.6619353074575,16.9510407806067,0.0391191893201923,0.0629092153636621,72,64,3,1,66,58,67,58,1,0,0.985074626865672,1,72,64,3,1,64,56,67,58,1,0,0.955223880597015,0.96551724137931,65,58,-40.5318917711019,-0.0132909347087685,ja,god,divine,創造主,神,創造主神,月
神父,622.614083962373,681.553349188926,-0.553138547478916,-0.214447622030158,16.6960840109288,26.0002526884988,0.0588974981027772,0.105230588782434,148,65,1,3,131,63,133,63,0,1,0.984962406015038,1,148,65,1,3,128,62,133,63,0,1,0.962406015037594,0.984126984126984,131,63,58.9392652265531,0.338690925448759,ja,monk,priest,僧侶,神父,僧侶神父,薄い
禁止する,741.441045460093,603.773671878191,-0.162020544180316,-0.618874543603159,31.5215271070485,19.25387319324,0.0968343587845573,0.0471810738864153,86,74,2,4,66,64,70,65,0,0,0.942857142857143,0.984615384615385,86,74,2,4,68,61,70,64,0,1,0.971428571428571,0.953125,66,64,-137.667373581902,-0.456853999422843,ja,forbidden,prohibit,禁断の,禁止する,禁断の禁止する,焦点を当てる
秋,535.413578939862,562.633372867865,-0.853344502815704,-0.67209572036177,16.5567685473908,19.8708231942101,0.0449086355378674,0.0650001092962293,83,69,4,1,77,59,77,59,2,0,1,1,82,68,5,2,73,49,76,58,3,1,0.960526315789474,0.844827586206897,76,59,27.2197939280024,0.181248782453934,ja,spring,autumn,春,秋,春秋,詩人
科学,580.000916662283,617.777716209085,-0.674785639648052,-0.401204347638261,11.9532203824012,17.6469039988044,0.0427007415304064,0.0832872239224686,143,91,0,3,120,75,120,78,0,0,1,0.961538461538462,143,91,0,3,117,62,120,78,0,0,0.975,0.794871794871795,120,74,37.7767995468017,0.273581292009791,ja,technology,science,技術,科学,技術科学,掴む
科学者,593.578928565617,638.123689630535,-0.534668104332798,-0.25685717555855,27.7929533903459,28.7613720472971,0.112647591671309,0.16407867580658,76,69,3,7,70,58,70,58,1,1,1,1,76,70,3,6,69,51,70,59,1,0,0.985714285714286,0.864406779661017,70,58,44.5447610649178,0.277810928774248,ja,genius,scientist,天才,科学者,天才科学者,ヨガ
移動する,667.168181833657,634.132802631109,-0.367070091848321,-0.468954979339016,24.6337059396414,24.7422614048277,0.0624493371578558,0.0661649570593163,81,86,2,2,66,76,66,77,0,0,1,0.987012987012987,81,86,2,2,66,73,66,77,0,0,1,0.948051948051948,66,76,-33.0353792025481,-0.101884887490695,ja,move,transfer,動く,移動する,動く移動する,ミルク
穴,605.114423720176,593.964587313105,-0.658695038777371,-0.637899862281775,22.071486878777,19.1204570976943,0.0481561406816519,0.0625365826447145,65,78,4,3,59,63,60,63,2,1,0.983333333333333,1,65,78,4,3,51,63,60,63,2,1,0.85,1,59,63,-11.1498364070713,0.0207951764955956,ja,crack,hole,割れ目,穴,割れ目穴,チキン
空港,555.514245623781,619.633627120998,-0.829921998223717,-0.560519068808773,13.4885650854975,14.8658325028573,0.0393395223163036,0.057677194361014,65,75,2,2,57,59,57,59,0,0,1,1,66,73,1,4,57,57,57,59,0,0,1,0.966101694915254,57,59,64.1193814972175,0.269402929414944,ja,terminal,airport,駅,空港,駅空港,シュガー
笑い,588.158181806565,568.564064499977,-0.534498992363758,-0.657386771528581,17.9284193201087,38.519944386844,0.0832359449078007,0.127507419632997,62,69,7,2,55,62,56,62,0,0,0.982142857142857,1,62,69,7,2,51,61,56,62,0,0,0.910714285714286,0.983870967741935,55,62,-19.594117306588,-0.122887779164823,ja,smile,laugh,笑顔,笑い,笑顔笑い,獲物
第四の,599.122481060906,846.631772734509,-0.622522390792244,0.221986320409635,16.1136374681763,32.5092734510314,0.0484624241040675,0.118524824235762,88,82,2,6,80,66,81,71,0,1,0.987654320987654,0.929577464788732,87,83,3,5,76,71,80,72,1,0,0.95,0.986111111111111,79,66,247.509291673603,0.844508711201879,ja,third,fourth,第三の,第四の,第三の第四の,変化
筋肉,638.830441175723,672.177671038941,-0.380500856681324,-0.281870540071124,21.2945085361525,29.4195182528785,0.0964722205138625,0.127522844522687,81,80,3,6,68,76,69,77,2,3,0.985507246376812,0.987012987012987,81,80,3,6,66,76,69,77,2,3,0.956521739130435,0.987012987012987,68,76,33.3472298632179,0.0986303166102006,ja,nerve,muscle,神経,筋肉,神経筋肉,宇宙船
管理の,702.952789457436,598.59292855682,-0.198969940246993,-0.487481094170782,34.9536410302175,14.4931954298584,0.11658530864238,0.0577007560768917,63,69,4,3,57,56,57,57,1,0,1,0.982456140350877,64,69,3,3,57,56,58,57,0,0,0.982758620689655,0.982456140350877,57,56,-104.359860900616,-0.288511153923788,ja,management,administrative,管理,管理の,管理管理の,何
簡単な,595.056818169759,638.710101110415,-0.59046829449219,-0.437896235449289,18.3359929780316,18.2056493330406,0.0509434907116805,0.0653997345270568,80,100,3,4,66,89,67,91,0,1,0.985074626865672,0.978021978021978,80,99,3,5,67,90,67,91,0,1,1,0.989010989010989,66,89,43.6532829406561,0.152572059042901,ja,impossible,easy,不可能な,簡単な,不可能な簡単な,安全
粒子,685.368346666913,663.835349216113,-0.267502452174202,-0.350971139784189,25.2140425588293,25.354495071236,0.0894215415907957,0.075581223983749,85,70,2,0,75,63,78,64,1,0,0.961538461538462,0.984375,84,70,3,0,73,53,77,64,2,0,0.948051948051948,0.828125,75,63,-21.5329974507999,-0.0834686876099874,ja,matter,particle,物質,粒子,物質粒子,女主人
精神,614.781241936175,595.028506688557,-0.52445184525549,-0.667613980984879,15.6647371406613,19.6648286660912,0.0521097509975458,0.0594383588723134,67,83,0,7,62,76,63,77,0,2,0.984126984126984,0.987012987012987,67,85,0,5,57,75,63,78,0,1,0.904761904761905,0.961538461538462,62,75,-19.7527352476174,-0.143162135729389,ja,soul,spirit,魂,精神,魂精神,月曜日
約束,557.557327571361,572.496412689145,-0.76637442174744,-0.618250248171806,14.7726721038643,21.7961179456283,0.0444010960806887,0.0826507601466766,67,75,6,4,58,63,58,63,1,1,1,1,67,75,6,4,58,62,58,63,1,1,1,0.984126984126984,58,63,14.9390851177843,0.148124173575634,ja,guarantee,promise,保証,約束,保証約束,場所
紛争,660.773638897889,744.523396822651,-0.321451206777187,0.0569044269238072,12.6750670601129,32.3740446323443,0.0479408460792736,0.121770019946924,121,68,4,1,109,63,110,64,1,0,0.990909090909091,0.984375,121,68,4,1,110,61,110,64,1,0,1,0.953125,108,63,83.7497579247625,0.378355633700994,ja,conflict,dispute,対立,紛争,対立紛争,クモ
素敵な,634.321613373902,697.260570462793,-0.503654901874244,-0.162464691625359,22.9346701013075,19.9429482991915,0.0710601856602616,0.078153106091677,84,178,3,3,75,150,75,155,1,1,1,0.967741935483871,85,177,2,4,76,154,76,155,0,1,1,0.993548387096774,75,149,62.9389570888911,0.341190210248885,ja,nice,lovely,良い,素敵な,良い素敵な,オーケストラ
素晴らしい,617.277730789396,628.49563075704,-0.532908096459408,-0.439874394266869,26.6740102390528,18.5229058543619,0.0779511415707397,0.0603107661505687,58,79,9,1,52,65,52,66,4,0,1,0.984848484848485,59,79,8,1,53,61,53,66,3,0,1,0.924242424242424,52,65,11.2178999676436,0.0930337021925395,ja,wonderful,fantastic,見事な,素晴らしい,見事な素晴らしい,現代の
終える,764.773535708483,840.360827159326,0.241670023263799,0.232208879512524,34.3843989818521,30.5003639150143,0.122127659433453,0.0977500828804812,70,92,3,0,56,81,58,81,1,0,0.96551724137931,1,70,91,3,1,57,77,58,80,1,1,0.982758620689655,0.9625,56,81,75.5872914508428,-0.00946114375127505,ja,end,finish,終わり,終える,終わり終える,賃金
結ぶ,628.857464788136,696.44247458012,-0.529942203768151,-0.258749171189319,19.2742412770069,18.637881470642,0.0527597316521089,0.0681974632546697,82,67,7,10,71,59,72,61,0,2,0.986111111111111,0.967213114754098,82,67,7,10,60,60,72,61,0,2,0.833333333333333,0.983606557377049,71,59,67.5850097919837,0.271193032578831,ja,bind,tie,縛る,結ぶ,縛る結ぶ,経験
結婚,581.156209298872,573.856634943237,-0.694437640417179,-0.708698750096632,21.401874140329,13.9070635750869,0.081660256103413,0.0422260892707407,94,69,5,3,87,63,87,64,0,0,1,0.984375,94,69,5,3,83,63,87,64,0,0,0.954022988505747,0.984375,86,63,-7.29957435563483,-0.0142611096794534,ja,divorce,marriage,離婚,結婚,離婚結婚,出口
結婚式,622.386508773702,688.316671875938,-0.553665289166691,-0.352996684370409,24.8142159214436,35.3531606503206,0.0906285005645721,0.122422967638878,66,69,3,3,57,64,57,64,0,0,1,1,66,69,3,3,56,43,57,64,0,0,0.982456140350877,0.671875,57,64,65.930163102237,0.200668604796282,ja,engagement,wedding,婚約,結婚式,婚約結婚式,いも虫
給料,564.2212000054,610.848703706722,-0.76196520744751,-0.573557441162755,18.6840497726164,23.7390844076232,0.0566072371716426,0.0884595824236311,71,60,4,0,60,54,60,54,0,0,1,1,71,59,4,1,60,52,60,53,0,1,1,0.981132075471698,60,54,46.6275037013219,0.188407766284755,ja,pension,salary,年金,給料,年金給料,治療
継承する,679.614014271157,740.641205475155,-0.192588575446043,-0.0101174494367722,23.4146845603413,35.1135527950853,0.0777648496501409,0.10039204638622,83,87,4,2,70,73,72,73,0,1,0.972222222222222,1,83,88,4,1,72,73,72,74,0,0,1,0.986486486486487,70,73,61.0271912039981,0.182471126009271,ja,heritage,inherit,遺産,継承する,遺産継承する,卒業証書
継続する,694.22345763577,720.052768418914,-0.270504183700034,-0.147686898762686,26.2539210364016,26.9991587941145,0.0829823098486867,0.074621026450222,68,110,6,1,59,95,59,98,2,0,1,0.969387755102041,69,110,5,1,59,95,60,98,1,0,0.983333333333333,0.969387755102041,59,95,25.8293107831437,0.122817284937348,ja,proceed,continue,続行する,継続する,続行する継続する,戸棚
維持する,644.429056204653,733.657173328056,-0.41248610502279,-0.0894071102557898,19.2022524030903,35.0337209042187,0.0629558668749868,0.0918384388242045,100,92,5,2,89,75,91,77,2,1,0.978021978021978,0.974025974025974,101,90,4,4,90,73,92,75,1,3,0.978260869565217,0.973333333333333,89,75,89.2281171234024,0.323078994767,ja,preserve,maintain,保存する,維持する,保存する維持する,驚くべき
緊張した,661.476200013119,750.354919536625,-0.396006289343675,-0.133817486380789,22.9652579649203,22.6947469820069,0.0676487920108504,0.0697662704856296,70,99,2,0,60,87,61,87,0,0,0.983606557377049,1,70,99,2,0,59,87,61,87,0,0,0.967213114754098,1,60,87,88.8787195235068,0.262188802962886,ja,worried,nervous,心配した,緊張した,心配した緊張した,文化
緊急,620.865827580607,830.147949687255,-0.438732245473533,0.170168623386947,23.5681215167782,33.9922019283541,0.0845656337744544,0.119041843917222,73,98,0,4,59,82,60,82,0,2,0.983333333333333,1,72,98,1,4,56,82,59,82,1,2,0.949152542372881,1,58,82,209.282122106649,0.608900868860481,ja,urgent,emergency,至急,緊急,至急緊急,勝利
総合大学,664.104484371506,799.100306448694,-0.320988790127425,0.134228903357034,25.0048421532509,34.2876894734097,0.0815956347465,0.142673930279613,74,69,4,3,64,62,64,63,0,1,1,0.984126984126984,74,69,4,3,37,63,64,63,0,1,0.578125,1,64,62,134.995822077188,0.45521769348446,ja,college,university,単科大学,総合大学,単科大学総合大学,不可能な
美しい,609.570352122434,566.155338699944,-0.629082353480685,-0.760761561459996,18.5007681138006,16.2472550749797,0.0607197958588121,0.0463392820353206,87,77,2,5,71,62,73,62,0,1,0.972602739726027,1,87,78,2,4,70,58,73,63,0,0,0.958904109589041,0.920634920634921,71,62,-43.4150134224901,-0.131679207979311,ja,pretty,beautiful,かわいい,美しい,かわいい美しい,操作可能な
美しさ,665.456913041818,628.678966660907,-0.284888913095216,-0.336118379195922,29.0607264500406,19.8248700751972,0.107114749377901,0.0903682243873209,108,68,1,2,93,60,95,61,0,0,0.978947368421053,0.983606557377049,108,68,1,2,90,55,95,61,0,0,0.947368421052632,0.901639344262295,92,60,-36.7779463809105,-0.0512294661007057,ja,charm,beauty,魅力,美しさ,魅力美しさ,障害物
義務,659.895464295468,660.896142878563,-0.457719417879714,-0.33967620087272,34.4323182744736,19.5157301638709,0.0833516435002388,0.0954491689857931,64,57,0,2,56,56,57,56,0,0,0.982456140350877,1,63,55,1,4,54,43,56,54,1,2,0.964285714285714,0.796296296296296,56,56,1.00067858309421,0.118043217006994,ja,responsibility,duty,責任,義務,責任義務,銃撃手
考える,582.688781835269,636.268904108178,-0.740905991935914,-0.514807951549941,21.7350656667859,19.9508855309721,0.0574063072927772,0.0527413336623943,64,82,3,1,55,73,56,73,1,1,0.982142857142857,1,64,82,3,1,54,71,56,73,1,1,0.964285714285714,0.972602739726027,55,73,53.5801222729083,0.226098040385973,ja,consider,think,考慮する,考える,考慮する考える,英雄
耳,506.794593223004,639.906880612866,-0.964534248694034,-0.513094168929345,10.9916618753325,27.1085878966727,0.0503086037000275,0.0727434987455419,67,81,7,3,60,67,61,67,4,1,0.983606557377049,1,67,80,7,4,59,62,61,66,4,2,0.967213114754098,0.93939393939394,59,67,133.112287389862,0.451440079764689,ja,eye,ear,目,耳,目耳,邪悪な
聞く,551.758342456497,633.70071428964,-0.78146093138034,-0.48933226764015,21.1656592839278,22.5798005422688,0.0674814413581353,0.0780948109228576,83,63,5,6,73,56,74,57,2,1,0.986486486486487,0.982456140350877,84,63,4,6,74,56,75,56,1,2,0.986666666666667,1,73,56,81.9423718331426,0.29212866374019,ja,listen,hear,聴く,聞く,聴く聞く,尻
聴覚障がい,940.615360635691,1491.00520756451,0.944476999962859,2.70897263135841,48.6981320221219,84.9531314597932,0.165560824792233,0.304508298501824,78,72,6,12,61,53,65,60,1,5,0.938461538461538,0.883333333333333,75,79,9,5,57,63,62,65,4,0,0.919354838709677,0.969230769230769,61,53,550.389846928817,1.76449563139555,ja,blind,deaf,視覚障がい,聴覚障がい,視覚障がい聴覚障がい,自由
肝臓,642.83591852006,757.763111095603,-0.459042876718301,0.0999841258749931,25.2010324901456,24.443153945148,0.0685605214641376,0.0862539626103005,150,100,4,4,135,81,135,82,0,2,1,0.98780487804878,149,101,5,3,130,82,134,83,1,1,0.970149253731343,0.987951807228916,135,81,114.927192575544,0.559027002593294,ja,kidney,liver,腎臓,肝臓,腎臓肝臓,ゴルフ
胸,557.368416659152,631.901253521008,-0.731011587319691,-0.475911472529547,15.9462648660272,24.187044491296,0.0676901258438009,0.0817668730483283,81,81,2,2,72,71,72,73,0,0,1,0.972602739726027,81,81,2,2,71,72,72,73,0,0,0.986111111111111,0.986301369863014,72,71,74.5328368618556,0.255100114790144,ja,stomach,chest,胃,胸,胃胸,成し遂げる
能力,601.237263885197,638.190465901718,-0.548886027030784,-0.389972266104755,22.8950324763832,24.2425413697235,0.082261404017236,0.0820696872457615,80,102,2,1,72,88,72,90,0,0,1,0.977777777777778,80,102,2,1,71,86,72,90,0,0,0.986111111111111,0.955555555555556,72,88,36.9532020165204,0.158913760926029,ja,capacity,ability,容量,能力,容量能力,死
脱出する,596.050186435757,624.565482132386,-0.601933659079564,-0.468141065928021,22.5555023052088,30.2325065789026,0.0504358610670084,0.110370611672226,71,60,1,3,59,56,59,56,0,2,1,1,71,61,1,2,59,57,59,57,0,1,1,1,59,56,28.5152956966294,0.133792593151544,ja,flee,escape,逃亡する,脱出する,逃亡する脱出する,礼儀正しい
脳の,659.618267845116,801.590468452759,-0.257398647344271,0.22444544402714,27.9162565863994,31.3642754591583,0.122647809894492,0.097819055388168,64,162,5,5,56,111,59,137,0,1,0.949152542372881,0.81021897810219,63,163,6,4,58,135,58,137,1,1,1,0.985401459854015,56,111,141.972200607643,0.48184409137141,ja,brain,cerebral,脳,脳の,脳脳の,趣味
腕,619.537374204702,591.427772722025,-0.566064604195316,-0.519217782616734,20.2482858166058,13.3187498398114,0.0658698349227156,0.0571399705649736,97,74,2,0,76,66,79,66,0,0,0.962025316455696,1,97,74,2,0,76,61,79,66,0,0,0.962025316455696,0.924242424242424,76,66,-28.1096014826772,0.0468468215785824,ja,hand,arm,手,腕,手腕,潜在的
腹を立てて,790.100293095986,744.997987511758,0.0536494597780757,-0.064416394533623,36.7359696522351,36.5259701467291,0.114244104720448,0.0811905268348963,67,94,3,5,59,82,60,84,1,1,0.983333333333333,0.976190476190476,65,93,5,6,56,80,59,83,2,2,0.949152542372881,0.963855421686747,58,80,-45.1023055842284,-0.118065854311699,ja,jealous,angry,嫉妬深い,腹を立てて,嫉妬深い腹を立てて,破片
腹部の,694.69645336878,806.744518509257,-0.248482007578235,0.218905133252689,24.7575976382717,42.4153876591326,0.0816639534038923,0.158734459800955,83,61,6,3,75,55,75,55,3,1,1,1,85,61,4,3,53,54,77,55,1,1,0.688311688311688,0.981818181818182,75,54,112.048065140477,0.467387140830925,ja,spinal,abdominal,脊髄の,腹部の,脊髄の腹部の,化学的
膝,675.006702700861,740.767896561039,-0.242830384738868,0.0105500772100788,22.266565192134,43.0925947121974,0.0953887840104977,0.181461044409344,90,68,1,1,74,58,75,59,0,1,0.986666666666667,0.983050847457627,90,68,1,1,73,59,75,59,0,1,0.973333333333333,1,74,58,65.7611938601775,0.253380461948947,ja,shoulder,knee,肩,膝,肩膝,風
自信,570.043809525885,603.011451221002,-0.686632773915913,-0.491566809471777,14.2557465400645,15.6464496667395,0.0470790933223353,0.0620174006375008,122,97,7,1,105,82,107,82,0,0,0.981308411214953,1,122,96,7,2,103,80,107,82,0,0,0.962616822429907,0.975609756097561,105,82,32.9676416951164,0.195065964444136,ja,respect,confidence,尊敬,自信,尊敬自信,大将
自己中心的な,865.83660001288,897.295706665776,0.323351249803153,0.364546132544381,53.9376171574753,36.0353628761491,0.139417625332962,0.0921103521005829,62,88,3,4,56,75,58,76,0,0,0.96551724137931,0.986842105263158,61,87,4,5,54,75,57,75,1,1,0.947368421052632,1,55,75,31.4591066528958,0.0411948827412271,ja,stubborn,selfish,頑固な,自己中心的な,頑固な自己中心的な,鉄
自由な,597.847666658337,561.483620693033,-0.674295015830757,-0.724561487635847,28.9148717147172,16.6998212903128,0.073880966399254,0.0572816484323299,62,65,0,4,58,59,58,59,0,1,1,1,62,65,0,4,57,59,58,59,0,1,0.982758620689655,1,57,58,-36.3640459653041,-0.0502664718050898,ja,freely,free,自由に,自由な,自由に自由な,マネージャー
自発的な,787.625634928815,684.807491543753,0.0564246589850653,-0.290738948141398,25.6235474365667,19.8008542535709,0.0826556748550619,0.0591700941487988,78,68,2,6,63,59,64,60,0,1,0.984375,0.983333333333333,78,68,2,6,64,55,64,60,0,1,1,0.916666666666667,63,59,-102.818143385062,-0.347163607126464,ja,volunteer,voluntarily,ボランティア,自発的な,ボランティア自発的な,ポータル
致命的な,696.526203387216,756.006539694827,-0.193640495524175,0.0302807175166783,43.0801146413749,30.6406699237823,0.128444670105393,0.146475673630236,65,75,5,5,59,64,59,64,3,1,1,1,64,75,6,5,56,62,58,64,4,1,0.96551724137931,0.96875,59,63,59.4803363076105,0.223921213040853,ja,deadly,fatal,命に関わる,致命的な,命に関わる致命的な,デザート
興味深い,731.152338716335,707.605595228911,-0.102320572657631,-0.129237318980674,43.3538915159399,15.1068915003726,0.148604486236737,0.0538749043106099,72,155,4,5,63,126,64,129,1,1,0.984375,0.976744186046512,71,157,5,3,59,128,63,130,2,0,0.936507936507937,0.984615384615385,62,126,-23.5467434874246,-0.0269167463230428,ja,exciting,interesting,ワクワクさせる,興味深い,ワクワクさせる興味深い,良い
興奮した,673.250262298316,814.631719504561,-0.361702347819352,0.300798551714515,29.4397273326408,34.7182576650095,0.0860100648402132,0.115146844657432,68,103,7,3,62,82,63,89,4,0,0.984126984126984,0.921348314606742,68,103,7,3,58,87,63,89,4,0,0.920634920634921,0.97752808988764,61,82,141.381457206245,0.662500899533866,ja,proud,excited,誇らしげな,興奮した,誇らしげな興奮した,雨
舐める,776.279951622592,712.701366193332,0.138492092274404,-0.0858534152756295,30.1392255532332,24.505367551551,0.0936352738472452,0.0922975301322901,70,85,2,1,63,71,64,72,0,1,0.984375,0.986111111111111,69,85,3,1,53,71,63,72,1,1,0.841269841269841,0.986111111111111,62,71,-63.5785854292604,-0.224345507550034,ja,suck,lick,吸う,舐める,吸う舐める,説明する
船,497.80911764515,669.270711868861,-0.940852116325867,-0.370732287577383,9.57067539185847,48.8116055980783,0.0259798892188275,0.160829215149231,75,67,2,1,68,59,68,60,0,1,1,0.983333333333333,75,67,2,1,68,60,68,60,0,1,1,1,68,59,171.461594223712,0.570119828748484,ja,crew,ship,乗組員,船,乗組員船,過程
船員,662.804080645664,681.849374998233,-0.29617613027789,-0.283958758040655,22.1716632028803,22.9283010105145,0.0720027441694343,0.0930648636982171,80,63,0,4,62,56,62,56,0,0,1,1,78,63,2,4,53,56,60,56,2,0,0.883333333333333,1,62,56,19.0452943525684,0.0122173722372351,ja,pirate,sailor,海賊,船員,海賊船員,特別な
艦隊,709.468292298967,892.029184634744,-0.253426090683704,0.512808324145693,24.1841317752992,37.5958079151012,0.0719165130994142,0.146047310346868,78,81,3,5,65,66,65,68,0,0,1,0.970588235294118,77,82,4,4,61,65,64,68,1,0,0.953125,0.955882352941177,65,65,182.560892335777,0.766234414829397,ja,naval,fleet,海軍の,艦隊,海軍の艦隊,セメント
