target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,ko_cue,ko_target,ko_word_combo,unrelated_ko_cue
증언,556.59761818098,602.577849041247,-0.42790865961231,-0.247397158235305,14.481972040663,24.1059260513145,0.0686610600015926,0.109004404493285,66,71,1,6,55,53,56,54,0,0,0.982142857142857,0.981481481481482,66,71,1,6,55,52,56,54,0,0,0.982142857142857,0.962962962962963,55,53,45.9802308602668,0.180511501377005,ko,witness,testimony,증인,증언,증인증언,우유
증후군,634.445849065423,692.022500018248,-0.106407394495136,0.181593083130667,26.758533217908,25.2486967985529,0.110353342654027,0.1141490373374,65,62,1,5,54,54,54,57,0,1,1,0.947368421052632,65,61,1,6,36,53,54,56,0,2,0.666666666666667,0.946428571428571,53,54,57.5766509528247,0.288000477625803,ko,symptom,syndrome,징후,증후군,징후증후군,열리는
지갑,552.220433959417,565.101627449552,-0.496684081317835,-0.47934299109297,42.0459999884775,14.1738478879416,0.149757250337038,0.0533163763105991,68,56,3,2,53,51,53,51,0,0,1,1,68,56,3,2,53,50,53,51,0,0,1,0.980392156862745,53,51,12.8811934901352,0.0173410902248645,ko,pocket,wallet,호주머니,지갑,호주머니지갑,국가의
지능적인,579.130333342775,586.368980763722,-0.389695885334272,-0.376532345868533,24.0152742208692,24.3861057478033,0.0980201109452515,0.103804128910281,70,73,1,2,54,52,54,54,1,1,1,0.962962962962963,70,73,1,2,53,54,54,54,1,1,0.981481481481482,1,54,52,7.23864742094656,0.0131635394657392,ko,smart,intelligent,똑똑한,지능적인,똑똑한지능적인,인형
지도,613.40771151619,626.893925931791,-0.34896247861202,-0.299483437598957,46.1797285570268,58.2804055523526,0.178274251110006,0.1630025300046,63,62,3,2,52,54,52,55,1,0,1,0.981818181818182,64,59,2,5,51,50,52,54,1,1,0.980769230769231,0.925925925925926,52,54,13.4862144156009,0.0494790410130639,ko,compass,map,나침반,지도,나침반지도,행성
지도자,568.330807024827,623.478166683411,-0.481895205520059,-0.228065518262462,21.616472489253,34.8926019286605,0.0811032262151723,0.133211591758798,72,62,0,1,59,54,59,55,0,0,1,0.981818181818182,72,62,0,1,59,54,59,55,0,0,1,0.981818181818182,57,54,55.1473596585844,0.253829687257598,ko,member,leader,회원,지도자,회원지도자,버튼
지문,688.118886793263,630.414596132155,0.0933588234680441,-0.198609759322271,38.8290832464129,19.3794299259539,0.155596345834371,0.0762473327828886,60,69,2,0,53,53,54,57,1,0,0.981481481481482,0.929824561403509,61,69,1,0,12,53,55,57,0,0,0.218181818181818,0.929824561403509,53,52,-57.7042906611085,-0.291968582790315,ko,dna,fingerprint,디엔에이,지문,디엔에이지문,맛좋은
지속적으로,645.427017241396,640.79001694274,-0.10177084351074,-0.112976148122105,23.3270022240647,17.5879941738909,0.0930196730255315,0.0625222080904448,62,68,2,1,58,59,58,59,0,0,1,1,62,68,2,1,58,51,58,59,0,0,1,0.864406779661017,58,59,-4.63700029865652,-0.0112053046113655,ko,always,constantly,언제나,지속적으로,언제나지속적으로,반어
지식,499.481854546132,553.253777769268,-0.745660263558522,-0.530924620633154,11.7297237361111,12.1559231233324,0.0418703417997018,0.0520117946674809,64,69,2,0,55,54,55,54,0,0,1,1,64,69,2,0,55,39,55,54,0,0,1,0.722222222222222,55,54,53.7719232231352,0.214735642925368,ko,experience,knowledge,경험,지식,경험지식,지프
지역 사회,586.870927265819,662.608781806366,-0.370675756263287,-0.0182972893983497,18.4323510452779,37.2000631766121,0.0726484029165698,0.111687043826333,69,62,4,2,55,55,55,55,1,1,1,1,69,62,4,2,55,53,55,55,1,1,1,0.963636363636364,55,55,75.7378545405471,0.352378466864938,ko,society,community,사회,지역 사회,사회지역 사회,쓸모없는
지옥,521.277135579564,527.740071424862,-0.589869889011825,-0.581061137525945,23.5879418726713,19.5662200126498,0.0937547128503956,0.0729604982952357,74,76,6,4,59,56,60,57,2,0,0.983333333333333,0.982456140350877,73,76,7,4,60,55,60,57,2,0,1,0.964912280701754,59,56,6.46293584529747,0.0088087514858799,ko,paradise,hell,천국,지옥,천국지옥,허용하다
지키다,632.801186435695,583.672698102462,-0.231491521654792,-0.387619590355024,25.0070863317002,14.3418322987193,0.0998820631790865,0.0606121240776381,70,65,7,4,59,54,59,54,2,1,1,1,71,65,6,4,59,52,60,54,1,1,0.983333333333333,0.962962962962963,59,53,-49.1284883332327,-0.156128068700232,ko,protect,defend,보호하다,지키다,보호하다지키다,가스
직관,601.289642866918,626.661942026419,-0.296383513648762,-0.255627693624159,19.2284719812996,22.8471366591277,0.0692783061144764,0.0880894796347505,75,86,0,7,56,69,58,71,0,2,0.96551724137931,0.971830985915493,74,87,1,6,56,68,57,71,1,2,0.982456140350877,0.957746478873239,56,69,25.3722991595013,0.040755820024603,ko,instinct,intuition,본능,직관,본능직관,광고
직함,753.545327259394,740.529499899074,0.519680925272314,0.312919831123495,27.3217382107145,43.6776456429628,0.127638382028636,0.158727107260927,74,108,3,4,55,50,60,89,1,1,0.916666666666667,0.561797752808989,75,108,2,4,58,86,60,89,1,1,0.966666666666667,0.966292134831461,55,50,-13.0158273603201,-0.206761094148819,ko,name,title,이름,직함,이름직함,도움
진료소,562.60878688193,576.782380001076,-0.536187396695695,-0.387106508249415,23.7716876422625,13.0199230802164,0.0728326019014356,0.0494702849538659,73,56,6,1,61,50,61,50,2,0,1,1,74,55,5,2,62,49,62,49,1,1,1,1,61,50,14.173593119146,0.14908088844628,ko,hospital,clinic,병원,진료소,병원진료소,성경
진보,538.935383337744,580.003327263431,-0.62825668201187,-0.275111894759416,13.9993492096427,25.3999306505471,0.0503254906534399,0.106754467654211,72,66,4,1,60,55,61,55,0,0,0.983606557377049,1,72,66,4,1,58,55,61,55,0,0,0.950819672131147,1,60,55,41.067943925687,0.353144787252454,ko,conservative,liberal,보수,진보,보수진보,남편
진짜,529.12079632096,536.979288452204,-0.579465906646836,-0.601178728777173,19.4893272512517,20.2909504682002,0.0766422039058828,0.0702805776609645,67,57,4,2,54,52,55,52,0,0,0.981818181818182,1,67,56,4,3,55,50,55,52,0,0,1,0.961538461538462,54,52,7.85849213124425,-0.0217128221303365,ko,actually,really,실제로,진짜,실제로진짜,소음
진짜,529.12079632096,536.979288452204,-0.579465906646836,-0.601178728777173,19.4893272512517,20.2909504682002,0.0766422039058828,0.0702805776609645,67,57,4,2,54,52,55,52,0,0,0.981818181818182,1,67,56,4,3,55,50,55,52,0,0,1,0.961538461538462,54,52,7.85849213124425,-0.0217128221303365,ko,actually,really,실제로,진짜,실제로진짜,석탄
진짜.1,529.114279066071,535.232301862337,-0.701587734180034,-0.607415509478104,16.3944919487238,26.5968030616873,0.0571651990428909,0.109404454555047,109,59,5,1,86,53,86,54,2,1,1,0.981481481481482,110,59,4,1,87,54,87,54,1,1,1,1,86,53,6.11802279626568,0.0941722247019292,ko,true,real,진실,진짜,진실진짜,소음
진짜.1,529.114279066071,535.232301862337,-0.701587734180034,-0.607415509478104,16.3944919487238,26.5968030616873,0.0571651990428909,0.109404454555047,109,59,5,1,86,53,86,54,2,1,1,0.981481481481482,110,59,4,1,87,54,87,54,1,1,1,1,86,53,6.11802279626568,0.0941722247019292,ko,true,real,진실,진짜,진실진짜,석탄
질병,502.773844818258,528.648074078383,-0.678044549335667,-0.664713692131222,19.7889869606054,12.5100384552401,0.0847360070954654,0.0415104881730325,72,63,6,1,58,54,58,56,2,0,1,0.964285714285714,72,63,6,1,56,54,58,56,2,0,0.96551724137931,0.964285714285714,58,54,25.8742292601257,0.013330857204445,ko,flu,disease,독감,질병,독감질병,왕관
집주인,535.566226417284,554.066403864504,-0.55891195993413,-0.521149011688771,14.8903666310362,16.2367907781648,0.0530589452932449,0.0599845493180387,63,61,1,3,53,52,54,52,0,0,0.981481481481482,1,63,61,1,3,51,52,54,52,0,0,0.944444444444444,1,53,52,18.5001774472195,0.0377629482453589,ko,tenant,landlord,거주자,집주인,거주자집주인,설탕
집중,547.409392845406,551.27573582502,-0.445329738265794,-0.602067767106341,20.1961142440405,28.4502629258879,0.0760331555077826,0.0618978432558015,67,62,2,3,56,53,57,54,0,2,0.982456140350877,0.981481481481482,67,63,2,2,55,55,57,55,0,1,0.964912280701754,1,56,53,3.86634297961393,-0.156738028840547,ko,focus,concentrate,초점을 맞추다,집중,초점을 맞추다집중,호텔
짓다,714.013740739412,731.247945449167,0.261082893400935,0.231436814071112,25.5253260427288,33.2417324019462,0.125381406292153,0.119048532378138,64,73,4,2,54,55,60,60,0,0,0.9,0.916666666666667,64,73,4,2,59,59,60,60,0,0,0.983333333333333,0.983333333333333,54,55,17.2342047097557,-0.0296460793298232,ko,construction,build,건설,짓다,건설짓다,카메라
징후,810.825333330869,761.77130908318,0.566693571823382,0.438286868271742,35.6974642302563,39.0056332410426,0.111487963744432,0.133856936778229,82,62,7,2,54,55,67,58,2,0,0.805970149253731,0.948275862068966,82,62,7,2,67,54,67,58,2,0,1,0.931034482758621,54,55,-49.0540242476894,-0.12840670355164,ko,form,sign,형태,징후,형태징후,뇌
찌꺼기,647.763634617012,650.455452832324,0.0941966938318772,-0.0713593789247092,37.7726774900139,34.236786802622,0.194210395995454,0.146735737403746,59,63,7,1,52,53,53,53,1,0,0.981132075471698,1,60,62,6,2,52,52,53,53,1,0,0.981132075471698,0.981132075471698,52,53,2.69181821531208,-0.165556072756586,ko,trash,garbage,쓰레기,찌꺼기,쓰레기찌꺼기,라디오
차고,729.635740728526,740.288622645384,0.252866711047163,0.298778356912638,34.8640727277723,37.3148281601939,0.156213104828294,0.155444197805806,74,68,2,1,54,53,62,58,0,0,0.870967741935484,0.913793103448276,75,68,1,1,60,34,62,58,0,0,0.967741935483871,0.586206896551724,54,53,10.6528819168581,0.0459116458654746,ko,workshop,garage,작업장,차고,작업장차고,리그
창의력,516.77681817919,545.504301893388,-0.689167009460361,-0.526030571317956,15.7278455525056,12.338831659011,0.047672603580911,0.0560256484090131,64,58,4,1,55,53,55,53,1,0,1,1,65,58,3,1,56,52,56,53,0,0,1,0.981132075471698,55,53,28.7274837141973,0.163136438142404,ko,imagination,creativity,상상력,창의력,상상력창의력,바늘
찾기,576.034232133617,525.697215688544,-0.394334466904497,-0.58059525817609,18.4280710229527,21.3954357665757,0.0810479345232927,0.0891278877508214,68,61,3,2,56,52,59,52,0,0,0.949152542372881,1,68,61,3,2,52,52,59,52,0,0,0.88135593220339,1,56,51,-50.3370164450728,-0.186260791271592,ko,search,find,검색,찾기,검색찾기,짧은
책,564.657224136354,569.923236354165,-0.52870082457126,-0.4415986224024,31.639398341882,32.4305643878173,0.154460379090259,0.10230717240211,67,63,3,1,58,55,58,55,0,0,1,1,65,63,5,1,56,55,56,55,2,0,1,1,58,55,5.26601221781164,0.0871022021688597,ko,bible,book,성경,책,성경책,다람쥐
책임지지 않는,766.803732150825,725.101277768047,0.388757134777015,0.306233827749081,36.3293016577119,28.0275479589926,0.134489541172078,0.0985188360927113,63,62,2,3,56,54,56,55,0,1,1,0.981818181818182,63,63,2,2,53,54,56,56,0,0,0.946428571428571,0.964285714285714,56,54,-41.702454382778,-0.0825233070279335,ko,unreasonable,irresponsible,무모한,책임지지 않는,무모한책임지지 않는,플랫폼
천국 같은,699.406245307418,636.117132087167,0.000231569517617704,-0.0327058706990426,48.5663829146553,20.6683600396539,0.145644138252917,0.0971696598957681,67,65,1,5,54,54,54,56,1,0,1,0.964285714285714,67,65,1,5,54,55,54,56,1,0,1,0.982142857142857,53,53,-63.2891132202512,-0.0329374402166603,ko,sky,heavenly,하늘,천국 같은,하늘천국 같은,재산
천둥,503.100203687674,597.706549004569,-0.608999103352402,-0.443108120510642,19.7359170273681,50.8130163320577,0.0855423900840593,0.12449491859661,67,61,4,3,54,51,54,51,1,2,1,1,67,60,4,4,54,50,54,50,1,3,1,1,54,51,94.606345316894,0.16589098284176,ko,lightning,thunder,번개,천둥,번개천둥,병원
철사,635.645480767678,597.14984316191,-0.196991057506231,-0.356378598957365,24.7644288994175,21.5316017453956,0.0889967650726227,0.0750065213310502,136,57,2,6,104,52,104,53,1,0,1,0.981132075471698,136,57,2,6,103,47,104,53,1,0,0.990384615384615,0.886792452830189,104,51,-38.4956376057685,-0.159387541451134,ko,cable,wire,케이블,철사,케이블철사,보다
청각 장애인,629.235113200838,665.79516665995,-0.152302982522641,0.0959604688202392,20.379192857153,22.8609338579268,0.085304662726399,0.097714951185503,62,68,1,5,53,54,53,57,1,2,1,0.947368421052632,62,68,1,5,49,55,53,57,1,2,0.924528301886792,0.964912280701754,53,54,36.5600534591123,0.24826345134288,ko,blind,deaf,눈이 먼,청각 장애인,눈이 먼청각 장애인,자유
청소부,551.236072735109,576.274884616799,-0.473630669197975,-0.378087827721074,19.6623352988082,20.9604003576697,0.0712661349019666,0.0860663952414009,65,57,0,2,55,52,55,52,0,0,1,1,65,56,0,3,55,42,55,51,0,1,1,0.823529411764706,55,52,25.03881188169,0.0955428414769009,ko,nanny,maid,아주머니,청소부,아주머니청소부,피해망상적인
체액,712.075469695233,701.779803574719,0.0646039644823691,0.332327207827722,26.6546170566984,29.5095934244879,0.109127377773997,0.123145259896822,83,71,3,1,66,56,69,58,0,0,0.956521739130435,0.96551724137931,83,71,3,1,66,57,69,58,0,0,0.956521739130435,0.982758620689655,66,56,-10.2956661205142,0.267723243345353,ko,liquid,fluid,액체,체액,액체체액,주인
체포,578.070620677387,561.977433993773,-0.420704224661809,-0.384006242651678,18.3368045843505,23.9444473691523,0.0575468172623191,0.0995965378782458,68,61,3,2,58,54,59,55,1,0,0.983050847457627,0.981818181818182,68,59,3,4,41,48,59,54,1,1,0.694915254237288,0.888888888888889,58,53,-16.0931866836137,0.0366979820101309,ko,punish,arrest,벌하다,체포,벌하다체포,리듬
초자연적 인 것,933.580116672974,1034.38738889026,0.935595643293392,1.34004710798226,54.6574594061528,59.7931271400318,0.171073238914646,0.208442106335796,72,76,5,6,61,55,62,60,3,2,0.983870967741935,0.916666666666667,74,78,3,4,54,61,64,61,1,1,0.84375,1,60,54,100.807272217287,0.404451464688864,ko,supernatural,paranormal,초자연의,초자연적 인 것,초자연의초자연적 인 것,어머니
초콜릿,543.537066664693,625.830574083901,-0.520954804087033,-0.254148046155064,17.1883953850559,22.5309297847124,0.053239874510009,0.0861882970247499,66,61,2,2,60,54,61,54,0,0,0.983606557377049,1,66,61,2,2,59,54,61,54,0,0,0.967213114754098,1,60,54,82.2935074192083,0.266806757931969,ko,sugar,chocolate,설탕,초콜릿,설탕초콜릿,의견
총,491.237362062304,572.109475399435,-0.734973073895598,-0.45872510195854,13.0394997269392,19.4912785046346,0.0407590188152701,0.0542522993623532,64,72,1,2,58,61,58,61,1,1,1,1,64,71,1,3,56,61,58,61,1,1,0.96551724137931,1,58,61,80.8721133371319,0.276247971937058,ko,rifle,gun,소총,총,소총총,과부
총알,518.919388901678,641.617557701825,-0.661629091389823,-0.131432156186756,14.0139462671647,28.6798820556129,0.0481836129876929,0.0977508274875788,59,60,2,1,54,52,54,52,0,0,1,1,58,59,3,2,53,50,54,51,0,1,0.981481481481482,0.980392156862745,54,52,122.698168800147,0.530196935203067,ko,caliber,bullet,구경,총알,구경총알,드디어
최고,604.844063503449,598.177500006406,-0.282332237971998,-0.352773482673575,28.6110941534847,27.6970844715995,0.137945924771052,0.102446117119057,73,60,5,2,63,54,63,56,1,0,1,0.964285714285714,72,60,6,2,43,56,63,56,1,0,0.682539682539683,1,63,54,-6.66656349704306,-0.0704412447015766,ko,minimum,maximum,최저한의,최고,최저한의최고,더러운
최근에,586.483963645148,722.658711515557,-0.319102042229742,0.0735331766606061,22.7191791879883,33.1842708626128,0.086483463383813,0.10969673007735,66,73,1,3,55,52,56,56,0,2,0.982142857142857,0.928571428571429,66,74,1,2,54,51,56,58,0,0,0.964285714285714,0.879310344827586,55,52,136.174747870408,0.392635218890348,ko,just,recently,단지,최근에,단지최근에,좀비
최후의,645.450542383937,642.601464290087,0.0320741274560108,-0.224732338665661,21.7135366335766,34.1391776390959,0.106832404208663,0.0958949987953791,79,66,0,1,59,56,59,56,0,0,1,1,79,66,0,1,59,56,59,56,0,0,1,1,59,56,-2.84907809385004,-0.256806466121671,ko,final,ultimate,결정적인,최후의,결정적인최후의,책상
추기경,682.101769221345,687.618784307714,0.105810799987777,0.0522807710279636,23.3712776663013,24.7482383247996,0.0948875952581519,0.0920231704180869,77,68,3,1,65,51,67,57,2,0,0.970149253731343,0.894736842105263,78,68,2,1,58,50,68,57,1,0,0.852941176470588,0.87719298245614,65,51,5.51701508636984,-0.0535300289598135,ko,bishop,cardinal,주교,추기경,주교추기경,소총
추기경,682.101769221345,687.618784307714,0.105810799987777,0.0522807710279636,23.3712776663013,24.7482383247996,0.0948875952581519,0.0920231704180869,77,68,3,1,65,51,67,57,2,0,0.970149253731343,0.894736842105263,78,68,2,1,58,50,68,57,1,0,0.852941176470588,0.87719298245614,65,51,5.51701508636984,-0.0535300289598135,ko,bishop,cardinal,주교,추기경,주교추기경,칩
추기경.1,,655.448239948369,,0.0869085156162197,,19.1155048695186,,0.0950426611896431,,67,,5,,50,,53,,1,,0.943396226415094,,68,,4,,42,,53,,1,,0.792452830188679,,50,,,ko,,,,,,
추운,541.989431033419,757.835094338453,-0.557451227432973,0.612091462298962,15.0075721027538,52.1909485362252,0.0493596577380544,0.27412000872829,68,61,0,3,59,53,59,53,0,0,1,1,67,62,1,2,55,44,58,53,1,0,0.948275862068966,0.830188679245283,58,53,215.845663305034,1.16954268973193,ko,hot,cold,더운,추운,더운추운,오르가슴
추정,600.347857122054,673.071943393522,-0.342476804544584,0.101099074370658,21.7787144226767,31.2110802596478,0.0712169597681823,0.119437755563979,78,65,6,2,63,53,67,53,1,2,0.940298507462687,1,78,67,6,0,65,54,67,55,1,0,0.970149253731343,0.981818181818182,63,53,72.7240862714684,0.443575878915242,ko,conclusion,assumption,결론,추정,결론추정,자유롭게
추천하다,588.651630773421,606.090679243077,-0.478774156931928,-0.302100294183776,27.773211701329,18.6594947297026,0.0979148101889047,0.0739380286491091,78,66,6,3,65,53,65,53,1,1,1,1,79,66,5,3,66,53,66,54,0,0,1,0.981481481481482,65,53,17.4390484696561,0.176673862748152,ko,propose,suggest,제안하다,추천하다,제안하다추천하다,가톨릭
축구,553.272267840135,598.225807016885,-0.594173268487263,-0.34192070284092,42.6391521544565,25.8725803530352,0.124184018092658,0.0879805872755473,71,64,6,1,56,57,56,58,1,0,1,0.982758620689655,70,64,7,1,54,55,55,58,2,0,0.981818181818182,0.948275862068966,56,57,44.9535391767492,0.252252565646343,ko,basketball,football,농구,축구,농구축구,좁은
출발,533.384039219075,576.472303581463,-0.486402336016926,-0.407047251972367,18.3009365606345,35.4392921064672,0.077805330735895,0.171391467553372,71,63,6,1,52,56,52,57,0,0,1,0.982456140350877,71,63,6,1,50,55,52,57,0,0,0.961538461538462,0.964912280701754,51,56,43.0882643623876,0.0793550840445587,ko,arrival,departure,도착,출발,도착출발,돼지 고기
출입구,573.789517849428,575.469266662065,-0.52875212569025,-0.513594490148761,28.2434147444057,21.1640636424084,0.09026885145479,0.073575598023676,62,70,1,2,56,60,57,60,0,0,0.982456140350877,1,62,69,1,3,49,58,57,59,0,1,0.859649122807018,0.983050847457627,56,60,1.67974881263706,0.0151576355414894,ko,portal,gate,포털,출입구,포털출입구,칭찬
춤,586.97149091684,548.753910701104,-0.423829547141489,-0.477591941386685,24.41997474857,30.9304090256155,0.0756409350486278,0.106517707075563,63,65,2,3,55,56,56,56,0,1,0.982142857142857,1,63,65,2,3,56,56,56,56,0,1,1,1,55,56,-38.2175802157366,-0.0537623942451967,ko,dancer,dance,춤추는 사람,춤,춤추는 사람춤,피해자
충고하다,558.876775858515,623.20901922948,-0.418950913518759,-0.163252572223478,22.996972160903,29.3246354879102,0.0724275013404223,0.104199027952206,70,62,4,3,58,52,60,52,3,1,0.966666666666667,1,70,62,4,3,58,51,61,52,2,1,0.950819672131147,0.980769230769231,58,52,64.3322433709644,0.255698341295281,ko,advice,advise,조언,충고하다,조언충고하다,닭
충분한,535.632267839621,564.07213207408,-0.60599759613932,-0.491572145878097,17.9439823584128,17.8609282009489,0.0635159983690371,0.0614887766894121,71,58,1,2,56,53,57,53,1,1,0.982456140350877,1,71,58,1,2,54,48,57,53,1,1,0.947368421052632,0.905660377358491,56,53,28.4398642344582,0.114425450261224,ko,enough,sufficient,필요한 만큼,충분한,필요한 만큼충분한,코치
취조하다,628.592000002429,695.877566015396,-0.186461473008837,0.197742448096067,30.4451340728945,46.6862651349126,0.106072624953649,0.180611627617474,71,62,1,1,57,53,59,53,0,0,0.966101694915254,1,71,62,1,1,58,44,59,53,0,0,0.983050847457627,0.830188679245283,57,53,67.2855660129673,0.384203921104904,ko,examine,investigate,조사하다,취조하다,조사하다취조하다,해부학
치다,608.889491242806,678.190222217666,-0.241197713938077,0.0345175763912965,28.5132016119356,29.9699633212084,0.113418233750277,0.117748968186681,70,77,3,4,57,54,58,64,0,2,0.982758620689655,0.84375,70,77,3,4,54,64,58,64,0,2,0.931034482758621,1,57,54,69.3007309748597,0.275715290329374,ko,hit,strike,때리다,치다,때리다치다,예술가
치료,489.393844823662,543.842423064318,-0.666065205121914,-0.474902583534926,13.9016823106575,25.8096936568007,0.0635309909925316,0.108501970910217,73,60,3,3,58,52,60,52,1,1,0.966666666666667,1,74,60,2,3,49,49,60,51,1,2,0.816666666666667,0.96078431372549,58,52,54.4485782406559,0.191162621586988,ko,therapy,treatment,요법,치료,요법치료,미소 짓다
치명적인,596.046259229353,627.784115391832,-0.243176136933716,-0.232151890226043,28.7228397873825,26.3950673414161,0.113954614529512,0.0938028416871082,67,66,5,3,54,52,54,54,0,1,1,0.962962962962963,67,66,5,3,53,53,54,54,0,1,0.981481481481482,0.981481481481482,54,52,31.7378561624784,0.0110242467076726,ko,deadly,fatal,죽음과 같은,치명적인,죽음과 같은치명적인,배
치유하다,575.09370586265,637.679490551855,-0.342949105594139,-0.172118168429919,24.031871850141,23.7524919436494,0.0874552979360657,0.0837979175226201,66,60,5,1,51,53,51,54,0,0,1,0.981481481481482,67,60,4,1,48,54,51,54,0,0,0.941176470588235,1,51,53,62.5857846892054,0.17083093716422,ko,recover,heal,완쾌하다,치유하다,완쾌하다치유하다,결합
치즈,530.129483323617,532.468188665703,-0.503466687256206,-0.527526411226631,20.6837993886032,18.3233601881891,0.08683970213813,0.0898680835943739,74,57,4,1,60,53,61,54,1,1,0.983606557377049,0.981481481481482,74,57,4,1,57,50,61,54,1,1,0.934426229508197,0.925925925925926,60,53,2.33870534208586,-0.0240597239704257,ko,bread,cheese,빵,치즈,빵치즈,납치
친구,481.145413780567,566.108563646965,-0.757506098852187,-0.449771293952814,16.3200310252149,15.3786851345684,0.115143675541058,0.0610021348453829,64,65,3,1,58,55,58,55,2,0,1,1,64,64,3,2,58,53,58,54,2,1,1,0.981481481481482,58,55,84.963149866398,0.307734804899374,ko,colleague,friend,동료,친구,동료친구,포르노
친밀한,549.209640642168,641.284000020718,-0.497193701641135,-0.201079628837545,13.2147432723899,31.1237903822467,0.0461333250490655,0.0863212881873303,75,72,5,0,65,57,65,57,0,0,1,1,76,71,4,1,65,57,65,57,0,0,1,1,64,57,92.0743593785496,0.29611407280359,ko,personal,intimate,개인적인,친밀한,개인적인친밀한,열쇠
친숙한,551.34561404457,557.597865388868,-0.548397213973713,-0.43137355795744,34.0269291249017,21.1647282390649,0.127505797300787,0.0819321682603488,63,57,2,2,57,52,58,52,0,0,0.982758620689655,1,61,57,4,2,56,52,56,52,2,0,1,1,57,52,6.25225134429797,0.117023656016273,ko,polite,friendly,공손한,친숙한,공손한친숙한,계획
칠면조,609.87229507042,600.197545444873,-0.171176014644653,-0.334392873229723,17.1546310312562,12.5393756229691,0.0781814237468077,0.0516657030394331,76,68,1,4,61,55,61,56,0,1,1,0.982142857142857,75,68,2,4,57,53,61,56,0,1,0.934426229508197,0.946428571428571,61,55,-9.67474962554707,-0.16321685858507,ko,chicken,turkey,닭,칠면조,닭칠면조,관리
칠월,571.364254232,715.934599994032,-0.485025385315975,0.226475094037923,37.1060884343515,46.8690538118682,0.0992258842765461,0.212850722587471,74,60,4,4,59,51,60,54,0,2,0.983333333333333,0.944444444444444,74,60,4,4,53,52,60,54,0,2,0.883333333333333,0.962962962962963,59,50,144.570345762032,0.711500479353898,ko,june,july,유월,칠월,유월칠월,유산
침대,480.763894726285,529.457499993924,-0.75331164681183,-0.648814835406033,14.3647357688697,24.092062282406,0.0445349376857195,0.070546586068281,63,79,2,6,57,68,57,68,0,1,1,1,63,78,2,7,56,62,57,67,0,2,0.982456140350877,0.925373134328358,57,68,48.6936052676389,0.104496811405797,ko,sofa,bed,소파,침대,소파침대,저널리즘
침묵,520.674285711945,539.677056585356,-0.591239963669952,-0.600685369120883,22.7489741634576,26.601384497496,0.0767232569594532,0.100599039140868,66,57,2,1,56,53,57,53,0,0,0.982456140350877,1,66,57,2,1,57,53,57,53,0,0,1,1,56,53,19.0027708734112,-0.0094454054509312,ko,silent,silence,조용한,침묵,조용한침묵,운전하다
침실,543.449118644409,520.13147367722,-0.487215659909452,-0.581944331966123,41.082071558588,11.1725471630891,0.146612189840176,0.0486851383880998,72,67,0,2,59,57,60,57,0,0,0.983333333333333,1,71,67,1,2,59,57,59,57,1,0,1,1,59,57,-23.3176449671896,-0.0947286720566711,ko,room,bedroom,방,침실,방침실,예산
침착한,576.317849063643,573.273301904176,-0.471312176471425,-0.472365038111287,23.3387415126694,20.0447760860406,0.0742040462852323,0.066030027387822,68,66,1,1,53,54,54,54,0,0,0.981481481481482,1,68,67,1,0,49,51,54,54,0,0,0.907407407407407,0.944444444444444,53,53,-3.04454715946656,-0.00105286163986223,ko,quiet,calm,조용한,침착한,조용한침착한,빈도
카르텔,752.463763624965,737.004925895334,0.470048744275472,0.219543948826656,34.188321495394,22.8216908717084,0.133105484959542,0.0940363528327918,75,69,2,2,55,54,62,60,1,0,0.887096774193548,0.9,76,69,1,2,57,60,63,60,0,0,0.904761904761905,1,55,54,-15.4588377296312,-0.250504795448816,ko,mafia,cartel,마피아,카르텔,마피아카르텔,피아노
카우보이,655.338952364482,704.827611120818,-0.132709345478228,0.255450730697967,40.1986470484857,25.1448438235858,0.114907931336286,0.190420897097965,70,66,2,4,63,54,63,56,1,1,1,0.964285714285714,69,68,3,2,43,44,62,56,2,1,0.693548387096774,0.785714285714286,63,54,49.4886587563353,0.388160076176195,ko,rodeo,cowboy,로데오,카우보이,로데오카우보이,보고자
카펫,604.211236348901,672.752490562933,-0.267313537249585,-0.0835085907695913,20.3714599670335,31.9223391414476,0.072057371749674,0.105978317809006,64,59,2,2,55,53,57,54,1,0,0.964912280701754,0.981481481481482,65,59,1,2,58,54,58,54,0,0,1,1,55,53,68.541254214032,0.183804946479993,ko,floor,carpet,바닥,카펫,바닥카펫,인터넷
